name	wt 15' 0.4M - wt 0
YPR036W	1.1881002215
YDL183C	1.1880669316
YLR097C	1.1877418682
YOL086C	1.1875907607
YKL034W	1.1873161016
YDR065W	1.1863611674
YBR269C	1.1858351345
YBL003C	1.1854584156
YDL142C	1.1854007639
YGL004C	1.1851501913
YER068W	1.1845966297
YBR098W	1.1841641114
YAL005C	1.1840635899
YBR106W	1.1835626341
YGL226C-A	1.1833414799
YPL091W	1.1832928604
YML042W	1.1831619705
YGR059W	1.1825846779
YGL190C	1.1824295175
YIL144W	1.1813756963
YHL035C	1.1812876511
YPL124W	1.1810863389
YDR137W	1.1809884733
YOL136C	1.1806260015
YIL057C	1.1805148927
YIR011C	1.1804683089
YGL134W	1.1789952311
YGR105W	1.1785175681
YPL069C	1.1783755017
YPL159C	1.178270366
YMR311C	1.1781598043
YDR479C	1.1776346207
YJR122W	1.1776234604
YPR017C	1.177484942
YOL145C	1.1774029681
YAL010C	1.1771469403
YMR247C	1.1769013105
YDR529C	1.1763743606
YJL094C	1.1761934893
YNL030W	1.1761306038
YDL105W	1.1754582115
YHR006W	1.1742264581
YBR127C	1.1741786627
YDL238C	1.1739764609
YER074W	1.173614032
YOR228C	1.1732592818
YDR078C	1.1732184509
YDR153C	1.1730583334
YPL200W	1.1717585823
YOR152C	1.1716051206
YKL016C	1.1715582147
YOR245C	1.1712171984
YDR013W	1.1709891618
YPR079W	1.1705586692
YDR162C	1.1701343581
YGL205W	1.168978821
YGR133W	1.1677545348
YCL052C	1.1675053499
YIL112W	1.1667782453
YJR123W	1.166588393
YLR226W	1.1663673869
YPR172W	1.1661297601
YBL090W	1.1661146928
YDR494W	1.1660884996
YMR150C	1.1660882842
YGR136W, YGR137W	1.1658352605
YMR271C	1.1657700497
YKL025C	1.1656899747
YKL178C	1.1653815686
YNL259C	1.1652968135
YPL220W	1.1650528562
YKR009C	1.1648919354
YOL038C-A	1.1648446426
YDR259C	1.1642361006
YLL007C	1.1637943921
YDR423C	1.1637894264
YKL129C	1.1634219005
YCR011C	1.1626676863
YGL196W	1.1623743984
YKR003W	1.1620278195
YIL138C	1.1619450312
YMR172W	1.1614623587
YML118W	1.1612973758
YDR285W	1.1612078569
YHR190W	1.1605775187
YDR394W	1.1604775452
YMR201C	1.1602204247
YER022W	1.1597800687
YJL190C	1.1595717996
YDL044C	1.159429449
YKR008W	1.1589865741
YDR315C	1.158983662
YLR247C	1.1588113765
YBR224W, YBR225W	1.1586362721
YPL090C	1.1586291412
YDL126C	1.1583055037
YOR136W	1.158098417
YEL019C	1.1579383882
YGL098W	1.1572793423
YDR383C	1.1569852673
YOL111C	1.1568063642
YGR053C	1.1567140902
YGL018C	1.1562277581
YGL227W	1.1558745513
YAL030W	1.1557086131
YJR039W	1.1552903309
YBL091C-A	1.1551113387
YER122C	1.1548116853
YGL087C	1.1538300549
YDL017W	1.1530306254
YLR249W	1.1525531634
YDR375C	1.1519814324
YIR007W	1.1511512185
YNL158W	1.1510701617
YDR041W	1.150951541
YIR018W	1.15067301
YDL109C	1.1488198018
YDR082W	1.1483386398
YML094W	1.148105782
YIL106W	1.1477535541
YJR091C	1.1476340137
YPR073C	1.1469907017
YBR138C	1.1466340147
YIL076W	1.1465511909
YJR062C	1.1463931445
YNR047W	1.1462770888
YPR003C	1.1459379066
YDL089W	1.1455142785
YDL229W	1.1454499996
YDL123W	1.1451727569
YGL151W	1.1450358897
YIL073C	1.1446168012
YNL178W	1.1436864965
YPR105C	1.1435158342
YPR045C	1.1434759506
YKL006W	1.1432164878
YKL006C-A	1.1425894836
YDL170W	1.1425244695
YAL034C	1.1420902288
YOL120C	1.1419403995
YOR286W	1.1413128985
YML063W	1.1397681496
YGR214W	1.1395938352
YGL145W	1.1394785324
YOR367W	1.1383307
YDR122W	1.1368859556
YLR166C	1.1364878188
YML071C	1.1353713125
YJL209W	1.1353704495
YHL027W	1.1346402097
YJL116C	1.1346009831
YDL099W	1.1342568733
YGR143W	1.1339976835
YNL031C	1.1337714638
YBR170C	1.1337038478
YDR338C	1.1333131548
YKR015C	1.1329406878
YBL059C-A	1.1324723804
YGL191W	1.1324555364
YPR066W	1.1319119214
YLR354C	1.1318565159
YPL106C	1.1317492243
YMR184W	1.1315625322
YNL209W	1.1312828764
YDR418W	1.130876452
YIL018W	1.1304236055
YHR179W	1.1298029549
YJL083W	1.1292644697
YBL050W	1.1289387967
YMR092C	1.1287960562
YGL162W	1.128289637
YKL214C	1.1272016974
YMR118C	1.1266209004
YDR287W	1.1265864197
YDR470C	1.1262440223
YJL167W	1.1259504843
YJL036W	1.1258115312
YJL140W	1.1251142996
YFL038C	1.1248365482
YML119W	1.1247211044
YCR068W	1.1238204023
YGR247W	1.1236295847
YMR071C	1.1234570651
YBR179C	1.1234561712
YNL173C	1.1234002356
YLL057C	1.123222315
YML042W	1.1225134889
YHR131C	1.1224623654
YLR290C	1.1223156615
YDR263C	1.1222346274
YHR203C	1.1221057791
YMR294W	1.1217666094
YDR373W	1.1216080117
YOR132W	1.1212155992
YBR166C	1.120275069
YIL044C	1.1201300983
YBR021W	1.1200724103
YHR157W	1.1198854198
YFR043C	1.1197713459
YNL258C	1.1195652796
YHR194W	1.1192996551
YJR152W	1.118203257
YPR199C	1.1176263107
YER095W	1.1172722527
YIL161W	1.1168621772
YPL180W	1.116638496
YBR058C	1.1166220189
YDL191W	1.1162287926
YNL200C	1.1154904257
YKL094W	1.1154507773
YMR297W	1.1150446302
YOL154W	1.1150198925
YOR278W	1.1145354511
YDL029W	1.1142600146
YDR204W	1.1138969986
YGL008C	1.1137994986
YKR027W	1.1137632075
YAL002W	1.1137272664
YNL083W	1.1135671635
YLL041C	1.1135118062
YFL042C	1.1132248823
YOR075W	1.1131178323
YNR001C	1.1130128636
YKL125W	1.1129633253
YLR220W	1.1123956096
YLL027W	1.1116579772
YAL003W, snR18	1.1114843461
YDR080W	1.1108607892
YOR023C	1.1108168578
YMR257C	1.1092057497
YMR175W	1.1090324645
YOR244W	1.1084475593
YGL091C	1.1082989257
YJL217W	1.1073050702
YBL002W	1.1070809931
YNL027W	1.1068705807
YNL146W	1.1068560751
YBR122C	1.1059252937
YKL219W	1.1055294184
YOR257W	1.1052555146
YKL194C	1.1045088609
YDL097C	1.1044592662
YJR119C	1.1040069209
YLR218C	1.1029146312
YMR171C	1.1020932468
YDR468C	1.101481352
YFL039C	1.101474798
YOR381W	1.1011516236
YLR128W	1.1005657705
YBR164C	1.100369877
YKL161C	1.1003325328
YER179W	1.1001615397
YMR027W	1.0996459311
YDR235W	1.0989210993
YHR015W	1.098508292
YJR145C	1.098283406
YPR042C	1.0972102811
YHR110W	1.097163995
YKL126W	1.0970973625
YJR058C	1.0968942206
YER087W	1.0968484972
YLR023C	1.0964955554
YNR061C	1.0961895698
YMR198W	1.0959919054
YPR115W	1.0957674887
YGR074W	1.0956230405
YCR007C	1.0955927855
YOR093C	1.0955924515
YEL023C	1.0955709152
YER059W	1.0954456002
YKR046C	1.095096961
YJL137C	1.0938973417
YMR210W	1.093381123
YFR009W, YFR009W-A	1.0932533294
YKR022C	1.0932493527
YLR309C	1.0931357164
YKL100C	1.0927510039
YPL137C	1.092681851
YML081C-A	1.0925292246
YER144C	1.09175833
YNL016W	1.0916889476
YOL069W	1.0914802877
YML020W	1.0914728389
YDL125C	1.0914053894
YOR090C	1.0912735627
YKL053C-A	1.091192512
YKR034W	1.0903096999
YNL067W	1.0900569433
YKR092C	1.0898797586
YMR095C	1.0893114465
YGL135W	1.0888779364
YDL160C	1.088870475
YPL144W	1.0887311838
YJL181W	1.0883055173
YJL011C	1.0879585726
YDL212W	1.0874972143
YNL155W	1.0870782317
YLR036C	1.0861265477
YDL101C	1.0861256679
YPL051W	1.085912638
YNL079C	1.0854983177
YER121W	1.0853647339
YEL021W	1.085278552
YML007W	1.0845879437
YFR040W	1.0844868497
YDR427W	1.084347603
YDR248C	1.0841394598
YNL264C	1.0838936741
YDL132W	1.0837578681
YER173W	1.0835497644
YOR143C	1.0832899561
YLR376C	1.0829278352
YJL038C	1.0827004881
YEL052W	1.0825067242
YMR252C, YMR253C	1.0822764483
YGR171C	1.0812983513
YHR101C	1.0807956019
YMR191W	1.0807822591
YDL202W	1.0800837076
YKR101W	1.079785868
YHR023W	1.0794676545
YPL171C	1.0793690266
YDR341C	1.0792828849
YCR031C	1.0792467057
YCL018W	1.0788088306
YLR454W	1.0787172304
YKR009C	1.0786424953
YML016C	1.0783831517
YDR089W	1.0783518922
YER041W	1.0776372824
YOL066C	1.0774357178
YIL069C	1.0770393505
YGL178W, YGL177W	1.0768974785
YDR377W	1.0768479348
YMR155W	1.0762724632
YPR176C	1.0760764941
YGR124W	1.0759343509
YNL118C	1.0757052715
YGR209C	1.0756839174
YMR137C	1.0747006935
YPR180W	1.0745831748
YLR304C	1.074494739
YER102W	1.0744643717
YPR081C	1.0742876628
YGL206C	1.074173458
YPL259C	1.0735652464
YLR260W	1.073374914
YMR021C	1.0732542537
YGR154C	1.0729956964
YPL097W	1.0725268323
YML001W	1.0723275599
YDR200C	1.0718408304
YCR003W	1.0716214431
YGL163C	1.0715713968
YNL215W	1.0706483706
YPL036W	1.0705538136
YGR180C	1.0704110724
YER133W	1.0702246523
YDR213W	1.0694220157
YOR063W	1.0675142678
YDR032C	1.0667262682
YHR153C	1.065970769
YJL093C	1.0656415944
YOL043C	1.0650976211
YLR092W	1.0647554503
YEL024W	1.0646337341
YDL128W	1.0642445918
YHR001W	1.0640858703
YOL060C	1.0635108034
YDR244W	1.0629649493
YLL058W	1.0628247109
YKL064W	1.062799227
YGL185C	1.0625797242
YBR196C	1.0623808144
YDR129C	1.0623018031
YAL016W	1.0618947341
YGR002C	1.061745111
YGL066W	1.0617051889
YDR295C	1.0616843373
YDR125C	1.0615962363
YPR194C	1.0615816612
YDL049C	1.0614051625
YGL247W	1.0613205383
YNL039W	1.061155683
YGL223C	1.0610848202
YLL029W	1.0609083387
YBR287W	1.0608926383
YJL196C	1.0606642345
YGR234W	1.0602991099
YFR007W	1.0600175201
YOR030W, YOR031W	1.0597749371
YEL003W	1.0595395208
YGL002W	1.0594100326
YDR126W	1.0593350063
YIL108W	1.0589966799
YBL034C	1.058663317
YOR288C	1.0586197838
YML026C	1.0579403236
YDR415C	1.0574899134
YKL089W	1.0573802257
YDR131C	1.0570780597
YMR036C	1.0563993031
YMR142C	1.0563430798
YML087C	1.0561455191
YBR052C	1.0561018054
YOR040W	1.055843239
YHR019C	1.0554002873
YBR216C	1.0551784236
YHR152W	1.0551471922
YHR017W	1.0551103554
YNL216W	1.0548739673
YPR057W	1.053764547
YLL045C	1.0533864296
YER013W	1.0533469016
YPL138C	1.0531723861
YLR289W	1.0526020534
YDR363W	1.052551837
YFR031C-A	1.0525019329
YMR237W	1.0523702254
YKL127W	1.0517046702
YDL072C	1.0512927648
YJL102W	1.0511560664
YKL013C	1.0510015554
YIR028W	1.0505920658
YER168C	1.0505822579
YBL001C	1.0495015847
YGL001C	1.0494683828
YIL075C	1.0485419047
YPL249C-A	1.0480555937
YPL214C	1.0478756872
YDL185W	1.0476623331
YHR166C	1.0475597114
YDR502C	1.047111851
YER184C	1.0462328866
YGL129C	1.0461060358
YGL230C	1.0458150966
YLR163C	1.0455972625
YGR135W	1.0447982233
YDR012W	1.0444280111
YKL221W	1.0440812372
YML130C	1.0432393234
YKL005C	1.043080995
YAL040C	1.0428820106
YOR164C	1.0427577628
YGL221C	1.0419443097
YDR002W	1.0418592582
YER162C	1.0416754494
YPR083W	1.0410791938
YDR109C	1.0409743622
YJL035C	1.040808035
YGL054C	1.0407093086
YFR048W	1.0398456559
YML028W	1.0395418358
YJR112W-A	1.0391770684
YHR156C	1.038361416
YPR049C	1.0382876496
YDR350C	1.0379064946
YPL187W	1.0378116675
YOR230W	1.0376482748
YKL107W	1.0376048995
YER183C	1.0372680049
YBR137W	1.0369394171
YFR006W	1.0368140236
YLR050C	1.0365094753
YHR111W	1.0364857927
YGR165W	1.0361906024
YJL026W	1.0361511753
YOR312C	1.0359036696
YNR064C	1.0357343182
YER097W, YER098W	1.0357010366
YPR106W	1.0353624811
YDR393W	1.0352764106
YNL099C	1.0346946684
YHR077C	1.0340535401
YLR238W	1.0337219304
YNR006W	1.0333821919
YCR027C	1.0333087901
YBL015W	1.0331258186
YOR316C-A	1.0330466287
YMR202W	1.0330394747
YCR042C	1.0329290354
YOR299W, YOR300W	1.0327999731
YCR069W	1.0323150557
YOR026W	1.0321831681
YCR030C	1.0316729391
YGL061C	1.03155826
YDR471W	1.031437195
YOR153W	1.0311714462
YDR460W	1.0310074293
YIL162W	1.0305583923
YGR148C	1.0305401727
YPR134W	1.0303994618
YOL025W	1.0297603201
YJR082C	1.0293574196
YIL063C	1.0293520662
YDR057W	1.0286022515
YDR226W	1.0283962306
YDL084W	1.0280315276
YPR007C	1.0278745247
YER136W	1.0273835877
YHR112C	1.0262086668
YDR056C	1.0259065948
YLR299W	1.0257750597
YBL060W	1.0257472823
YLL040C	1.0252475248
YJL146W	1.0250920158
YDR262W	1.0241903145
YDR311W	1.0238564937
YDR111C	1.0235088418
YER036C	1.0229277407
YIL116W	1.0227795714
YDR378C	1.0226863966
YJL105W	1.0224774076
YGL123W	1.0221145539
YDL149W	1.0220676008
YHR201C	1.0213252203
YGR240C	1.0212841696
YDR482C	1.0208465095
YOR382W	1.020370249
YJR095W	1.0198608284
YPR029C	1.0194871878
YIL120W	1.0191361935
YJL203W	1.018838696
YCR009C	1.0187513465
YOR147W	1.0187214278
YPL161C	1.0187084976
YJR099W	1.0185312165
YPL066W	1.0181463493
YMR086W	1.0179866756
YMR267W	1.0178458118
YBR057C	1.0177099639
YOR044W	1.0176211307
YDR103W	1.0171872576
YFR050C	1.0169994332
YPL045W	1.0167470019
YLR021W	1.0164787661
YMR052W	1.0164569707
YLR100W	1.0164438512
YML011C	1.0164430542
YGR003W	1.016272591
YDR530C	1.0160849434
YMR099C	1.0159979547
YCR073W-A	1.0155738341
YHR028C	1.0153849288
YLR250W	1.0150850593
YNR040W	1.0149485342
YDR329C	1.0144985906
YJL068C	1.0143151485
YFL017W-A	1.0142078773
YGR032W	1.0141366059
YKL011C	1.0133678574
YGR155W	1.0132269897
YNL135C	1.0127493398
YNL293W	1.0127444055
YGL197W	1.0123584902
YKL069W	1.0117642486
YDR238C	1.0117254006
YBR173C	1.0116788583
YER025W	1.0116697332
YFR002W	1.0108816833
YGR009C	1.0104075695
YLR307W	1.0103234389
YML064C	1.0102730521
YLR330W	1.01016797
YDL159W	1.0099887348
YML029W	1.0098047254
YPL111W	1.0097477018
YDL139C	1.0097230201
YCR099C, YCR100C, YCR101C	1.0097026908
YIL074C	1.0095009564
YJR115W, YJR116W	1.009382088
YKL040C	1.0093711015
YDL006W	1.0092009178
YNR056C, YNR057C	1.0091419722
YOR142W	1.0091018314
YDL194W	1.009098373
YDL225W	1.0090534667
YDR336W	1.0088478296
YJL127C-B	1.0082463808
YGL252C	1.0081738378
YNL038W	1.0079698804
YNR070W	1.0077353145
YKR097W	1.0076254793
YLR121C	1.007488618
YGL057C	1.0074733634
YKL135C	1.0074188742
YGR134W	1.0071235948
YOR141C	1.0065870423
YJL158C	1.006436816
YBR234C	1.0062559504
YJL082W	1.0058617981
YLL063C	1.0056312132
YNL317W	1.005510666
YBL019W	1.0045914307
YOL018C	1.0039734687
YNL032W	1.0028658985
YBR096W	1.0027506596
YGR255C	1.0024064639
YBR089C-A, YBR090C	1.0022484926
YJL006C	1.0021606669
YPL034W	1.0017076454
YOL039W	1.0013029061
YBL027W	1.000990172
YDL146W	1.0008028065
YLR113W	1.0005221664
YDR461W	1.0004472288
YKL088W	1.000426686
YKL116C, YKL115C	1.0003928302
YCR019W	-1.0003983229
YGL192W	-1.0004003603
YBR044C	-1.0004634224
YPL007C	-1.000538813
YOL057W	-1.0006002669
YNR045W	-1.000609095
YDL168W	-1.000732696
YJL045W	-1.0007995681
YPR109W	-1.0014982664
YLR117C	-1.0015234242
YLR441C	-1.0021072318
YLR387C	-1.0022025547
YBR201W	-1.0027802808
YPL104W	-1.0028471321
YOR011W-A	-1.0029781305
YER123W	-1.0033037554
YBR204C	-1.0033096219
YDR092W	-1.0038415428
YOL071W	-1.0038790556
YKL210W	-1.003996639
YDL088C	-1.0042772647
YDL219W	-1.0042902707
YJL003W	-1.0047638233
YPL249C	-1.0052371561
YDR437W, YDR438W, YDR439W	-1.0057521651
YKR002W	-1.0063779379
YNL212W	-1.0064094516
YGL119W	-1.0064480647
YOR100C	-1.0067305646
YPR006C	-1.006834044
YPR071W	-1.0072469352
YGL081W	-1.0074389549
YOR259C	-1.0077586961
YPR056W	-1.0081701039
YBR109C	-1.0082776151
YMR147W	-1.0084042077
YBL058W	-1.0084625283
YDR004W	-1.0087487045
YPL132W	-1.0093442098
YBL025W	-1.0097435093
YBR031W	-1.0099038098
YLR016C	-1.0099545491
YAL046C	-1.0103700335
YPR159W	-1.0105329957
YMR263W	-1.0108797625
YIL041W	-1.0110335851
YLR389C	-1.0112859862
YJR010W	-1.0113434412
YGL194C	-1.0119398422
YPR072W	-1.0120496872
YML107C	-1.0122979177
YOR097C	-1.0123936817
YLR390W-A	-1.0128394946
YDR453C	-1.0129731178
YPR128C	-1.0132631768
YMR059W	-1.0133649966
YBR193C	-1.0135917806
YER090W	-1.0136783796
YDR485C	-1.013774852
YCR076C	-1.0139196243
YJL090C	-1.0142754111
YPL160W	-1.0146141619
YDL210W	-1.0152965717
YKL115C, YKL114C	-1.0160171027
YFL047W	-1.0160963063
YDR386W	-1.0161582805
YBR152W, YBR153W	-1.016413168
YNL131W	-1.0168784658
YGR278W	-1.0171550129
YLR060W	-1.0174696346
YDR253C	-1.0176890228
YPR108W	-1.0181081649
YBR129C	-1.0184217727
YGL213C	-1.0184914902
YER048C	-1.0190383244
YFR003C	-1.019116956
YJL008C	-1.0191547601
YGL067W	-1.0193415967
YDL193W	-1.019512241
YDR254W	-1.0198238075
YPL135W	-1.0201057401
YLR293C	-1.0203036659
YDR049W	-1.0203115811
YCR036W	-1.0203524326
YGR126W	-1.0205517067
YOL072W	-1.0207737021
YPR001W	-1.0208370234
YBR039W	-1.0212251421
YJR017C	-1.0212279438
YLR248W	-1.0213870914
YDR028C	-1.0215846388
YDR518W	-1.0218782445
YCR020W-B	-1.0220368067
YKL216W	-1.0220467723
YBR296C	-1.0220930053
YHR012W	-1.0224630583
YJR138W	-1.0225097401
YJL112W	-1.0229515139
YMR233W	-1.0230259994
YIL037C	-1.0231725151
YBR070C	-1.0232289546
YJL059W	-1.0233336223
YPR069C	-1.0237409718
YCR002C	-1.0238615068
YDR407C	-1.0242814924
YCR032W	-1.0244462917
YGL233W	-1.0246008546
YMR004W	-1.0247206195
YDR118W, YDR118W-A	-1.0248112938
YDR486C	-1.0250035972
YNL125C	-1.0250413204
YMR260C	-1.0251235892
YKL092C	-1.025230275
YJL001W	-1.0254422072
YMR314W	-1.0260207553
YBR010W	-1.0261970022
YKR051W	-1.0262294128
YDL082W	-1.0263472331
YHR202W	-1.0265636717
YNL069C	-1.0278483743
YNL255C	-1.0278722365
YGL141W	-1.027958537
YKL012W	-1.0280040575
YLR340W	-1.0280173827
YNL073W	-1.0280880445
YKL146W	-1.0286981306
YLR053C	-1.0288158207
YAL008W	-1.0288458157
YNL085W	-1.0288723257
YHR022C-A	-1.0289707015
YDL004W	-1.0290645902
YHL012W	-1.0291550325
YHR044C	-1.0300712407
YOR007C	-1.030153721
YCL034W	-1.0305024093
YDR282C	-1.030879961
YDR179C	-1.0315319871
YJR096W	-1.0316050311
YDR154C, YDR155C	-1.0316915943
YDL182W	-1.0318839386
YIL051C	-1.0322138701
YOR292C	-1.0324658979
YOR155C	-1.0334029206
YDR421W	-1.033516278
YNL305C	-1.033873383
YOR158W	-1.0339120518
YKL213C	-1.0344093973
YAL055W	-1.0350839299
YDL134C	-1.0358925652
YLR035C	-1.0359389697
YGL011C	-1.0360395049
YIL002W-A	-1.0363602534
YMR029C	-1.0363725087
YAL014C	-1.036564599
YLL062C	-1.0366524192
YIL160C	-1.0368739757
YDR105C	-1.037338753
YDR178W	-1.0373598184
YHR162W	-1.0374857944
YDR272W	-1.0378391374
YJR010C-A	-1.0385908997
YGL220W	-1.0390771717
YIR030C	-1.0392769848
YLL028W	-1.0395160711
YOR238W	-1.0398555254
YGR106C	-1.0398864076
YLR099W-A	-1.0399834528
YNR032W	-1.0400340242
YKL085W	-1.0402024948
YDR466W	-1.0405891901
YOR304C-A	-1.0414764628
YJL005W	-1.0417020952
YCR023C	-1.0419396321
YOR209C	-1.0424683085
YOR323C	-1.0427182624
YKR090W	-1.0430111877
YFL033C	-1.043054095
YPR201W	-1.0437064228
YIL008W	-1.0439802808
YKL140W	-1.0439826656
YBR068C	-1.0445555749
YLR007W	-1.044701167
YIL133C	-1.0448168889
YDR422C	-1.0449177707
YFL013C	-1.0450581256
YGR010W, YGR011W	-1.0452084495
YLR134W	-1.045664957
YBL045C	-1.0457633124
YBR082C	-1.0460620688
YNR019W	-1.0461367613
YGL159W	-1.0462136671
YGR170W	-1.0462509631
YOR360C	-1.0464161844
YML076C	-1.0464820751
YDL120W	-1.0477491708
YOR332W	-1.0479091379
YNL270C	-1.0479709284
YDR158W	-1.0480805887
YGL224C	-1.0487185227
YNL106C	-1.0488049016
YIL006W	-1.0490055527
YBR184W	-1.0490667308
YKL149C	-1.0492200165
YDR067C	-1.0495469049
YBR123C	-1.0495912951
YFL017C	-1.0500845458
YOR327C	-1.0503117589
YAL015C	-1.0504679398
YER040W	-1.0505143346
YKR016W	-1.0506175884
YHR199C, YHR199C-A	-1.0507093913
YGL130W	-1.0507783742
YIL122W	-1.0509015715
YOR138C	-1.0510781683
YDR504C, YDR505C	-1.0513973179
YGL084C	-1.0516356562
YJR083C	-1.0517213188
YJR045C	-1.0518234217
YER064C	-1.0519806939
YNL242W	-1.0529568785
YLR049C	-1.0530083261
YCL039W	-1.0530275832
YOL097W-A	-1.0532242276
YIR034C	-1.0532934523
YDR037W	-1.0533275972
YGL210W	-1.0535732376
YIL125W	-1.0537883541
YFL004W	-1.0545110458
YJR022W	-1.0546930144
YNL037C	-1.0548460721
YDL092W	-1.0549682764
YER080W	-1.0550505469
YOR283W	-1.055665032
YJR085C	-1.0557219918
YMR299C	-1.0557980816
YNL138W-A	-1.0558252639
YOR194C	-1.055965058
YHR150W	-1.0560658366
YJR120W, YJR121W	-1.0560678135
YER033C	-1.0564354649
YPL133C	-1.0568895136
YHR122W	-1.0569465964
YHR109W	-1.057104641
YDL190C	-1.0575587891
YGL240W	-1.0575693276
YDL056W	-1.0577594092
YDR283C	-1.0577847422
YFL045C	-1.0577996776
YBR253W	-1.0585605725
YER125W	-1.0587909805
YMR028W	-1.0588766831
YLR328W	-1.0591689679
YMR033W	-1.0592837078
YLR332W	-1.0596648729
YOR176W	-1.0599923599
YKR062W	-1.0600449442
YDR369C	-1.0601741278
YDL136W	-1.0604005701
YDR436W	-1.060583613
YNL287W	-1.0607941358
YOR059C, YOR060C	-1.0611130093
YPL096W	-1.0612703363
YGR246C	-1.0613595265
YJL055W	-1.061402116
YLR453C	-1.0620943212
YGR042W	-1.0623332235
YFR035C	-1.0625344734
YKR087C	-1.0626464705
YKL063C	-1.06277226
YMR231W	-1.0628140166
YPR055W	-1.0630688132
YDL135C	-1.0631775931
YFR052W	-1.0640543132
YJL117W	-1.0641320302
YLL050C	-1.0642247443
YDL007W	-1.0644140585
YPL198W, snR59	-1.0645620963
YGR175C	-1.0645640725
YDL147W	-1.0646793271
YBR025C	-1.0648371662
YGR040W	-1.0649141857
YOR180C	-1.06591119
YOR247W, YOR248W	-1.0659388147
YER026C	-1.0659893207
YER140W	-1.0667032975
YFR013W	-1.0671142839
YDR163W	-1.0674222352
YDL235C	-1.0678272312
YER124C	-1.0678467345
YKL081W, snR38	-1.0678986288
YFR005C	-1.0679898672
YPR089W	-1.0680151465
YKR017C	-1.0680398727
YNL063W	-1.0683596621
YLR039C	-1.0683684396
YDR212W	-1.0684622018
YHL038C	-1.0694799205
YDL130W	-1.0697422573
YGL167C	-1.0701699162
YBL084C	-1.0702692295
YBL080C	-1.0703173816
YGR169C	-1.07044296
YJL065C	-1.0708450006
YMR022W	-1.0713771891
YPR002W	-1.0715671562
YNL029C	-1.0719356848
YJL100W	-1.0720089274
YDR148C	-1.0722156253
YLR360W	-1.0723311641
YOL129W	-1.0723794981
YPR148C	-1.0724782708
YDR166C	-1.0725187367
YBR250W	-1.0729861072
YPL271W	-1.0730567302
YGL101W	-1.0732485464
YBL028C	-1.0735310783
YDR197W	-1.0737381629
YHR074W	-1.0738246951
YER009W	-1.0738699331
YMR098C	-1.0739451671
YDR191W	-1.073984689
YDL028C	-1.0742942472
YNL050C	-1.0748775968
YDR447C	-1.0750269934
YDL103C	-1.075202108
YMR234W	-1.0753068399
YER149C	-1.0755147749
YDR138W	-1.0755304635
YBR175W	-1.0755721985
YPL116W	-1.0760431211
YKR096W	-1.0763553915
YDR208W	-1.0764511597
YGL107C	-1.076654093
YJR089W	-1.0767291639
YMR061W	-1.0767761933
YJR016C	-1.0769714953
YJL037W	-1.0771928232
YPL016W	-1.0772016967
YJL060W	-1.077433256
YIL033C	-1.0774784326
YHL034C	-1.0778466946
YCR061W	-1.078009804
YMR077C	-1.0783418719
YKR097W	-1.0784958453
YER030W	-1.0786364449
YJL189W	-1.0788200531
YLR265C	-1.079609185
YKR043C	-1.0798207646
YKL010C	-1.079971548
YGL181W	-1.0799891114
YPL088W	-1.0800752494
YPL235W	-1.0800907515
YOR328W	-1.0801924232
YOL146W	-1.0804073102
YPL178W	-1.0805132523
YFR004W	-1.0806548545
YOR375C	-1.0807725474
YIL034C	-1.0808825459
YAL056W	-1.0819961867
YJR066W	-1.0822179729
YPR179C	-1.0828726952
YOL132W	-1.0829467504
YHL030W	-1.0829712525
YJL013C	-1.0831999455
YNR028W	-1.08361673
YCR075W-A	-1.0837213884
YKL218C	-1.0838905614
YBL101C	-1.0839673848
YER074W-A	-1.0847183358
YDR452W	-1.0853631368
YKL105C	-1.0855059676
YLR298C	-1.0855521642
YDR221W	-1.08566512
YOR232W	-1.0863691303
YBR080C	-1.0864387051
YGR218W	-1.0865418345
YOL011W	-1.0867229411
YNL202W	-1.0871311265
YMR167W	-1.0872703014
YOR051C	-1.0874246478
YBR111C	-1.0876147959
YOL056W	-1.0876263916
YML085C	-1.0879773173
YCR066W	-1.0882520314
YJL151C	-1.0882645537
YGL184C	-1.0887503019
YBR121C, YBR121C-A	-1.0888443526
YNL134C	-1.0890817351
YBR003W	-1.0892292242
YHR103W	-1.0896709003
YLR001C	-1.0897171679
YPR008W	-1.0899092409
YDL116W	-1.0899446534
YLR355C	-1.090310375
YDR429C	-1.0904630437
YLR010C	-1.0907209873
YDL069C	-1.0912523402
YGL079W	-1.0913177168
YOR124C	-1.0916703374
YOR253W	-1.0918362389
YKL117W	-1.0918736855
YPR032W	-1.092021884
YBR102C	-1.0921575067
YNL142W	-1.0923961843
YML062C	-1.0925978221
YCL056C	-1.092653005
YBR047W	-1.0926972643
YJL201W	-1.0928083597
YJR025C	-1.0928738398
YFL018C	-1.0928829905
YOR070C	-1.0930274972
YPL208W	-1.0931531909
YLR364W	-1.0940094411
YHL010C	-1.0940825523
YGR062C	-1.0942222053
YAR019C	-1.0943183151
YJR100C	-1.0945098845
YJL023C	-1.0946384729
YGL245W	-1.0946658296
YHL013C	-1.0946950992
YDR304C	-1.0949280137
YMR240C	-1.0950387215
YDL220C	-1.0950627503
YIL146C	-1.0953286582
YBR176W	-1.0954196769
YLR369W	-1.0954866214
YPL167C	-1.0955981251
YOR203W, YOR204W	-1.0956619265
