name	wt 15' 0.4M - wt 0
YFL037W	-1.0959220972
YKR035W-A	-1.0960915388
YGR121W-A	-1.0963922156
YGL137W	-1.0967937037
YOR362C	-1.0970191005
YKR020W	-1.0973773917
YBL076C	-1.0975655461
YHR027C	-1.0978558303
YLR318W	-1.0979273051
YFL027C	-1.0983170661
YIL084C	-1.098466635
YKR071C	-1.0986271191
YER015W	-1.0989042491
YPL150W	-1.0989517944
YLR393W, YLR394W	-1.0991522558
YMR307W	-1.0993141278
YLL056C	-1.0997193922
YDR495C	-1.099896614
YGR092W	-1.0999661343
YMR205C	-1.1003352075
YDR276C	-1.1008603272
YMR192W	-1.1009886446
YOR064C	-1.1011020079
YGL044C	-1.1013926675
YJL034W	-1.1015285174
YLR325C	-1.1015968509
YAR007C	-1.1016366868
YIR031C	-1.1020774057
YJR014W	-1.1027686913
YPL140C	-1.1028859721
YDL131W	-1.1033831304
YAL053W	-1.1033933555
YMR226C	-1.1034184944
YKL156W	-1.1039025705
YHR193C	-1.1039732521
YDL078C	-1.1040527608
YDR430C	-1.1042825756
YMR116C, snR24	-1.1046773606
YKL080W	-1.1048075263
YDR224C	-1.1052093358
YLR024C	-1.1052511913
YJR098C	-1.1054582781
YNL137C	-1.1061134668
YJL043W	-1.106143982
YGR036C	-1.1063372965
YLL042C	-1.1064246786
YDR503C	-1.106569531
YOL065C	-1.1068563015
YLR418C	-1.1069645392
YCL033C	-1.1070781314
YOR339C	-1.1074540414
YGR231C	-1.1075296384
YDL073W	-1.1075507068
YPL040C	-1.1076211214
YER019C-A	-1.1077804149
YML126C	-1.1080241295
YEL027W	-1.1081352019
YDR167W	-1.1081579711
YNL048W	-1.1088389511
YLR135W	-1.1090474613
YGL226W	-1.1090599116
YPL119C-A	-1.1093154998
YAR003W	-1.1094220477
YLR421C	-1.1094284438
YHR039C-A	-1.1096901179
YDR357C	-1.1101264086
YGL241W	-1.110378687
YIR025W	-1.1104168333
YOL044W	-1.1106320189
YGL082W	-1.111184055
YDR381C-A	-1.1112091294
YDR313C	-1.1114029774
YDR520C	-1.1116743718
YDL066W	-1.1121048759
YLR092W	-1.1121881089
YNL297C	-1.1123874677
YDR334W	-1.112412913
YER007W	-1.1124855424
YJR103W	-1.1125917895
YBL068W	-1.1127825263
YGL228W	-1.1130133411
YLL009C	-1.1130941449
YDL058W	-1.1131327967
YDL197C	-1.1131364573
YMR293C	-1.1135282699
YDR424C	-1.1136113484
YKR093W	-1.1136387069
YER044C	-1.1136899086
YPR075C	-1.1137986538
YPL120W	-1.1138648217
YDL180W	-1.1142500538
YLR326W	-1.1146133067
YHR184W	-1.1148580604
YOR058C	-1.1148641453
YNL045W	-1.1148863097
YDR164C	-1.1149935399
YOL068C, YOL067C	-1.1150770533
YPR062W	-1.1153589378
YGL238W	-1.11551709
YMR278W	-1.1156140622
YBR094W	-1.1162337805
YBR233W	-1.1163422986
YLR259C	-1.1167862951
YDR332W	-1.1177023113
YOL102C	-1.1177745146
YGR244C	-1.1178171736
YEL002C	-1.118309443
YIL049W	-1.1186155675
YMR008C	-1.1191198413
YCL049C	-1.1197827573
YIL139C	-1.1199957832
YER066W	-1.1204673052
YPL243W	-1.1210180564
YNL094W	-1.1212075664
YIL062C	-1.121499319
YPR192W	-1.1215628175
YPL145C	-1.1216981481
YHR189W	-1.1219471778
YMR044W	-1.1221750975
YDR117C	-1.1221798646
YML057W	-1.1222163713
YPL095C	-1.1223194696
YPR178W	-1.1224593087
YOR069W	-1.1224977416
YLR027C	-1.1225027331
YLR098C	-1.123020768
YBL059W	-1.123570075
YCL032W	-1.1239480068
YLR058C	-1.1239743347
YDR475C	-1.1240567649
YOL063C	-1.1240941268
YKL179C	-1.12410505
YPL209C	-1.1250568658
YNL261W	-1.1254803668
YNL148C	-1.1258178735
YKL017C	-1.126145726
YFL054C	-1.1266510616
YDR480W	-1.1267824367
YHR113W	-1.126795544
YDR206W	-1.1268510978
YGL193C	-1.1268543115
YIL043C	-1.1272166521
YNL222W	-1.1272314896
YLR438W	-1.1274491357
YIR002C	-1.127479387
YLR273C	-1.1278149492
YOL116W	-1.1278745699
YPL039W, YPL038W-A	-1.1280747371
YIL095W	-1.1281511961
YMR019W	-1.1284394438
YER058W	-1.1284481629
YDR322C-A	-1.1286102067
YML106W	-1.1287801327
YGR207C	-1.1290889932
YPL239W	-1.129106023
YJR061W	-1.1292159279
YJR127C	-1.1293220068
YDR229W	-1.1299431397
YLR145W	-1.1303131319
YHR013C	-1.1304678187
YAL041W	-1.1319786803
YJR033C	-1.1325697267
YAL001C	-1.1327420467
YMR272C	-1.1331058507
YNL082W	-1.1331587535
YIR010W	-1.133339113
YML050W	-1.1333785588
YHR155W	-1.1337900148
YOR336W	-1.1338422904
YDL161W	-1.1345467312
YFL044C	-1.1347236827
YLR025W	-1.1347511054
YKL128C	-1.1348712982
YKL132C	-1.1353747198
YLR306W	-1.1354761542
YOR380W	-1.1358947024
YHL019C	-1.1359526037
YDL165W	-1.1373004818
YDL077C	-1.1375988412
YBR201C-A	-1.13775811
YGR056W	-1.137946173
YPL024W	-1.1380327493
YGR132C	-1.1386305952
YIL143C	-1.1389190655
YFL036W	-1.1389972713
YNL074C	-1.1390718031
YJL099W	-1.1395852976
YDR062W	-1.1399056352
YDR472W	-1.1401332906
YNL059C	-1.1401848165
YLR146W-A	-1.1406083628
YKL072W	-1.1414742635
YDL224C	-1.1414795247
YBR111W-A	-1.1416143624
YFL028C	-1.1418160857
YBR282W	-1.1422697765
YNL117W	-1.1424463316
YGR116W	-1.1425556486
YDL090C	-1.1428205395
YHR005C	-1.1430678119
YNL211C	-1.1432079083
YIL068C	-1.1432477934
YHR056C	-1.1432562708
YPL224C	-1.1435153639
YHR114W	-1.1436311703
YJR044C	-1.1443171568
YFR012W, YFR012W-A	-1.1446283166
YLL001W	-1.1447379446
YLR321C	-1.1448373326
YJL131C	-1.144943978
YGL144C	-1.1449751015
YMR011W	-1.1450150645
YJR084W	-1.1453130956
YBL021C	-1.1453641764
YDL154W	-1.1456195686
YBL007C	-1.1458912682
YPL042C	-1.1459615932
YGL013C	-1.1460945768
YPL125W	-1.1463432302
YNL090W	-1.1464605884
YNL046W	-1.1466126446
YER171W	-1.1468532271
YBR293W	-1.1468899081
YBR059C	-1.147039389
YML059C	-1.1473918698
YLR192C	-1.148251582
YDR382W	-1.1486489957
YGR065C	-1.1488946802
YPR122W	-1.14905502
YLR090W	-1.149113283
YKL145W, YKL145W-A	-1.1494058069
YJL084C	-1.1497410369
YER178W	-1.1498111776
YLR195C	-1.1498171959
YDR225W	-1.1500494957
YDL107W	-1.1502120891
YLR240W	-1.1502849022
YPR135W	-1.1505081599
YPL071C	-1.1507801865
YPR094W	-1.1509968681
YFR027W	-1.151136786
YGR267C	-1.1514746389
YEL031W	-1.1517141895
YIL098C	-1.1518207313
YPL074W	-1.1518226252
YPR039W, YPR040W	-1.1519218094
YHR207C	-1.1524723451
YLR386W	-1.1526069193
YNL140C, YNL139C	-1.1530664126
YDR240C	-1.1533179798
YML049C	-1.1535503195
YCR008W	-1.153595751
YDL057W	-1.154312877
YOL094C	-1.154651419
YIL124W	-1.1547238962
YPR162C	-1.155172684
YBL011W	-1.1552778742
YOL164W	-1.155801504
YKL033W	-1.1567171722
YHR036W	-1.1568843943
YBR081C	-1.1569479604
YDR389W	-1.1584311774
YKR084C	-1.1585076491
YIL046W-A	-1.158525096
YMR144W	-1.1586327289
YBR167C	-1.158793814
YOL101C	-1.1588703738
YLR263W	-1.1590970967
YLR373C	-1.1598983913
YMR295C	-1.1602764621
YHL023C	-1.1603412235
YGL244W	-1.1606378155
YGL161C	-1.1607870929
YIL166C	-1.1608950835
YKL155C	-1.1610185395
YNL233W	-1.1613294971
YMR083W	-1.1615802748
YNL277W	-1.1619305954
YPL155C	-1.1624611071
YMR203W	-1.1626517967
YHR003C	-1.1629111141
YBR259W	-1.1629161132
YMR303C	-1.1629886334
YDL155W	-1.1630423944
YML023C	-1.1630740881
YGL129C, YGL128C	-1.1633646573
YLR253W	-1.1638623349
YMR113W	-1.1638751541
YOL081W	-1.1641334128
YGL058W	-1.1642610734
YKL206C	-1.1645909697
YML100W-A	-1.1646584693
YDR107C	-1.1650229059
YNL229C	-1.1652502978
YDR059C	-1.166166154
YGL035C	-1.1666962742
YOR291W	-1.1668538026
YJL172W	-1.1670470331
YBR229C	-1.1673415038
YNL213C	-1.1673902155
YLL049W	-1.1677352492
YFR019W	-1.16854269
YMR038C	-1.1686555606
YGR151C, YGR152C	-1.1688321298
YLR361C-A	-1.1688994155
YDL207W	-1.1689784003
YHR134W	-1.1690300421
YPR085C	-1.1692291974
YKL068W-A	-1.1696193437
YNR048W	-1.1697903402
YJL030W	-1.1700137423
YBR273C	-1.1702656046
YIL137C	-1.1702945184
YNL199C, YNL198C	-1.1703436715
YDR052C	-1.1707654266
YNL257C	-1.1708320628
YDL100C	-1.1709364381
YGL085W	-1.1709706798
YNL054W	-1.1710632837
YCL016C	-1.1712680362
YNL014W	-1.1713646638
YHR090C	-1.1713656629
YNR023W	-1.1714711984
YHL003C	-1.171542883
YPR086W	-1.1716261654
YBL095W	-1.1716451059
YBR020W	-1.1717709342
YMR178W	-1.1718771255
YNR039C	-1.1719833309
YNL168C	-1.1720844529
YER077C	-1.1723053266
YEL016C	-1.1723494609
YCL005W-A	-1.1723989951
YDR298C	-1.1724902349
YKL077W	-1.172598146
YOR080W	-1.1727062072
YLR224W	-1.1729893573
YML066C	-1.1730555522
YLR399C	-1.1731817406
YIR029W	-1.1735058956
YGR017W	-1.1745335397
YJR148W	-1.1745685182
YMR286W	-1.174612673
YLR362W	-1.175948226
YCR079W	-1.1760574588
YBR270C	-1.1767840752
YMR223W	-1.1769192131
YNL295W	-1.1769224234
YER016W	-1.1771728179
YER100W	-1.177443427
YFR021W	-1.1776083903
YGL017W	-1.1777987427
YKR001C	-1.1779113591
YOR118W	-1.1781626239
YFR024C-A	-1.1782355602
YLR448W	-1.1783053312
YJL218W	-1.178343144
YBL026W	-1.1783522082
YDR081C	-1.1784133901
YNL288W	-1.1785243089
YGL105W	-1.1793403055
YPR186C	-1.1794806767
YFL056C	-1.1795879339
YGL090W	-1.1795906411
YLR208W	-1.1797208615
YNL096C	-1.1797775208
YFL024C	-1.1798040659
YER148W	-1.1805594491
YBR272C	-1.1806371483
YIL078W	-1.18081138
YEL066W	-1.1814068124
YPL046C	-1.1816815087
YDR387C	-1.1818593773
YML008C	-1.1820048277
YDR493W	-1.1831561269
YPR151C	-1.1832100507
YCL044C	-1.1832243079
YOR130C	-1.1833489257
YMR117C	-1.1833525413
YPL241C	-1.1833782242
YCR067C	-1.1840167936
YDR011W	-1.1843817202
YLR072W	-1.1846887786
YGR077C	-1.1847003969
YJL123C	-1.1849199657
YPL265W	-1.185075137
YJR069C	-1.1850941767
YBR255W	-1.1855349118
YDR009W	-1.1865069424
YDR487C	-1.1867959803
YOR356W	-1.1876296066
YIL114C	-1.1877190627
YBR120C	-1.1880843909
YOL023W	-1.1881857337
YER007C-A	-1.1885617414
YOR117W	-1.188996307
YNL177C	-1.1893049641
YAL062W	-1.1893748369
YNL316C	-1.1894344097
YGR169C-A	-1.1894557094
YLR137W	-1.1895351652
YLR148W	-1.1897461308
YKL079W	-1.1897522701
YDR071C	-1.1900500692
YDL018C	-1.1901351609
YPL053C	-1.1901682886
YDR196C	-1.1908035875
YKL071W	-1.1919044443
YDL086W	-1.1920503907
YOR165W	-1.1921063154
YLR096W	-1.192129357
YBR194W	-1.1923030445
YKR023W	-1.1925723962
YOR215C	-1.1926503367
YPL195W	-1.1927629077
YMR079W	-1.1928950808
YLR078C	-1.1929892986
YGL174W	-1.1930602853
YDR033W	-1.1930883856
YLR179C	-1.1935465498
YGR094W	-1.1939115298
YNL129W	-1.1939541456
YHR129C	-1.1939809168
YMR157C	-1.1940757617
YNL278W	-1.1941038489
YDR227W	-1.1941344442
YJR117W	-1.194140746
YMR224C	-1.1942375769
YDR511W	-1.1943105407
YDR517W	-1.1944124814
YMR106C	-1.1944128605
YDR233C	-1.1944317704
YBL089W	-1.1944606171
YFR044C	-1.1945994906
YGR082W	-1.194727167
YNL005C	-1.1948162186
YDR064W	-1.1948441709
YJR076C	-1.1955289406
YGR253C	-1.1958053587
YDR381W	-1.1962784231
YLR005W	-1.1963371006
YMR318C	-1.1966680932
YFL050C	-1.1966856089
YOL088C	-1.1967856362
YDR142C	-1.1969144452
YGL050W	-1.1970670983
YKL157W	-1.1971669739
YFL007W	-1.1972705234
YJL088W	-1.1975094206
YJL178C	-1.1975176244
YDR104C	-1.1984343896
YER087C-B	-1.1986265116
YJR065C	-1.1987130735
YFL022C	-1.1988386557
YKL182W	-1.1990388638
YPR198W	-1.1996722784
YNL127W	-1.1999151499
YPL083C	-1.2003200663
YIL166C	-1.2003231419
YBL091C	-1.2003704021
YCR044C	-1.2005984077
YOL097C	-1.2006511543
YBL056W	-1.2014173605
YGL176C	-1.2014737323
YPR093C	-1.2015312233
YOR246C	-1.2023830839
YER003C	-1.2024936833
YLR197W	-1.2026262379
YKL003C	-1.2026464768
YLR082C	-1.2034364516
YJL145W	-1.2036531678
YPL112C	-1.2038316184
YOL045W	-1.2044693092
YML024W	-1.2048148277
YAL043C	-1.2050598522
YGR060W	-1.2051164465
YML037C	-1.205138225
YOR071C	-1.205226777
YPR168W	-1.2052414661
YMR200W	-1.2052938552
YNL001W	-1.205308642
YPL237W	-1.2053495692
YJL014W	-1.2056772387
YIL117C	-1.2057674299
YOL036W	-1.2058007939
YBR038W	-1.2058845062
YDR175C	-1.206124065
YBR295W	-1.2071925626
YDL195W	-1.2072778563
YHR167W	-1.2073149725
YKR031C	-1.207549801
YOR113W	-1.2087351064
YJL156C	-1.2088407726
YDR353W	-1.2089117015
YNL325C	-1.2094006415
YGR071C	-1.2095055097
YPL067C	-1.2095546312
YBL099W	-1.2098101966
YPR047W	-1.209861875
YMR153W	-1.2102647975
YEL001C	-1.2103880941
YJR141W	-1.2105601029
YNL152W	-1.2106843163
YER042W	-1.2109448504
YDR301W	-1.2110025508
YOR242C	-1.2110308226
YGR007W	-1.2111138446
YPL232W	-1.2111336962
YJR074W	-1.2113212682
YDR477W	-1.2115998813
YBR159W	-1.2116658542
YDL108W	-1.2117668393
YJL154C	-1.2117898213
YFR029W	-1.2118370196
YEL015W	-1.2125025877
YDR409W	-1.2125227223
YER018C	-1.2128228776
YJL012C	-1.2129682635
YOR021C	-1.21313703
YDL047W	-1.2139009
YPL151C	-1.2141811977
YLR233C	-1.2143739364
YBR067C	-1.2144300972
YHL025W	-1.2146566744
YOR256C	-1.2147510595
YFR025C	-1.2152807706
YGR024C	-1.215408461
YKR018C	-1.2157790962
YGR279C	-1.2158389184
YOR160W	-1.2161055844
YML111W	-1.21623731
YMR074C	-1.2163830854
YDL145C	-1.2164381699
YMR003W	-1.2164501945
YJR134C	-1.2165537478
YOR250C	-1.2169364241
YCR060W	-1.2174908041
YBR200W	-1.2174923918
YDR498C	-1.2176770405
YNL206C, YNL205C	-1.2177523265
YBR188C	-1.2178795382
YJL147C	-1.2182178638
YIL050W	-1.2183523592
YOR172W	-1.2184291489
YDR390C	-1.2184664505
YDR462W	-1.2186499063
YOR368W	-1.2189024216
YJR007W	-1.218925349
YBR221C	-1.2192695043
YNL281W	-1.2193127622
YBR223C	-1.2194605679
YGL203C	-1.2195416245
YNR035C	-1.2195985924
YGR004W	-1.2196167318
YJL205C	-1.2196868635
YNL190W	-1.2198910344
YLR314C	-1.220177294
YLR423C	-1.2203532383
YLR153C	-1.2205815467
YLR371W	-1.2210478087
YGR261C	-1.2215926738
YDR275W	-1.2218371657
YPL174C	-1.2219689494
YHL008C	-1.2220855896
YHR128W	-1.2222649191
YDL053C	-1.2223430213
YBR171W	-1.2223822883
YEL025C	-1.2226419667
YPR146C, YPR147C	-1.2228060512
YLR114C	-1.2229214482
YPL078C	-1.2230613818
YLR086W	-1.2232989753
YLR045C	-1.2235133856
YLL033W	-1.2239523818
YLR288C	-1.2242686618
YMR111C	-1.2243808767
YGR058W	-1.2251387465
YKL212W	-1.2254624996
YOR182C	-1.2255851196
YIL035C	-1.2256467178
YCR086W	-1.2265968171
YMR132C	-1.2266737536
YPL149W	-1.2278294256
YJL168C	-1.2280807384
YLR324W	-1.2290877431
YGR037C	-1.2293180789
YBR249C	-1.2294883128
YPL270W	-1.2297347481
YFR039C	-1.229809427
YMR244C-A	-1.2301502318
YNL167C	-1.230289451
YHR057C	-1.2305656616
YDR150W	-1.2306018761
YPL117C	-1.2309578436
YHR071W	-1.2309611666
YBR108W	-1.2310845136
YBR257W	-1.2311345056
YDL075W	-1.2316335459
YBL030C	-1.232036085
YGR258C	-1.2323339957
YHR192W	-1.2326887452
YPL056C	-1.2327250954
YHL004W	-1.2328090288
YGL242C	-1.2329289237
YMR124W	-1.2331185821
YLR085C	-1.2332658446
YEL022W	-1.2336665758
YOR042W	-1.2340518195
YNL263C	-1.234090272
YOR383C	-1.2343437581
YBR083W	-1.2347062296
YCR082W	-1.2347919231
YGR057C	-1.2348578696
YNL201C	-1.235032772
YIL016W	-1.2356827554
YKL001C	-1.2359956682
YLR094C	-1.2363877716
YBR256C	-1.2364997779
YGR113W	-1.2370767715
YMR149W	-1.2372774737
YJL127C	-1.2374329287
YGR193C	-1.2379108304
YML092C	-1.2385336686
YMR285C	-1.238802167
YDR469W	-1.2391455261
YPL199C	-1.2394575602
YER047C	-1.2396379383
YBR133C	-1.2397172945
YGL089C	-1.2402508963
YHR059W	-1.2405658579
YKL008C	-1.2406092578
YLR422W	-1.2406635382
YDR531W	-1.240670542
YNL101W	-1.2407720873
YBR198C	-1.2407922197
YOR290C	-1.2411773273
YEL017C-A	-1.2413273256
YOR239W	-1.2415892914
YGL115W	-1.2417672517
YEL038W	-1.2418857967
YOR344C	-1.2420513323
YBR157C	-1.2429453674
YHR009C	-1.2437836779
YPL234C	-1.24385207
YLR292C	-1.2438796497
YJL104W	-1.2441948412
YEL047C	-1.2442919488
YGR181W	-1.2445620123
YOR354C	-1.2446227349
YBR095C	-1.2447696087
YGL012W	-1.2449374713
YDR084C	-1.2458979422
YLR229C	-1.2460166063
YER093C-A	-1.2462247817
YPR051W	-1.2465068975
YGL093W	-1.2467190826
YFR030W	-1.2468165769
YNL241C	-1.2478964594
YOL008W	-1.2481343569
YOR270C	-1.2487746124
YMR236W	-1.2489068112
YGR146C	-1.2493056373
YDL051W	-1.2496805979
YER091C	-1.2502524755
YNL012W	-1.2506790934
YDL176W	-1.2509851283
YBR078W	-1.2510744191
YCR090C	-1.2517122225
YDR014W	-1.2526627306
YGR125W	-1.2531124919
YDL045C	-1.2531540527
YGR271W	-1.2532867131
YOR037W	-1.2535823501
YFL008W	-1.2551012155
YBR097W	-1.2551020848
YER128W	-1.2552843055
YDR236C	-1.2553225018
YMR217W	-1.25586901
YGR264C	-1.2559683397
YGL160W	-1.2560776243
YJL072C	-1.2564482152
YCL005W	-1.2566373384
YNL076W	-1.2566629566
YPR024W	-1.256703156
YDR364C	-1.2568278222
YDL174C	-1.2573212786
YPR063C	-1.2574912925
YAR002W	-1.2576724648
YGL095C	-1.2578591413
YBR283C	-1.2578783388
YDR372C	-1.2581039737
YDR510W	-1.2581920219
YPL059W	-1.258287905
YDR345C	-1.2585959283
YBR088C	-1.2594762777
YKL104C	-1.2595843606
YGR232W	-1.2595914686
YBR049C	-1.2596461447
YLR146C	-1.2597443464
YOR279C	-1.2602223798
YOL128C	-1.2604098269
YAL007C	-1.2606329091
YOR034C	-1.2607264859
YPR164W	-1.2611476617
YGL207W	-1.2613593903
YMR134W	-1.2614248996
YPL231W	-1.2615568223
YHR168W	-1.2616355358
YOR086C	-1.2622768165
YHR039C	-1.2623276831
YJR153W	-1.2626800025
YER165W	-1.2627355745
YBR251W	-1.262796809
YMR287C	-1.2629468022
YER012W	-1.2631107622
YER005W	-1.2633731213
YHL032C	-1.2635138041
YBR288C	-1.2638063637
YGL038C	-1.2639711681
YBL085W	-1.2640369071
YLR127C	-1.2642230272
YLL018C	-1.2644348634
YGR185C	-1.2649725967
YER187W	-1.2650469965
YOR307C	-1.2653704676
YOL148C	-1.2655521944
YPL048W	-1.2660607826
YDR207C	-1.2661666828
YDR303C	-1.2665392816
YGR031W	-1.2666099895
YKL033W-A	-1.2669125281
YOR073W	-1.2669470103
YJR068W	-1.2670403606
YHL011C	-1.2674503341
YDR147W	-1.2674505978
YJR035W	-1.2676689028
YDR314C	-1.267929638
YNL049C	-1.2689565397
YDR168W	-1.2689830187
YPL098C	-1.26917943
YBL093C	-1.2692472781
YPL242C	-1.2693331867
YJR093C	-1.2694632171
YER161C	-1.2700611795
YGL202W	-1.2703013339
YER094C	-1.2704200899
YOR384W	-1.2704647051
YHR178W	-1.270814195
YOL045W	-1.2709178803
YEL013W	-1.2709827617
YGR167W	-1.2710179248
YKL195W	-1.2726615931
YOL017W	-1.2729723859
YMR054W	-1.2736588735
YHR208W	-1.2740822215
YOR222W	-1.2744244877
YGR153W	-1.274520719
YDR159W	-1.2746523728
YKR021W	-1.2756140075
YPL179W	-1.27577465
YBL014C	-1.2758031819
YJR130C	-1.27586681
YHR200W	-1.2763003884
YKR080W	-1.2763624488
YOL126C	-1.2765290064
YLR118C	-1.2765996614
YGL136C	-1.2766284483
YOL090W	-1.2768187109
YHR050W	-1.2768851278
YMR026C	-1.2769576873
YJL044C	-1.2774284343
YOR126C	-1.2775261512
YJL214W	-1.2776341684
YLR052W	-1.277831837
YKL015W	-1.2778551788
YDR189W	-1.2781198019
YOL062C	-1.2786184544
YNL047C	-1.2787104888
YPR141C	-1.278762759
YNL088W	-1.27914089
YNL265C	-1.2793770125
YMR268C	-1.2794441314
YNL181W	-1.2799642316
YOL030W	-1.279993149
YBR086C	-1.2801081084
YDL046W	-1.2804717312
YOR231W	-1.2809876625
YEL026W	-1.2811068774
YOR110W	-1.2811864051
YNL289W	-1.2816584029
YDR335W	-1.2819080788
YNR004W	-1.2821458488
YPL134C	-1.28222792
YLR193C	-1.282255765
YBL040C	-1.2823047267
YOR258W	-1.2823612145
YBR210W	-1.2825975348
YPL031C	-1.2827326323
YKL019W	-1.2828561869
YJL004C	-1.2835015199
YCL057W	-1.2835035014
YJR140C	-1.283791115
YNL064C	-1.2839504724
YML013W	-1.2839784183
YPR133C	-1.2842241564
YPR103W	-1.2845082504
YMR136W	-1.2847131846
YDR265W	-1.2847864041
YOL006C	-1.2850803494
YPR166C	-1.285159832
YLR115W	-1.2852995393
YPR035W	-1.2854021627
YMR013C, YMR013C-A	-1.2856273056
YLR241W	-1.2860716451
YDL192W	-1.2861658493
YIL157C	-1.2862204898
YMR012W	-1.2865001827
YEL051W	-1.2866014626
YGL027C	-1.2866505121
YNL086W	-1.2869823324
YMR148W	-1.2871148425
YNL239W	-1.2873607996
YFL005W	-1.2878275442
YOL027C	-1.2878759391
YPL110C	-1.2880291003
YDR411C	-1.2882942522
YNL284C	-1.2884339605
YNL107W	-1.2886378586
YPL022W	-1.2888693578
YBR136W	-1.2892361848
YKL139W	-1.2895933289
YPR152C	-1.2896265451
YMR115W	-1.289729504
YGR212W	-1.2897868844
YIL083C	-1.2898843876
YPR074C	-1.2907353265
YHR163W	-1.2908907373
YFR042W	-1.2909168551
YER099C	-1.2909396387
YIL026C	-1.2913171724
YER076C	-1.2913193075
YER163C	-1.2915050896
YDR404C	-1.2915282119
YMR108W	-1.2916356285
YDR036C	-1.2916521234
YBR130C	-1.2916976628
YDR044W	-1.2917601172
YJL160C	-1.2923285739
YDL065C	-1.2924853895
YKL039W	-1.2934324935
YOR039W	-1.2944758329
YJR064W	-1.2944970815
YNL243W	-1.2945769818
YGR049W	-1.2946578025
YDR293C	-1.2946660779
YMR130W	-1.2947777744
YDR190C	-1.2951368024
YNL071W	-1.295349354
YLL032C	-1.2958191868
YIL042C	-1.2961494256
YOR330C	-1.2962357201
YDR354W	-1.2964633649
YER111C	-1.2964674837
YLR277C	-1.2967882347
YMR162C	-1.2970769231
YOR211C	-1.2972004583
YGL073W	-1.2972843562
YJR048W	-1.2976871083
YCR004C	-1.2976877125
YNL091W	-1.2980611496
YPR095C, YPR096C	-1.2986064044
YGL039W	-1.2989910444
YLR246W	-1.2990075629
YLR180W	-1.299288406
YCR092C	-1.2993665752
YBR163W	-1.2995211965
YLR370C	-1.2997186188
YHR176W	-1.2998363528
YAL067C	-1.3002719787
YPR118W	-1.3005849522
YGR084C	-1.3009741643
YML102W	-1.3018418897
YNL234W	-1.3018682353
YER010C	-1.3019579667
YGR173W	-1.3024420526
YMR168C	-1.3031680138
YLR274W	-1.3033056635
YOL095C	-1.303403493
YDR515W	-1.3035830502
YNL056W	-1.3038807264
YJR126C	-1.3041872648
YNL321W	-1.3042241224
YKR019C	-1.3042922171
YKR042W	-1.3043291988
YMR281W	-1.3044929078
YBR143C	-1.3049789434
YOR316C	-1.3050994048
YFL048C	-1.3052150316
YPR110C	-1.3060547786
YER147C	-1.3061974625
YOR087W	-1.3063979582
YNL154C, YNL153C	-1.3068253296
YLR042C	-1.3068275759
YDR091C	-1.3072027594
YLR026C	-1.3072969093
YGL060W	-1.3073580035
YHR061C	-1.3076031618
YPL216W	-1.3077820364
YDR506C	-1.3084701459
YNL311C	-1.3085623334
YHR064C	-1.3086916507
YDL144C	-1.3089347256
YER008C	-1.3089816546
YOR168W	-1.3091881066
YNL224C	-1.3095510555
YML067C	-1.3096066164
YPL015C	-1.3098026264
YLR456W	-1.3099231123
YNL102W	-1.3103965518
YGL068W	-1.3106896095
YCR075C	-1.3107468537
YJR005W	-1.310957463
YDL143W	-1.3114936951
YKL022C	-1.3115224469
YDR525W-A, YDR527W	-1.3115293504
YKL222C	-1.3123022754
YGR172C	-1.3128137632
YBR185C	-1.3130533895
YGL243W	-1.313338585
YPL269W	-1.3136847892
YMR190C	-1.3141377939
YLR294C, YLR295C	-1.3142669028
YGR006W	-1.314332316
YGR015C	-1.3145865327
YOR115C	-1.3150461248
YDL055C	-1.3150616053
YDR141C	-1.3155572128
YGR047C	-1.3158943011
YNL108C	-1.3159819523
YPR181C	-1.3161511471
YGR286C	-1.3162741692
YLR424W	-1.3165632756
YNR033W	-1.3166289086
YJL080C	-1.3166542652
YLR011W	-1.3167689104
YPR185W	-1.3178506708
YJL110C	-1.31849132
YJL133W	-1.3186551867
YBR058C-A	-1.3186873301
YOR008C	-1.3190904473
YDR156W, YDR157W	-1.3191521379
YOR221C	-1.3192252454
YPR082C	-1.3199281304
YHR186C	-1.3200483041
YLR351C	-1.320176007
YOL139C	-1.320344354
YBR215W	-1.3203783965
YNL220W	-1.3204701633
YGR220C	-1.3208197171
YML025C	-1.3208305289
YOR151C	-1.3208614733
YLR375W	-1.320931784
YOR195W	-1.3215672151
YOL005C	-1.322475352
YNL004W	-1.3225992195
YDR416W	-1.3226150354
YNL230C	-1.3227271638
YJL198W	-1.3228228117
YGR260W	-1.3234384503
YMR289W	-1.3236465338
YCR053W	-1.3236925493
YJL124C	-1.3238368508
YAL044W-A	-1.3238512636
YOR150W	-1.3240443137
YGR083C	-1.3243121832
YHL009C	-1.3246614083
YER011W	-1.3249765021
YDL098C	-1.324985694
YOR156C	-1.3250795629
YGR005C	-1.3253561093
YOR274W	-1.3261131677
YFL034W	-1.3261635091
YML055W	-1.3262810367
YAL009W	-1.326362604
YFL009W	-1.3268993979
YBL047C	-1.3269691845
YPR153W	-1.3273198539
YFL049W	-1.3276702826
YMR176W	-1.3278461073
YMR002W	-1.328182879
YDL231C	-1.3282566891
YKL057C	-1.328447965
YHR047C	-1.3286127534
YDR054C	-1.3286888025
YPL139C	-1.3289082324
YER043C	-1.3292523032
YBR107C	-1.3293126042
