ensembl_transcript_id	ensembl_gene_id	external_gene_name
ENST00000581845	ENSG00000266653	5S_rRNA
ENST00000581846	ENSG00000266886	U6
ENST00000581848	ENSG00000265013	SNORD32B
ENST00000581851	ENSG00000263429	LINC00675
ENST00000581853	ENSG00000266698	MIR3945
ENST00000581873	ENSG00000284085	MIR4732
ENST00000581877	ENSG00000265639	AC090415.1
ENST00000581881	ENSG00000263642	MIR4802
ENST00000581887	ENSG00000266232	MIR3178
ENST00000581889	ENSG00000265853	AL353996.1
ENST00000581890	ENSG00000264614	MIR5588
ENST00000581891	ENSG00000265160	MIR5003
ENST00000581896	ENSG00000264251	RN7SL819P
ENST00000581901	ENSG00000266527	AC005697.2
ENST00000581902	ENSG00000266523	Y_RNA
ENST00000581909	ENSG00000264578	AC009630.3
ENST00000581911	ENSG00000266765	AC137735.1
ENST00000581917	ENSG00000264895	AC006141.1
ENST00000581927	ENSG00000264494	MIR4650-2
ENST00000581934	ENSG00000266479	AC105245.1
ENST00000581937	ENSG00000264644	KRT18P8
ENST00000581938	ENSG00000265822	MIR4422
ENST00000581939	ENSG00000263896	U6
ENST00000581940	ENSG00000265484	AC091691.2
ENST00000581943	ENSG00000266140	MIR4533
ENST00000581944	ENSG00000265246	AC129926.1
ENST00000581946	ENSG00000265739	AC104984.3
ENST00000581948	ENSG00000265038	AP001180.5
ENST00000581957	ENSG00000265396	MIR3128
ENST00000581964	ENSG00000263613	AC024619.2
ENST00000581970	ENSG00000265005	MIR548W
ENST00000581971	ENSG00000266460	AC021506.1
ENST00000581972	ENSG00000265304	MIR3650
ENST00000581976	ENSG00000263831	MIR378E
ENST00000581977	ENSG00000263528	IKBKE
ENST00000581978	ENSG00000266467	RN7SL220P
ENST00000581987	ENSG00000263720	AC023394.2
ENST00000581995	ENSG00000264435	AC104982.3
ENST00000581997	ENSG00000265252	MIR3132
ENST00000581998	ENSG00000263705	MIR5689
ENST00000581999	ENSG00000284186	MIR3615
ENST00000582028	ENSG00000264232	LINC01916
ENST00000582031	ENSG00000265883	AC060771.1
ENST00000582033	ENSG00000266065	AP005202.3
ENST00000582039	ENSG00000266324	MIR4663
ENST00000582054	ENSG00000263878	DLGAP1-AS4
ENST00000582064	ENSG00000264263	AC103949.1
ENST00000582069	ENSG00000264037	MIR4472-2
ENST00000582071	ENSG00000264289	AC103987.3
ENST00000582078	ENSG00000266179	AC025627.3
ENST00000582080	ENSG00000263938	AC100832.2
ENST00000582082	ENSG00000263453	MIR4532
ENST00000582087	ENSG00000264879	RN7SL690P
ENST00000582091	ENSG00000266243	MIR4279
ENST00000582099	ENSG00000264030	RN7SL66P
ENST00000582101	ENSG00000264488	AC090283.1
ENST00000582112	ENSG00000264233	MIR4456
ENST00000582120	ENSG00000265477	AP000915.2
ENST00000582123	ENSG00000264519	RN7SL596P
ENST00000582125	ENSG00000266775	AC011840.5
ENST00000582127	ENSG00000264128	RN7SL713P
ENST00000582128	ENSG00000265973	AP006587.6
ENST00000582134	ENSG00000266531	MIR4706
ENST00000582138	ENSG00000263514	MIR3668
ENST00000582152	ENSG00000264934	MIR4265
ENST00000582156	ENSG00000266746	AC209154.1
ENST00000582157	ENSG00000264013	MIR3938
ENST00000582158	ENSG00000266537	SPDYE22P
ENST00000582163	ENSG00000263639	MSMB
ENST00000582178	ENSG00000265919	MIR4280
ENST00000582185	ENSG00000265648	RN7SL279P
ENST00000582187	ENSG00000266327	MIR4503
ENST00000582191	ENSG00000264539	MIR548AR
ENST00000582196	ENSG00000263709	AC024619.3
ENST00000582197	ENSG00000265920	U6
ENST00000582199	ENSG00000265059	U1
ENST00000582203	ENSG00000266104	MIR4326
ENST00000582210	ENSG00000266235	MIR3176
ENST00000582212	ENSG00000266486	FAM106CP
ENST00000582221	ENSG00000264503	AP001180.3
ENST00000582223	ENSG00000264115	MIR3180-4
ENST00000582228	ENSG00000266553	RN7SL356P
ENST00000582231	ENSG00000266312	LINC01927
ENST00000582233	ENSG00000265008	AC011825.4
ENST00000582236	ENSG00000266761	MIR3194
ENST00000582237	ENSG00000264583	MIR4487
ENST00000582238	ENSG00000264741	MIR4505
ENST00000582241	ENSG00000263681	MIR3197
ENST00000582245	ENSG00000264943	SH3GL1P2
ENST00000582246	ENSG00000263787	SKAP1-AS1
ENST00000582249	ENSG00000266445	AC124287.1
ENST00000582250	ENSG00000266099	MIR5700
ENST00000582251	ENSG00000266278	LINC01910
ENST00000582253	ENSG00000273946	RN7SL733P
ENST00000582254	ENSG00000264837	AC069061.3
ENST00000582255	ENSG00000264145	AC239859.4
ENST00000582256	ENSG00000264833	RN7SL468P
ENST00000582262	ENSG00000263798	AC018521.1
ENST00000582265	ENSG00000263363	MIR5702
ENST00000582269	ENSG00000263924	AC022960.1
ENST00000582271	ENSG00000266415	MIR4636
ENST00000582272	ENSG00000264458	AC025211.1
ENST00000582279	ENSG00000266127	ZNF415P1
ENST00000582280	ENSG00000265746	KYNUP2
ENST00000582284	ENSG00000266315	MIR4668
ENST00000582289	ENSG00000266755	SNORD84
ENST00000582299	ENSG00000264204	AGAP7P
ENST00000582300	ENSG00000265752	AC010754.1
ENST00000582305	ENSG00000264470	MIR4794
ENST00000582307	ENSG00000263698	AC012417.1
ENST00000582316	ENSG00000265291	MIR4710
ENST00000582320	ENSG00000264066	AC024267.1
ENST00000582325	ENSG00000265511	AC020558.2
ENST00000582330	ENSG00000109066	TMEM104
ENST00000582334	ENSG00000266114	AC015908.4
ENST00000582367	ENSG00000264007	AC104564.3
ENST00000582370	ENSG00000264172	PDLIM1P3
ENST00000582372	ENSG00000265981	MIR544B
ENST00000582374	ENSG00000264353	Y_RNA
ENST00000582386	ENSG00000265174	AP005202.2
ENST00000582400	ENSG00000264086	SNORD48
ENST00000582401	ENSG00000265972	TXNIP
ENST00000582405	ENSG00000264792	MIR4637
ENST00000582411	ENSG00000265325	SNORD84
ENST00000582421	ENSG00000264840	RN7SL404P
ENST00000582426	ENSG00000264389	U1
ENST00000582431	ENSG00000264293	RN7SL657P
ENST00000582433	ENSG00000265598	MIR5707
ENST00000582434	ENSG00000264073	MIR3199-1
ENST00000582435	ENSG00000263627	PPP4R1-AS1
ENST00000582440	ENSG00000265852	Y_RNA
ENST00000582441	ENSG00000266202	AC005697.1
ENST00000582451	ENSG00000264633	MIR4271
ENST00000582457	ENSG00000265181	MIR4674
ENST00000582466	ENSG00000266185	RN7SL804P
ENST00000582468	ENSG00000266145	AP001004.1
ENST00000582470	ENSG00000265554	AP005271.1
ENST00000582471	ENSG00000263809	AC135178.2
ENST00000582477	ENSG00000266640	MIR4754
ENST00000582479	ENSG00000266827	MIR3689E
ENST00000582484	ENSG00000264484	RN7SL697P
ENST00000582487	ENSG00000265237	MIR3142
ENST00000582492	ENSG00000263584	MIR4480
ENST00000582498	ENSG00000266015	MIR4309
ENST00000582502	ENSG00000264540	RN7SL405P
ENST00000582507	ENSG00000264262	AC131274.1
ENST00000582508	ENSG00000264281	AC016596.1
ENST00000582517	ENSG00000264101	MIR4689
ENST00000582518	ENSG00000266013	LINC02079
ENST00000582519	ENSG00000264933	RN7SL190P
ENST00000582522	ENSG00000265813	RN7SL300P
ENST00000582531	ENSG00000264876	AP005209.1
ENST00000582533	ENSG00000284176	MIR5090
ENST00000582538	ENSG00000266105	AC009831.3
ENST00000582550	ENSG00000265138	SNORA48
ENST00000582551	ENSG00000264512	MIR5692A2
ENST00000582552	ENSG00000265507	MIR4435-1
ENST00000582554	ENSG00000265671	AP000894.3
ENST00000582559	ENSG00000265388	RN7SL391P
ENST00000582566	ENSG00000263648	AC005244.1
ENST00000582572	ENSG00000265442	MIR3941
ENST00000582577	ENSG00000264847	Y_RNA
ENST00000582578	ENSG00000263417	GTSCR1
ENST00000582591	ENSG00000266397	AP000919.3
ENST00000582598	ENSG00000265251	MIR4288
ENST00000582606	ENSG00000265596	MIR3659
ENST00000582609	ENSG00000264468	MIR4520-1
ENST00000582614	ENSG00000265828	MIR3939
ENST00000582617	ENSG00000264793	MIR4771-1
ENST00000582622	ENSG00000284334	MIR4651
ENST00000582623	ENSG00000264810	MIR4441
ENST00000582634	ENSG00000264653	MIR5194
ENST00000582635	ENSG00000266381	Metazoa_SRP
ENST00000582636	ENSG00000264500	MIR3124
ENST00000582638	ENSG00000265614	AC011193.2
ENST00000582641	ENSG00000265905	RN7SL96P
ENST00000582643	ENSG00000283775	MIR4329
ENST00000582646	ENSG00000264189	AP005262.1
ENST00000582647	ENSG00000266703	MIR4490
ENST00000582657	ENSG00000265684	RN7SL378P
ENST00000582658	ENSG00000264736	BDP1P
ENST00000582661	ENSG00000266019	MIR3609
ENST00000582685	ENSG00000263435	AC024610.1
ENST00000582687	ENSG00000265946	AC090312.2
ENST00000582688	ENSG00000283829	MIR378I
ENST00000582691	ENSG00000266593	MIR4713
ENST00000582693	ENSG00000265491	RNF115
ENST00000582696	ENSG00000264892	NOS2P4
ENST00000582699	ENSG00000263399	MIR3170
ENST00000582700	ENSG00000266335	AC016383.1
ENST00000582702	ENSG00000263358	SNORD117
ENST00000582704	ENSG00000264319	MIR4801
ENST00000582714	ENSG00000264093	AC007448.1
ENST00000582716	ENSG00000265626	AC139085.1
ENST00000582718	ENSG00000264577	AC010761.1
ENST00000582720	ENSG00000266194	MIR4661
ENST00000582726	ENSG00000265994	AC023932.1
ENST00000582732	ENSG00000266634	MIR3972
ENST00000582737	ENSG00000264138	AC024267.2
ENST00000582739	ENSG00000263945	MIR548Y
ENST00000582741	ENSG00000265971	AC005828.5
ENST00000582743	ENSG00000141526	SLC16A3
ENST00000582755	ENSG00000264595	AC103808.2
ENST00000582762	ENSG00000263940	RN7SL275P
ENST00000582765	ENSG00000266497	AC138645.1
ENST00000582767	ENSG00000263976	YWHAEP3
ENST00000582774	ENSG00000266654	AC129510.2
ENST00000582779	ENSG00000265793	MIR3118-4
ENST00000582780	ENSG00000265519	AC015922.3
ENST00000582783	ENSG00000160392	C19orf47
ENST00000582784	ENSG00000264737	MIR4511
ENST00000582790	ENSG00000263690	hsa-mir-548d-2
ENST00000582802	ENSG00000265165	MIR4307
ENST00000582806	ENSG00000263410	RN7SL460P
ENST00000582814	ENSG00000263672	RN7SL750P
ENST00000582817	ENSG00000265170	RN7SL667P
ENST00000582819	ENSG00000265319	RN7SL847P
ENST00000582820	ENSG00000264061	FGF7P1
ENST00000582824	ENSG00000266396	MIR4273
ENST00000582825	ENSG00000264573	RN7SL15P
ENST00000582827	ENSG00000264268	MIR4767
ENST00000582831	ENSG00000264676	RN7SL204P
ENST00000582837	ENSG00000266178	Y_RNA
ENST00000582839	ENSG00000284412	MIR4649
ENST00000582841	ENSG00000265443	AC127024.3
ENST00000582842	ENSG00000266469	AC005288.1
ENST00000582846	ENSG00000283929	MIR5010
ENST00000582855	ENSG00000265092	MIR4484
ENST00000582856	ENSG00000277265	RN7SL556P
ENST00000582858	ENSG00000264608	AC005726.4
ENST00000582863	ENSG00000264246	AP005208.1
ENST00000582866	ENSG00000263731	AC145207.5
ENST00000582872	ENSG00000265386	RN7SL219P
ENST00000582878	ENSG00000265683	AC026254.4
ENST00000582881	ENSG00000265625	AC104564.6
ENST00000582889	ENSG00000264513	AC006270.1
ENST00000582890	ENSG00000266192	MIR1260B
ENST00000582895	ENSG00000264729	AC022596.1
ENST00000582896	ENSG00000263729	AC087393.1
ENST00000582902	ENSG00000265707	SNORD52
ENST00000582903	ENSG00000283956	MIR3610
ENST00000582910	ENSG00000264911	AC022069.1
ENST00000582915	ENSG00000263707	AC005277.1
ENST00000582918	ENSG00000264384	RN7SL431P
ENST00000582923	ENSG00000265881	PDLIM1P2
ENST00000582927	ENSG00000263629	MIR5586
ENST00000582929	ENSG00000266226	MIR4323
ENST00000582930	ENSG00000263616	RN7SL178P
ENST00000582932	ENSG00000266375	U6
ENST00000582938	ENSG00000265394	AC104984.2
ENST00000582950	ENSG00000264850	MIR4310
ENST00000582959	ENSG00000264659	AC064805.2
ENST00000582960	ENSG00000264426	MIR4283-1
ENST00000582962	ENSG00000265786	LINC01906
ENST00000582970	ENSG00000173821	RNF213
ENST00000582974	ENSG00000264722	MIR3670-2
ENST00000582977	ENSG00000284020	MIR4697
ENST00000582983	ENSG00000264464	AC091170.1
ENST00000582990	ENSG00000264023	AC068418.1
ENST00000583004	ENSG00000266515	MIR4452
ENST00000583015	ENSG00000264099	MIR4803
ENST00000583018	ENSG00000264272	AC100786.1
ENST00000583023	ENSG00000173826	KCNH6
ENST00000583026	ENSG00000265141	RN7SL451P
ENST00000583027	ENSG00000284584	MIR5006
ENST00000583032	ENSG00000265732	SNORD48
ENST00000583040	ENSG00000263750	MIR548AV
ENST00000583044	ENSG00000265967	AC100830.3
ENST00000583049	ENSG00000266666	MIR4325
ENST00000583050	ENSG00000266852	MIR4482
ENST00000583051	ENSG00000266184	AC018371.2
ENST00000583058	ENSG00000265261	AC027575.3
ENST00000583067	ENSG00000266126	AC005730.3
ENST00000583069	ENSG00000263669	RN7SL470P
ENST00000583078	ENSG00000266719	MIR4676
ENST00000583084	ENSG00000264747	MIR3924
ENST00000583088	ENSG00000184185	KCNJ12
ENST00000583089	ENSG00000266196	AC090506.1
ENST00000583091	ENSG00000266876	AC104996.2
ENST00000583094	ENSG00000264201	MIR4701
ENST00000583098	ENSG00000264387	MIR5007
ENST00000583100	ENSG00000266195	RN7SL163P
ENST00000583102	ENSG00000264757	MIR3198-1
ENST00000583104	ENSG00000108666	C17orf75
ENST00000583107	ENSG00000283876	MIR4260
ENST00000583122	ENSG00000264695	AC007922.1
ENST00000583126	ENSG00000263979	MIR4672
ENST00000583133	ENSG00000264556	U6
ENST00000583138	ENSG00000263393	AC011825.2
ENST00000583139	ENSG00000264986	MIR5092
ENST00000583141	ENSG00000263394	AC007952.7
ENST00000583143	ENSG00000266736	GTF2IP6
ENST00000583145	ENSG00000265298	AC132812.1
ENST00000583148	ENSG00000265374	LINC01908
ENST00000583151	ENSG00000265593	NPM1P45
ENST00000583156	ENSG00000263717	AC079336.1
ENST00000583157	ENSG00000263752	MIR3133
ENST00000583158	ENSG00000266750	MIR4645
ENST00000583159	ENSG00000263368	AC069366.1
ENST00000583163	ENSG00000266602	AC008109.1
ENST00000583164	ENSG00000266647	AC053481.4
ENST00000583168	ENSG00000263527	MIR4526
ENST00000583169	ENSG00000166342	NETO1
ENST00000583179	ENSG00000265788	AC015688.4
ENST00000583183	ENSG00000265956	MIR4445
ENST00000583184	ENSG00000263917	AC011825.3
ENST00000583188	ENSG00000284059	MIR5572
ENST00000583189	ENSG00000266113	Y_RNA
ENST00000583190	ENSG00000264036	RN7SL198P
ENST00000583191	ENSG00000264520	AC005154.5
ENST00000583195	ENSG00000263874	LINC00672
ENST00000583199	ENSG00000266307	MIR5093
ENST00000583200	ENSG00000265064	MIR4692
ENST00000583207	ENSG00000266782	MIR3663
ENST00000583208	ENSG00000263510	MIR4497
ENST00000583209	ENSG00000264029	AC061975.3
ENST00000583214	ENSG00000284154	MIR3605
ENST00000583223	ENSG00000264490	BX640514.1
ENST00000583224	ENSG00000263571	AC004147.2
ENST00000583231	ENSG00000266784	U6
ENST00000583236	ENSG00000263990	AC004253.1
ENST00000583240	ENSG00000264158	MIR4670
ENST00000583250	ENSG00000265289	AC104996.1
ENST00000583252	ENSG00000264171	MIR4305
ENST00000583253	ENSG00000266783	AP005136.2
ENST00000583257	ENSG00000266589	MIR4512
ENST00000583259	ENSG00000264554	RN7SL793P
ENST00000583262	ENSG00000266709	AC005224.4
ENST00000583267	ENSG00000265750	AC090772.3
ENST00000583271	ENSG00000270231	NBPF8
ENST00000583272	ENSG00000264979	MIR4436B1
ENST00000583281	ENSG00000265773	NUP210P2
ENST00000583284	ENSG00000264377	MIR4671
ENST00000583286	ENSG00000263634	MIR3919
ENST00000583287	ENSG00000263982	AC009716.1
ENST00000583290	ENSG00000265939	AC091147.1
ENST00000583292	ENSG00000266808	MIR548AE1
ENST00000583300	ENSG00000265965	MIR4266
ENST00000583305	ENSG00000265694	MIR4774
ENST00000583306	ENSG00000263821	AP005121.2
ENST00000583311	ENSG00000283863	MIR3960
ENST00000583313	ENSG00000265241	RBM8A
ENST00000583314	ENSG00000266171	AP001020.3
ENST00000583319	ENSG00000263972	MIR1587
ENST00000583321	ENSG00000264005	MIR4314
ENST00000583333	ENSG00000265795	U6
ENST00000583337	ENSG00000266265	KLF14
ENST00000583349	ENSG00000266341	AC004477.2
ENST00000583350	ENSG00000187589	TERF1P2
ENST00000583377	ENSG00000264107	AC138207.2
ENST00000583379	ENSG00000265535	RN7SL475P
ENST00000583386	ENSG00000264141	MIR3928
ENST00000583390	ENSG00000263615	MIR4306
ENST00000583394	ENSG00000279999	AL353997.6
ENST00000583412	ENSG00000283971	MIR4442
ENST00000583416	ENSG00000265912	AC037487.1
ENST00000583417	ENSG00000265831	MIR3123
ENST00000583420	ENSG00000263359	SNORD117
ENST00000583423	ENSG00000265657	MIR3151
ENST00000583426	ENSG00000264546	AC008026.3
ENST00000583427	ENSG00000263612	AF186192.3
ENST00000583430	ENSG00000266646	SNORD84
ENST00000583431	ENSG00000263414	MIR3187
ENST00000583433	ENSG00000263869	U6
ENST00000583434	ENSG00000264390	MIR4465
ENST00000583436	ENSG00000264149	AC103987.2
ENST00000583440	ENSG00000265871	MIR3174
ENST00000583442	ENSG00000266283	AC091588.3
ENST00000583451	ENSG00000265867	MIR4516
ENST00000583452	ENSG00000264421	AC007448.2
ENST00000583453	ENSG00000264408	MIR4470
ENST00000583455	ENSG00000264105	MIR3688-1
ENST00000583456	ENSG00000265699	MIR548AE2
ENST00000583459	ENSG00000264602	Y_RNA
ENST00000583467	ENSG00000265345	MIR5188
ENST00000583470	ENSG00000265574	WDR45BP1
ENST00000583472	ENSG00000265281	MIR3935
ENST00000583479	ENSG00000284035	MIR5187
ENST00000583485	ENSG00000264092	RN7SL474P
ENST00000583494	ENSG00000267959	MIR3188
ENST00000583496	ENSG00000264452	snoZ6
ENST00000583498	ENSG00000265355	MIR3136
ENST00000583509	ENSG00000162836	ACP6
ENST00000583516	ENSG00000265992	ESRG
ENST00000583519	ENSG00000276588	RN7SL322P
ENST00000583520	ENSG00000266436	MIR4264
ENST00000583521	ENSG00000263585	AC145207.4
ENST00000583531	ENSG00000266890	MIR4634
ENST00000583532	ENSG00000264922	MIR4540
ENST00000583535	ENSG00000109063	MYH3
ENST00000583537	ENSG00000266328	MIR4536-1
ENST00000583541	ENSG00000263362	SNORD52
ENST00000583549	ENSG00000263407	MIR4660
ENST00000583551	ENSG00000264557	U6
ENST00000583552	ENSG00000263644	AC005828.3
ENST00000583555	ENSG00000265929	MIR5195
ENST00000583561	ENSG00000266250	Y_RNA
ENST00000583566	ENSG00000187607	ZNF286A
ENST00000583567	ENSG00000265982	AC103810.3
ENST00000583575	ENSG00000265248	U1
ENST00000583579	ENSG00000263895	AC100778.1
ENST00000583580	ENSG00000265670	AC016382.1
ENST00000583587	ENSG00000263733	AC091691.1
ENST00000583589	ENSG00000263445	MIR4450
ENST00000583592	ENSG00000264755	MIR3131
ENST00000583596	ENSG00000263436	MIR3158-1
ENST00000583598	ENSG00000264167	AC122129.2
ENST00000583605	ENSG00000266695	AC090958.2
ENST00000583613	ENSG00000266180	MIR4282
ENST00000583618	ENSG00000284525	MIR4687
ENST00000583619	ENSG00000266300	SNORD52
ENST00000583629	ENSG00000264015	AC124254.1
ENST00000583643	ENSG00000265801	AC069366.2
ENST00000583650	ENSG00000263755	RN7SL498P
ENST00000583652	ENSG00000264777	U6
ENST00000583654	ENSG00000263923	AC019131.1
ENST00000583659	ENSG00000263797	AP005210.1
ENST00000583661	ENSG00000263811	MIR3675
ENST00000583662	ENSG00000264666	AC020558.1
ENST00000583665	ENSG00000265602	SNORA48
ENST00000583666	ENSG00000266826	AC011195.2
ENST00000583685	ENSG00000264678	MIR3140
ENST00000583687	ENSG00000265533	AC114689.3
ENST00000583702	ENSG00000264340	AC009704.1
ENST00000583710	ENSG00000263641	MIR4777
ENST00000583713	ENSG00000266270	MIR5096
ENST00000583721	ENSG00000266478	MIR5197
ENST00000583731	ENSG00000263790	MIR4473
ENST00000583734	ENSG00000265423	MIR4652
ENST00000583739	ENSG00000265527	MIR5690
ENST00000583743	ENSG00000264397	MIR3180-5
ENST00000583746	ENSG00000263828	MIR4439
ENST00000583750	ENSG00000284284	MIR4712
ENST00000583752	ENSG00000264655	AC080112.1
ENST00000583754	ENSG00000266263	7SK
ENST00000583759	ENSG00000263834	MIR4635
ENST00000583764	ENSG00000284435	MIR4691
ENST00000583782	ENSG00000264924	AC090772.1
ENST00000583788	ENSG00000266282	UBL5P2
ENST00000583807	ENSG00000263967	MIR4290
ENST00000583819	ENSG00000265660	MIR4664
ENST00000583823	ENSG00000266004	SNORA38
ENST00000583827	ENSG00000264080	AP005057.1
ENST00000583838	ENSG00000275531	Metazoa_SRP
ENST00000583845	ENSG00000266802	MIR4419A
ENST00000583846	ENSG00000264697	AC067819.1
ENST00000583849	ENSG00000263841	RN7SL44P
ENST00000583852	ENSG00000263677	AC012588.1
ENST00000583854	ENSG00000263574	AC125421.1
ENST00000583857	ENSG00000266119	Y_RNA
ENST00000583861	ENSG00000263764	SNORD43
ENST00000583862	ENSG00000264530	RN7SL25P
ENST00000583863	ENSG00000265556	LINC01984
ENST00000583866	ENSG00000271425	NBPF10
ENST00000583872	ENSG00000265278	Y_RNA
ENST00000583878	ENSG00000264562	AC138761.2
ENST00000583887	ENSG00000264193	AC027229.1
ENST00000583892	ENSG00000263602	MIR3185
ENST00000583905	ENSG00000264616	MIR4755
ENST00000583907	ENSG00000265541	H3F3BP2
ENST00000583910	ENSG00000264829	AC087749.2
ENST00000583916	ENSG00000264196	AC011120.1
ENST00000583919	ENSG00000284062	MIR4469
ENST00000583920	ENSG00000266039	MIR4509-2
ENST00000583925	ENSG00000264157	MIR3127
ENST00000583931	ENSG00000143401	ANP32E
ENST00000583934	ENSG00000265401	AC093484.4
ENST00000583936	ENSG00000264909	U1
ENST00000583943	ENSG00000266619	MIR4642
ENST00000583944	ENSG00000264773	MIR4420
ENST00000583946	ENSG00000263635	AP005242.1
ENST00000583954	ENSG00000264279	MIR4786
ENST00000583960	ENSG00000266201	SS18L2P2
ENST00000583964	ENSG00000284427	MIR4647
ENST00000583979	ENSG00000264049	MIR4737
ENST00000583980	ENSG00000266711	AC021534.1
ENST00000583986	ENSG00000266109	MIR4440
ENST00000583991	ENSG00000265643	AC119868.2
ENST00000583992	ENSG00000264186	SNRPCP4
ENST00000583997	ENSG00000266691	AC138761.6
ENST00000584002	ENSG00000265243	IGLJCOR18
ENST00000584009	ENSG00000264417	Metazoa_SRP
ENST00000584012	ENSG00000266236	NARF-IT1
ENST00000584016	ENSG00000265357	MIR4493
ENST00000584018	ENSG00000264893	U1
ENST00000584019	ENSG00000283792	MIR4453
ENST00000584029	ENSG00000265859	MIR5704
ENST00000584034	ENSG00000264720	MIR3117
ENST00000584036	ENSG00000264596	AP000897.1
ENST00000584048	ENSG00000266133	MIR4759
ENST00000584057	ENSG00000263409	MIR4747
ENST00000584058	ENSG00000263740	RN7SL4P
ENST00000584060	ENSG00000266513	AP002478.2
ENST00000584064	ENSG00000264563	MIR4633
ENST00000584065	ENSG00000263989	RN7SL615P
ENST00000584068	ENSG00000270339	AC243756.1
ENST00000584070	ENSG00000264901	MIR3616
ENST00000584075	ENSG00000265121	AC068594.2
ENST00000584076	ENSG00000263937	U6
ENST00000584078	ENSG00000265781	AC090415.2
ENST00000584082	ENSG00000263643	MIR4515
ENST00000584100	ENSG00000229590	AC005962.1
ENST00000584105	ENSG00000266858	RPSAP67
ENST00000584107	ENSG00000264617	AC233702.5
ENST00000584109	ENSG00000266541	AP001381.1
ENST00000584117	ENSG00000266517	MIR4715
ENST00000584125	ENSG00000264083	AC005899.1
ENST00000584126	ENSG00000263858	MIR4769
ENST00000584128	ENSG00000265258	MIR4686
ENST00000584139	ENSG00000263388	AC002347.2
ENST00000584140	ENSG00000263857	MIR4729
ENST00000584143	ENSG00000266003	AC109315.1
ENST00000584148	ENSG00000264188	AC106037.1
ENST00000584153	ENSG00000265201	MIR4677
ENST00000584157	ENSG00000263531	AC130324.1
ENST00000584158	ENSG00000263676	MIR4632
ENST00000584160	ENSG00000263918	MIR3670-1
ENST00000584165	ENSG00000265520	MIR548V
ENST00000584167	ENSG00000264843	AP001180.4
ENST00000584178	ENSG00000265673	MIR4508
ENST00000584182	ENSG00000264119	MIR4795
ENST00000584184	ENSG00000266392	MIR4740
ENST00000584190	ENSG00000266820	KPNA2P3
ENST00000584203	ENSG00000263624	AC055811.1
ENST00000584213	ENSG00000263517	SNORA48
ENST00000584218	ENSG00000265863	AC007923.2
ENST00000584219	ENSG00000266599	AC079336.4
ENST00000584223	ENSG00000263974	RN7SL121P
ENST00000584237	ENSG00000266435	U6
ENST00000584239	ENSG00000265078	RN7SL664P
ENST00000584244	ENSG00000266738	MIR4757
ENST00000584245	ENSG00000263947	RN7SL274P
ENST00000584247	ENSG00000266129	SRP68P1
ENST00000584249	ENSG00000265154	MIR151B
ENST00000584252	ENSG00000264269	AC016866.1
ENST00000584253	ENSG00000265565	MIR3143
ENST00000584258	ENSG00000263477	AC104982.2
ENST00000584268	ENSG00000265003	MIR4780
ENST00000584269	ENSG00000266870	U6
ENST00000584270	ENSG00000264657	MIR3171
ENST00000584271	ENSG00000264002	RN7SL52P
ENST00000584274	ENSG00000265916	AC015818.6
ENST00000584275	ENSG00000265236	SNORD84
ENST00000584276	ENSG00000266601	AC018521.6
ENST00000584277	ENSG00000264491	AC005544.1
ENST00000584290	ENSG00000265456	MIR3672
ENST00000584298	ENSG00000265144	MIR548AM
ENST00000584299	ENSG00000265240	AC114689.2
ENST00000584300	ENSG00000264483	MIR5008
ENST00000584302	ENSG00000263776	SNORA4
ENST00000584303	ENSG00000276757	RN7SL192P
ENST00000584304	ENSG00000263597	MIR3936
ENST00000584305	ENSG00000266321	MIR4293
ENST00000584306	ENSG00000176809	LRRC37A3
ENST00000584307	ENSG00000176105	YES1
ENST00000584329	ENSG00000264501	RN7SL731P
ENST00000584331	ENSG00000265948	AC015878.2
ENST00000584333	ENSG00000266626	U6
ENST00000584339	ENSG00000265800	AC022211.3
ENST00000584344	ENSG00000284518	MIR4658
ENST00000584349	ENSG00000265247	MIR4472-1
ENST00000584353	ENSG00000264373	AC005899.2
ENST00000584357	ENSG00000265878	MIR3914-1
ENST00000584358	ENSG00000277946	RN7SL478P
ENST00000584360	ENSG00000263932	MIR4448
ENST00000584361	ENSG00000265944	LINC01387
ENST00000584365	ENSG00000266664	AC007952.9
ENST00000584380	ENSG00000264493	MIR4298
ENST00000584382	ENSG00000266371	AC079915.1
ENST00000584390	ENSG00000266780	MIR4444-2
ENST00000584393	ENSG00000263725	AC138761.1
ENST00000584401	ENSG00000266048	AC091178.2
ENST00000584402	ENSG00000265653	MIR548AK
ENST00000584410	ENSG00000266627	RN7SL202P
ENST00000584417	ENSG00000266716	Y_RNA
ENST00000584418	ENSG00000263944	RN7SL435P
ENST00000584419	ENSG00000264236	AC096708.1
ENST00000584421	ENSG00000263460	BOD1P1
ENST00000584430	ENSG00000264179	AP000894.1
ENST00000584436	ENSG00000266074	BAHCC1
ENST00000584447	ENSG00000265564	PIGPP4
ENST00000584451	ENSG00000264997	SNORD39
ENST00000584466	ENSG00000266458	MIR4259
ENST00000584467	ENSG00000265093	RN7SL246P
ENST00000584469	ENSG00000284163	MIR3620
ENST00000584480	ENSG00000265599	MIR4471
ENST00000584484	ENSG00000266228	MIR3611
ENST00000584486	ENSG00000263513	FAM72C
ENST00000584490	ENSG00000265453	AC026254.3
ENST00000584497	ENSG00000265641	MIR3929
