ensembl_gene_id	external_gene_name	salt	hog1DepSaltExt
YML003W		upregulated	upregulated_Hog1_independent
YML004C	GLO1	upregulated	upregulated_Hog1_dependent
YML014W	TRM9	downregulated	downregulated_Hog1_independent
YML018C		downregulated	downregulated_Hog1_independent
YML022W	APT1	downregulated	downregulated_Hog1_independent
YML024W	RPS17A	unresponsive	unresponsive
YML026C	RPS18B	downregulated	downregulated_Hog1_independent
YML043C	RRN11	downregulated	downregulated_Hog1_dependent
YML047C	PRM6	downregulated	downregulated_Hog1_dependent
YML054C	CYB2	upregulated	upregulated_Hog1_independent
YML056C	IMD4	downregulated	downregulated_Hog1_independent
YML057C-A		upregulated	upregulated_Hog1_independent
YML057W	CMP2	unresponsive	unresponsive
YML060W	OGG1	downregulated	downregulated_Hog1_independent
YML063W	RPS1B	downregulated	downregulated_Hog1_independent
YML070W	DAK1	upregulated	upregulated_Hog1_dependent
YML073C	RPL6A	unresponsive	unresponsive
YML080W	DUS1	downregulated	downregulated_Hog1_independent
YML082W		downregulated	downregulated_Hog1_independent
YML093W	UTP14	downregulated	downregulated_Hog1_independent
YML096W		downregulated	downregulated_Hog1_independent
YML099W-A		upregulated	upregulated_Hog1_independent
YML100W	TSL1	upregulated	upregulated_Hog1_dependent
YML106W	URA5	downregulated	downregulated_Hog1_independent
YML108W		downregulated	downregulated_Hog1_independent
YML113W	DAT1	downregulated	downregulated_Hog1_independent
YML118W	NGL3	unresponsive	unresponsive
YML120C	NDI1	upregulated	upregulated_Hog1_independent
YML123C	PHO84	downregulated	downregulated_Hog1_independent
YML125C	PGA3	downregulated	downregulated_Hog1_independent
YML127W	RSC9	upregulated	upregulated_Hog1_independent
YML128C	MSC1	upregulated	upregulated_Hog1_dependent
YML131W		upregulated	upregulated_Hog1_dependent
YMR001C-A		unresponsive	unresponsive
YMR006C	PLB2	downregulated	downregulated_Hog1_independent
YMR011W	HXT2	unresponsive	unresponsive
YMR014W	BUD22	downregulated	downregulated_Hog1_independent
YMR016C	SOK2	downregulated	downregulated_Hog1_independent
YMR017W	SPO20	unresponsive	unresponsive
YMR030W	RSF1	upregulated	upregulated_Hog1_independent
YMR031C	EIS1	upregulated	upregulated_Hog1_independent
YMR031W-A		upregulated	upregulated_Hog1_independent
YMR034C		upregulated	upregulated_Hog1_independent
YMR037C	MSN2	upregulated	upregulated_Hog1_dependent
YMR039C	SUB1	unresponsive	unresponsive
YMR040W	YET2	upregulated	upregulated_Hog1_independent
YMR049C	ERB1	downregulated	downregulated_Hog1_dependent
YMR052C-A		unresponsive	unresponsive
YMR053C	STB2	upregulated	upregulated_Hog1_independent
YMR068W	AVO2	upregulated	upregulated_Hog1_dependent
YMR076C	PDS5	downregulated	downregulated_Hog1_independent
YMR081C	ISF1	upregulated	upregulated_Hog1_dependent
YMR083W	ADH3	downregulated	downregulated_Hog1_independent
YMR084W		upregulated	upregulated_Hog1_independent
YMR085W		upregulated	upregulated_Hog1_independent
YMR087W		upregulated	upregulated_Hog1_independent
YMR090W		upregulated	upregulated_Hog1_dependent
YMR092C	AIP1	unresponsive	unresponsive
YMR093W	UTP15	downregulated	downregulated_Hog1_dependent
YMR103C		upregulated	upregulated_Hog1_independent
YMR104C	YPK2	upregulated	upregulated_Hog1_independent
YMR105C	PGM2	upregulated	upregulated_Hog1_dependent
YMR107W	SPG4	upregulated	upregulated_Hog1_dependent
YMR108W	ILV2	downregulated	downregulated_Hog1_independent
YMR110C	HFD1	upregulated	upregulated_Hog1_independent
YMR114C		upregulated	upregulated_Hog1_independent
YMR116C	ASC1	unresponsive	unresponsive
YMR120C	ADE17	downregulated	downregulated_Hog1_independent
YMR127C	SAS2	unresponsive	unresponsive
YMR128W	ECM16	downregulated	downregulated_Hog1_independent
YMR131C	RRB1	downregulated	downregulated_Hog1_independent
YMR133W	REC114	upregulated	upregulated_Hog1_independent
YMR135C	GID8	upregulated	upregulated_Hog1_independent
YMR135W-A		unresponsive	unresponsive
YMR138W	CIN4	unresponsive	unresponsive
YMR139W	RIM11	upregulated	upregulated_Hog1_independent
YMR140W	SIP5	upregulated	upregulated_Hog1_independent
YMR141C		unresponsive	unresponsive
YMR141W-A		unresponsive	unresponsive
YMR142C	RPL13B	unresponsive	unresponsive
YMR143W	RPS16A	unresponsive	unresponsive
YMR146C	TIF34	downregulated	downregulated_Hog1_independent
YMR152W	YIM1	upregulated	upregulated_Hog1_independent
YMR159C	ATG16	unresponsive	unresponsive
YMR160W		upregulated	upregulated_Hog1_independent
YMR169C	ALD3	upregulated	upregulated_Hog1_dependent
YMR170C	ALD2	upregulated	upregulated_Hog1_independent
YMR173W	DDR48	upregulated	upregulated_Hog1_dependent
YMR173W-A		upregulated	upregulated_Hog1_dependent
YMR174C	PAI3	upregulated	upregulated_Hog1_independent
YMR175W	SIP18	upregulated	upregulated_Hog1_dependent
YMR175W-A		upregulated	upregulated_Hog1_independent
YMR181C		upregulated	upregulated_Hog1_independent
YMR185W	RTP1	downregulated	downregulated_Hog1_independent
YMR191W	SPG5	upregulated	upregulated_Hog1_independent
YMR194C-B	CMC4	upregulated	upregulated_Hog1_independent
YMR194W	RPL36A	downregulated	downregulated_Hog1_independent
YMR195W	ICY1	upregulated	upregulated_Hog1_dependent
YMR196W		upregulated	upregulated_Hog1_dependent
YMR202W	ERG2	unresponsive	unresponsive
YMR206W		upregulated	upregulated_Hog1_independent
YMR215W	GAS3	downregulated	downregulated_Hog1_independent
YMR217W	GUA1	downregulated	downregulated_Hog1_independent
YMR229C	RRP5	downregulated	downregulated_Hog1_dependent
YMR230W	RPS10B	unresponsive	unresponsive
YMR239C	RNT1	downregulated	downregulated_Hog1_independent
YMR241W	YHM2	downregulated	downregulated_Hog1_independent
YMR242C	RPL20A	downregulated	downregulated_Hog1_independent
YMR243C	ZRC1	downregulated	downregulated_Hog1_independent
YMR246W	FAA4	downregulated	downregulated_Hog1_independent
YMR247W-A		unresponsive	unresponsive
YMR250W	GAD1	upregulated	upregulated_Hog1_dependent
YMR251W	GTO3	upregulated	upregulated_Hog1_independent
YMR251W-A	HOR7	upregulated	upregulated_Hog1_independent
YMR259C	TRM732	downregulated	downregulated_Hog1_independent
YMR261C	TPS3	upregulated	upregulated_Hog1_dependent
YMR262W		upregulated	upregulated_Hog1_dependent
YMR269W	TMA23	downregulated	downregulated_Hog1_independent
YMR271C	URA10	upregulated	upregulated_Hog1_independent
YMR280C	CAT8	upregulated	upregulated_Hog1_independent
YMR284W	YKU70	upregulated	upregulated_Hog1_independent
YMR290C	HAS1	downregulated	downregulated_Hog1_independent
YMR291W	TDA1	upregulated	upregulated_Hog1_independent
YMR292W	GOT1	downregulated	downregulated_Hog1_independent
YMR300C	ADE4	downregulated	downregulated_Hog1_independent
YMR301C	ATM1	downregulated	downregulated_Hog1_independent
YMR302C	YME2	upregulated	upregulated_Hog1_independent
YMR304C-A		downregulated	downregulated_Hog1_independent
YMR304W	UBP15	upregulated	upregulated_Hog1_dependent
YMR305C	SCW10	downregulated	downregulated_Hog1_independent
YMR307C-A		downregulated	downregulated_Hog1_independent
YMR307W	GAS1	downregulated	downregulated_Hog1_independent
YMR308C	PSE1	downregulated	downregulated_Hog1_independent
YMR309C	NIP1	downregulated	downregulated_Hog1_independent
YMR310C		downregulated	downregulated_Hog1_dependent
YMR312W	ELP6	downregulated	downregulated_Hog1_independent
YMR315W		upregulated	upregulated_Hog1_independent
YMR316W	DIA1	upregulated	upregulated_Hog1_independent
YMR322C	SNO4	upregulated	upregulated_Hog1_independent
YMR323W	ERR3	upregulated	upregulated_Hog1_independent
YMR325W	PAU19	unresponsive	unresponsive
YNL002C	RLP7	downregulated	downregulated_Hog1_dependent
YNL007C	SIS1	upregulated	upregulated_Hog1_independent
YNL011C		upregulated	upregulated_Hog1_independent
YNL015W	PBI2	unresponsive	unresponsive
YNL022C	RCM1	downregulated	downregulated_Hog1_independent
YNL023C	FAP1	downregulated	downregulated_Hog1_independent
YNL024C		downregulated	downregulated_Hog1_independent
YNL025C	SSN8	upregulated	upregulated_Hog1_independent
YNL034W		unresponsive	unresponsive
YNL036W	NCE103	upregulated	upregulated_Hog1_dependent
YNL042W	BOP3	unresponsive	unresponsive
YNL042W-B		unresponsive	unresponsive
YNL045W	LAP2	upregulated	upregulated_Hog1_independent
YNL061W	NOP2	downregulated	downregulated_Hog1_dependent
YNL062C	GCD10	downregulated	downregulated_Hog1_dependent
YNL065W	AQR1	downregulated	downregulated_Hog1_dependent
YNL066W	SUN4	downregulated	downregulated_Hog1_independent
YNL067W	RPL9B	downregulated	downregulated_Hog1_independent
YNL068C	FKH2	downregulated	downregulated_Hog1_independent
YNL075W	IMP4	downregulated	downregulated_Hog1_dependent
YNL077W	APJ1	unresponsive	unresponsive
YNL087W	TCB2	downregulated	downregulated_Hog1_independent
YNL092W		upregulated	upregulated_Hog1_independent
YNL093W	YPT53	upregulated	upregulated_Hog1_independent
YNL095C		downregulated	downregulated_Hog1_independent
YNL096C	RPS7B	downregulated	downregulated_Hog1_independent
YNL097C	PHO23	unresponsive	unresponsive
YNL097W-A		upregulated	upregulated_Hog1_independent
YNL098C	RAS2	upregulated	upregulated_Hog1_independent
YNL100W	MIC27	upregulated	upregulated_Hog1_independent
YNL102W	POL1	downregulated	downregulated_Hog1_independent
YNL110C	NOP15	downregulated	downregulated_Hog1_independent
YNL111C	CYB5	downregulated	downregulated_Hog1_independent
YNL112W	DBP2	downregulated	downregulated_Hog1_independent
YNL113W	RPC19	downregulated	downregulated_Hog1_independent
YNL115C		upregulated	upregulated_Hog1_independent
YNL117W	MLS1	unresponsive	unresponsive
YNL119W	NCS2	downregulated	downregulated_Hog1_independent
YNL123W	NMA111	unresponsive	unresponsive
YNL124W	NAF1	downregulated	downregulated_Hog1_independent
YNL125C	ESBP6	upregulated	upregulated_Hog1_independent
YNL126W	SPC98	unresponsive	unresponsive
YNL132W	KRE33	downregulated	downregulated_Hog1_dependent
YNL141W	AAH1	downregulated	downregulated_Hog1_independent
YNL144C		unresponsive	unresponsive
YNL145W	MFA2	downregulated	downregulated_Hog1_dependent
YNL146C-A		downregulated	downregulated_Hog1_independent
YNL151C	RPC31	downregulated	downregulated_Hog1_independent
YNL156C	NSG2	upregulated	upregulated_Hog1_independent
YNL159C	ASI2	upregulated	upregulated_Hog1_independent
YNL160W	YGP1	upregulated	upregulated_Hog1_independent
YNL162W	RPL42A	downregulated	downregulated_Hog1_independent
YNL162W-A		downregulated	downregulated_Hog1_independent
YNL164C	IBD2	downregulated	downregulated_Hog1_independent
YNL174W		unresponsive	unresponsive
YNL175C	NOP13	downregulated	downregulated_Hog1_independent
YNL178W	RPS3	downregulated	downregulated_Hog1_independent
YNL182C	IPI3	downregulated	downregulated_Hog1_dependent
YNL183C	NPR1	unresponsive	unresponsive
YNL186W	UBP10	downregulated	downregulated_Hog1_independent
YNL188W	KAR1	unresponsive	unresponsive
YNL192W	CHS1	upregulated	upregulated_Hog1_dependent
YNL193W		upregulated	upregulated_Hog1_dependent
YNL194C		upregulated	upregulated_Hog1_dependent
YNL195C		upregulated	upregulated_Hog1_dependent
YNL196C	SLZ1	unresponsive	unresponsive
YNL200C		upregulated	upregulated_Hog1_independent
YNL202W	SPS19	unresponsive	unresponsive
YNL207W	RIO2	downregulated	downregulated_Hog1_independent
YNL209W	SSB2	unresponsive	unresponsive
YNL214W	PEX17	upregulated	upregulated_Hog1_independent
YNL217W		downregulated	downregulated_Hog1_independent
YNL221C	POP1	downregulated	downregulated_Hog1_independent
YNL223W	ATG4	upregulated	upregulated_Hog1_independent
YNL227C	JJJ1	downregulated	downregulated_Hog1_independent
YNL237W	YTP1	upregulated	upregulated_Hog1_independent
YNL240C	NAR1	downregulated	downregulated_Hog1_independent
YNL241C	ZWF1	unresponsive	unresponsive
YNL242W	ATG2	upregulated	upregulated_Hog1_independent
YNL247W		downregulated	downregulated_Hog1_independent
YNL248C	RPA49	downregulated	downregulated_Hog1_independent
YNL255C	GIS2	unresponsive	unresponsive
YNL256W	FOL1	downregulated	downregulated_Hog1_independent
YNL274C	GOR1	upregulated	upregulated_Hog1_dependent
YNL282W	POP3	downregulated	downregulated_Hog1_independent
YNL292W	PUS4	downregulated	downregulated_Hog1_independent
YNL299W	TRF5	downregulated	downregulated_Hog1_dependent
YNL300W	TOS6	downregulated	downregulated_Hog1_independent
YNL301C	RPL18B	downregulated	downregulated_Hog1_independent
YNL305C	BXI1	upregulated	upregulated_Hog1_independent
YNL308C	KRI1	downregulated	downregulated_Hog1_independent
YNL313C	EMW1	downregulated	downregulated_Hog1_dependent
YNR001C	CIT1	upregulated	upregulated_Hog1_independent
YNR002C	ATO2	upregulated	upregulated_Hog1_independent
YNR003C	RPC34	downregulated	downregulated_Hog1_independent
YNR007C	ATG3	upregulated	upregulated_Hog1_independent
YNR009W	NRM1	downregulated	downregulated_Hog1_dependent
YNR012W	URK1	downregulated	downregulated_Hog1_independent
YNR014W		upregulated	upregulated_Hog1_independent
YNR015W	SMM1	downregulated	downregulated_Hog1_independent
YNR017W	TIM23	downregulated	downregulated_Hog1_independent
YNR024W	MPP6	downregulated	downregulated_Hog1_independent
YNR034W	SOL1	upregulated	upregulated_Hog1_dependent
YNR034W-A		upregulated	upregulated_Hog1_independent
YNR038W	DBP6	downregulated	downregulated_Hog1_independent
YNR046W	TRM112	downregulated	downregulated_Hog1_independent
YNR047W	FPK1	upregulated	upregulated_Hog1_independent
YNR053C	NOG2	downregulated	downregulated_Hog1_dependent
YNR054C	ESF2	downregulated	downregulated_Hog1_independent
YNR060W	FRE4	upregulated	upregulated_Hog1_dependent
YNR063W		downregulated	downregulated_Hog1_independent
YNR067C	DSE4	downregulated	downregulated_Hog1_independent
YNR068C		unresponsive	unresponsive
YNR069C	BSC5	upregulated	upregulated_Hog1_independent
YOL010W	RCL1	downregulated	downregulated_Hog1_independent
YOL013C	HRD1	upregulated	upregulated_Hog1_independent
YOL016C	CMK2	upregulated	upregulated_Hog1_independent
YOL022C	TSR4	downregulated	downregulated_Hog1_independent
YOL024W		upregulated	upregulated_Hog1_independent
YOL032W	OPI10	upregulated	upregulated_Hog1_dependent
YOL041C	NOP12	downregulated	downregulated_Hog1_independent
YOL047C	LDS2	unresponsive	unresponsive
YOL048C	RRT8	upregulated	upregulated_Hog1_independent
YOL052C-A	DDR2	upregulated	upregulated_Hog1_dependent
YOL077C	BRX1	downregulated	downregulated_Hog1_independent
YOL080C	REX4	downregulated	downregulated_Hog1_independent
YOL082W	ATG19	upregulated	upregulated_Hog1_independent
YOL083W	ATG34	upregulated	upregulated_Hog1_independent
YOL084W	PHM7	upregulated	upregulated_Hog1_dependent
YOL085C		upregulated	upregulated_Hog1_independent
YOL085W-A		upregulated	upregulated_Hog1_independent
YOL087C	DUF1	upregulated	upregulated_Hog1_independent
YOL089C	HAL9	unresponsive	unresponsive
YOL092W	YPQ1	downregulated	downregulated_Hog1_independent
YOL093W	TRM10	downregulated	downregulated_Hog1_independent
YOL096C	COQ3	upregulated	upregulated_Hog1_independent
YOL097C	WRS1	downregulated	downregulated_Hog1_independent
YOL100W	PKH2	unresponsive	unresponsive
YOL109W	ZEO1	downregulated	downregulated_Hog1_dependent
YOL117W	RRI2	upregulated	upregulated_Hog1_independent
YOL121C	RPS19A	downregulated	downregulated_Hog1_independent
YOL124C	TRM11	downregulated	downregulated_Hog1_independent
YOL125W	TRM13	downregulated	downregulated_Hog1_independent
YOL126C	MDH2	unresponsive	unresponsive
YOL131W		upregulated	upregulated_Hog1_independent
YOL139C	CDC33	unresponsive	unresponsive
YOL141W	PPM2	downregulated	downregulated_Hog1_independent
YOL143C	RIB4	upregulated	upregulated_Hog1_independent
YOL144W	NOP8	downregulated	downregulated_Hog1_dependent
YOL151W	GRE2	upregulated	upregulated_Hog1_dependent
YOL152W	FRE7	downregulated	downregulated_Hog1_dependent
YOL153C		upregulated	upregulated_Hog1_dependent
YOR001W	RRP6	downregulated	downregulated_Hog1_independent
YOR004W	UTP23	downregulated	downregulated_Hog1_dependent
YOR005C	DNL4	upregulated	upregulated_Hog1_independent
YOR018W	ROD1	upregulated	upregulated_Hog1_independent
YOR019W		upregulated	upregulated_Hog1_independent
YOR020W-A		upregulated	upregulated_Hog1_independent
YOR021C	SFM1	downregulated	downregulated_Hog1_independent
YOR024W		unresponsive	unresponsive
YOR027W	STI1	upregulated	upregulated_Hog1_independent
YOR028C	CIN5	upregulated	upregulated_Hog1_dependent
YOR035C	SHE4	unresponsive	unresponsive
YOR036W	PEP12	upregulated	upregulated_Hog1_independent
YOR045W	TOM6	unresponsive	unresponsive
YOR048C	RAT1	downregulated	downregulated_Hog1_independent
YOR049C	RSB1	unresponsive	unresponsive
YOR051C	ETT1	unresponsive	unresponsive
YOR052C	TMC1	upregulated	upregulated_Hog1_dependent
YOR054C	VHS3	upregulated	upregulated_Hog1_dependent
YOR055W		unresponsive	unresponsive
YOR056C	NOB1	downregulated	downregulated_Hog1_independent
YOR062C		upregulated	upregulated_Hog1_dependent
YOR063W	RPL3	downregulated	downregulated_Hog1_independent
YOR065W	CYT1	upregulated	upregulated_Hog1_independent
YOR078W	BUD21	downregulated	downregulated_Hog1_independent
YOR091W	TMA46	downregulated	downregulated_Hog1_independent
YOR095C	RKI1	downregulated	downregulated_Hog1_independent
YOR100C	CRC1	upregulated	upregulated_Hog1_independent
YOR101W	RAS1	downregulated	downregulated_Hog1_dependent
YOR108C-A		unresponsive	unresponsive
YOR108W	LEU9	downregulated	downregulated_Hog1_independent
YOR116C	RPO31	downregulated	downregulated_Hog1_independent
YOR119C	RIO1	downregulated	downregulated_Hog1_independent
YOR120W	GCY1	upregulated	upregulated_Hog1_independent
YOR132W	VPS17	upregulated	upregulated_Hog1_independent
YOR134W	BAG7	upregulated	upregulated_Hog1_dependent
YOR137C	SIA1	upregulated	upregulated_Hog1_independent
YOR145C	PNO1	downregulated	downregulated_Hog1_dependent
YOR146W		downregulated	downregulated_Hog1_independent
YOR152C		upregulated	upregulated_Hog1_independent
YOR155C	ISN1	unresponsive	unresponsive
YOR161C	PNS1	upregulated	upregulated_Hog1_dependent
YOR161C-C		upregulated	upregulated_Hog1_independent
YOR161W-A		unresponsive	unresponsive
YOR162C	YRR1	upregulated	upregulated_Hog1_independent
YOR173W	DCS2	upregulated	upregulated_Hog1_dependent
YOR178C	GAC1	upregulated	upregulated_Hog1_independent
YOR182C	RPS30B	unresponsive	unresponsive
YOR185C	GSP2	upregulated	upregulated_Hog1_independent
YOR186C-A		unresponsive	unresponsive
YOR186W		upregulated	upregulated_Hog1_independent
YOR188W	MSB1	downregulated	downregulated_Hog1_independent
YOR195W	SLK19	downregulated	downregulated_Hog1_independent
YOR206W	NOC2	downregulated	downregulated_Hog1_dependent
YOR207C	RET1	downregulated	downregulated_Hog1_independent
YOR208W	PTP2	unresponsive	unresponsive
YOR210W	RPB10	downregulated	downregulated_Hog1_independent
YOR215C	AIM41	unresponsive	unresponsive
YOR219C	STE13	upregulated	upregulated_Hog1_independent
YOR220W	RCN2	upregulated	upregulated_Hog1_independent
YOR223W	DSC3	upregulated	upregulated_Hog1_independent
YOR224C	RPB8	downregulated	downregulated_Hog1_independent
YOR227W	HER1	upregulated	upregulated_Hog1_independent
YOR228C	MCP1	unresponsive	unresponsive
YOR233W	KIN4	downregulated	downregulated_Hog1_independent
YOR234C	RPL33B	downregulated	downregulated_Hog1_independent
YOR236W	DFR1	downregulated	downregulated_Hog1_independent
YOR243C	PUS7	downregulated	downregulated_Hog1_independent
YOR245C	DGA1	upregulated	upregulated_Hog1_independent
YOR252W	TMA16	downregulated	downregulated_Hog1_independent
YOR267C	HRK1	unresponsive	unresponsive
YOR271C	FSF1	downregulated	downregulated_Hog1_independent
YOR272W	YTM1	downregulated	downregulated_Hog1_dependent
YOR273C	TPO4	upregulated	upregulated_Hog1_independent
YOR275C	RIM20	unresponsive	unresponsive
YOR285W	RDL1	unresponsive	unresponsive
YOR287C	RRP36	downregulated	downregulated_Hog1_independent
YOR288C	MPD1	unresponsive	unresponsive
YOR289W		upregulated	upregulated_Hog1_independent
YOR292C		upregulated	upregulated_Hog1_independent
YOR293W	RPS10A	downregulated	downregulated_Hog1_independent
YOR294W	RRS1	downregulated	downregulated_Hog1_dependent
YOR298C-A	MBF1	upregulated	upregulated_Hog1_independent
YOR302W		downregulated	downregulated_Hog1_independent
YOR303W	CPA1	unresponsive	unresponsive
YOR306C	MCH5	unresponsive	unresponsive
YOR309C		downregulated	downregulated_Hog1_independent
YOR310C	NOP58	downregulated	downregulated_Hog1_dependent
YOR312C	RPL20B	downregulated	downregulated_Hog1_independent
YOR313C	SPS4	downregulated	downregulated_Hog1_independent
YOR315W	SFG1	downregulated	downregulated_Hog1_dependent
YOR317W	FAA1	upregulated	upregulated_Hog1_dependent
YOR335C	ALA1	downregulated	downregulated_Hog1_independent
YOR337W	TEA1	downregulated	downregulated_Hog1_independent
YOR338W		downregulated	downregulated_Hog1_independent
YOR339C	UBC11	unresponsive	unresponsive
YOR340C	RPA43	downregulated	downregulated_Hog1_independent
YOR341W	RPA190	downregulated	downregulated_Hog1_dependent
YOR342C		downregulated	downregulated_Hog1_independent
YOR345C		upregulated	upregulated_Hog1_independent
YOR346W	REV1	unresponsive	unresponsive
YOR347C	PYK2	upregulated	upregulated_Hog1_independent
YOR348C	PUT4	upregulated	upregulated_Hog1_dependent
YOR359W	VTS1	downregulated	downregulated_Hog1_independent
YOR361C	PRT1	downregulated	downregulated_Hog1_independent
YOR374W	ALD4	upregulated	upregulated_Hog1_dependent
YOR376W-A		upregulated	upregulated_Hog1_independent
YOR386W	PHR1	upregulated	upregulated_Hog1_independent
YOR391C	HSP33	upregulated	upregulated_Hog1_independent
YOR392W		upregulated	upregulated_Hog1_independent
YPL003W	ULA1	upregulated	upregulated_Hog1_independent
YPL004C	LSP1	upregulated	upregulated_Hog1_dependent
YPL012W	RRP12	downregulated	downregulated_Hog1_dependent
YPL014W		upregulated	upregulated_Hog1_independent
YPL017C	IRC15	upregulated	upregulated_Hog1_independent
YPL043W	NOP4	downregulated	downregulated_Hog1_dependent
YPL047W	SGF11	unresponsive	unresponsive
YPL050C	MNN9	downregulated	downregulated_Hog1_independent
YPL054W	LEE1	upregulated	upregulated_Hog1_independent
YPL057C	SUR1	upregulated	upregulated_Hog1_independent
YPL060W	MFM1	upregulated	upregulated_Hog1_independent
YPL061W	ALD6	upregulated	upregulated_Hog1_dependent
YPL062W		upregulated	upregulated_Hog1_independent
YPL068C		downregulated	downregulated_Hog1_independent
YPL079W	RPL21B	unresponsive	unresponsive
YPL080C		unresponsive	unresponsive
YPL081W	RPS9A	downregulated	downregulated_Hog1_independent
YPL082C	MOT1	downregulated	downregulated_Hog1_independent
YPL086C	ELP3	downregulated	downregulated_Hog1_independent
YPL087W	YDC1	unresponsive	unresponsive
YPL090C	RPS6A	downregulated	downregulated_Hog1_independent
YPL092W	SSU1	unresponsive	unresponsive
YPL093W	NOG1	downregulated	downregulated_Hog1_dependent
YPL100W	ATG21	upregulated	upregulated_Hog1_independent
YPL108W		unresponsive	unresponsive
YPL109C		upregulated	upregulated_Hog1_independent
YPL113C		upregulated	upregulated_Hog1_independent
YPL117C	IDI1	unresponsive	unresponsive
YPL119C	DBP1	upregulated	upregulated_Hog1_independent
YPL119C-A		upregulated	upregulated_Hog1_independent
YPL123C	RNY1	upregulated	upregulated_Hog1_dependent
YPL126W	NAN1	downregulated	downregulated_Hog1_independent
YPL146C	NOP53	downregulated	downregulated_Hog1_independent
YPL152W	RRD2	upregulated	upregulated_Hog1_independent
YPL154C	PEP4	upregulated	upregulated_Hog1_independent
YPL157W	TGS1	downregulated	downregulated_Hog1_independent
YPL159C	PET20	unresponsive	unresponsive
YPL160W	CDC60	downregulated	downregulated_Hog1_independent
YPL163C	SVS1	unresponsive	unresponsive
YPL166W	ATG29	upregulated	upregulated_Hog1_dependent
YPL183C	RTT10	downregulated	downregulated_Hog1_dependent
YPL185W		unresponsive	unresponsive
YPL186C	UIP4	upregulated	upregulated_Hog1_independent
YPL196W	OXR1	upregulated	upregulated_Hog1_independent
YPL198W	RPL7B	downregulated	downregulated_Hog1_independent
YPL203W	TPK2	upregulated	upregulated_Hog1_dependent
YPL206C	PGC1	unresponsive	unresponsive
YPL207W	TYW1	downregulated	downregulated_Hog1_independent
YPL211W	NIP7	downregulated	downregulated_Hog1_dependent
YPL212C	PUS1	downregulated	downregulated_Hog1_independent
YPL217C	BMS1	downregulated	downregulated_Hog1_independent
YPL219W	PCL8	upregulated	upregulated_Hog1_independent
YPL221W	FLC1	upregulated	upregulated_Hog1_independent
YPL222C-A		upregulated	upregulated_Hog1_independent
YPL222W	FMP40	upregulated	upregulated_Hog1_independent
YPL223C	GRE1	upregulated	upregulated_Hog1_dependent
YPL224C	MMT2	unresponsive	unresponsive
YPL226W	NEW1	downregulated	downregulated_Hog1_independent
YPL229W		upregulated	upregulated_Hog1_independent
YPL230W	USV1	upregulated	upregulated_Hog1_dependent
YPL239W	YAR1	unresponsive	unresponsive
YPL240C	HSP82	upregulated	upregulated_Hog1_independent
YPL241C	CIN2	downregulated	downregulated_Hog1_independent
YPL247C		upregulated	upregulated_Hog1_dependent
YPL252C	YAH1	downregulated	downregulated_Hog1_independent
YPL256C	CLN2	unresponsive	unresponsive
YPL260W		unresponsive	unresponsive
YPL263C	KEL3	downregulated	downregulated_Hog1_independent
YPL266W	DIM1	downregulated	downregulated_Hog1_independent
YPL267W	ACM1	downregulated	downregulated_Hog1_independent
YPL272C	PBI1	unresponsive	unresponsive
YPL273W	SAM4	unresponsive	unresponsive
YPL274W	SAM3	unresponsive	unresponsive
YPL280W	HSP32	upregulated	upregulated_Hog1_independent
YPR010C	RPA135	downregulated	downregulated_Hog1_independent
YPR016C	TIF6	downregulated	downregulated_Hog1_independent
YPR016W-A		unresponsive	unresponsive
YPR026W	ATH1	upregulated	upregulated_Hog1_independent
YPR030W	CSR2	upregulated	upregulated_Hog1_independent
YPR035W	GLN1	downregulated	downregulated_Hog1_independent
YPR036W-A	SPO24	upregulated	upregulated_Hog1_independent
YPR041W	TIF5	downregulated	downregulated_Hog1_independent
YPR048W	TAH18	downregulated	downregulated_Hog1_independent
YPR058W	YMC1	unresponsive	unresponsive
YPR061C	JID1	upregulated	upregulated_Hog1_independent
YPR074W-A		unresponsive	unresponsive
YPR079W	MRL1	unresponsive	unresponsive
YPR099C		unresponsive	unresponsive
YPR110C	RPC40	downregulated	downregulated_Hog1_independent
YPR112C	MRD1	downregulated	downregulated_Hog1_independent
YPR115W	RGC1	upregulated	upregulated_Hog1_independent
YPR119W	CLB2	downregulated	downregulated_Hog1_dependent
YPR124W	CTR1	downregulated	downregulated_Hog1_independent
YPR127W		unresponsive	unresponsive
YPR137C-B		unresponsive	unresponsive
YPR137W	RRP9	downregulated	downregulated_Hog1_independent
YPR142C		unresponsive	unresponsive
YPR143W	RRP15	downregulated	downregulated_Hog1_independent
YPR144C	NOC4	downregulated	downregulated_Hog1_independent
YPR145C-A		upregulated	upregulated_Hog1_independent
YPR145W	ASN1	downregulated	downregulated_Hog1_independent
YPR149W	NCE102	upregulated	upregulated_Hog1_dependent
YPR150W		upregulated	upregulated_Hog1_independent
YPR151C	SUE1	unresponsive	unresponsive
YPR155C	NCA2	upregulated	upregulated_Hog1_independent
YPR158W	CUR1	upregulated	upregulated_Hog1_independent
YPR160W	GPH1	upregulated	upregulated_Hog1_independent
YPR163C	TIF3	downregulated	downregulated_Hog1_independent
YPR172W		unresponsive	unresponsive
YPR175W	DPB2	unresponsive	unresponsive
YPR184W	GDB1	upregulated	upregulated_Hog1_dependent
YPR187W	RPO26	downregulated	downregulated_Hog1_independent
YPR190C	RPC82	downregulated	downregulated_Hog1_independent
