ensembl_gene_id	RNASeq	Gasch	Tilings
YBR031W	-1.40127903604261	-1.18	-1.0099038098
YBR034C	-3.23767249559042	-1.74	-3.3217897788
YBR035C	0.767439999773967	0.05	1.4062036824
YBR036C	0.252142540827846	0	-1.654423814
YBR037C	0.697127552911701	0	1.3936977581
YBR038W	0.10445556105431	-0.13	-1.2058845062
YBR039W	0.282807738947964	-0.04	-1.0212251421
YBR041W	0.146473016118865	0.07	-1.531549727
YBR042C	-0.780238997848737	-0.15	-2.2622405852
YBR043C	-0.121601187092218	0.05	-1.5499135341
YBR044C	0.253899822281106	0.53	-1.0004634224
YBR045C	2.63000435031099	0.15	3.9800809238
YBR046C	1.86054462295271	0.66	1.6307848465
YBR047W	1.93300650115604	1.32	-1.0926972643
YBR048W	-0.7607048689669	-0.8	1.992431661
YBR049C	-0.186952963536939	-0.27	-1.2596461447
YBR050C	1.63890127821452	1.97	2.3341706958
YBR052C	1.81802385259126	1.22	1.0561018054
YBR053C	1.89537076062827	1.56	2.4822716488
YBR054W	1.94436208245457	-0.09	1.7189132969
YBR055C	-0.336817177938167	-1.32	-1.7644989749
YBR056W	2.34243496709326	1.79	1.932009019
YBR057C	0.104278970323783	NA	1.0177099639
YBR058C	0.0825219758532339	0.03	1.1166220189
YBR059C	0.996226207152155	NA	-1.147039389
YBR060C	-0.230613812896511	0	-1.4175276188
YBR061C	-1.68519041039388	NA	-2.054726836
YBR062C	0.590120002191515	0.19	2.6985532489
YBR066C	1.40720426891285	1.2	4.0999724761
YBR067C	-0.898737959895731	-0.63	-1.2144300972
YBR068C	0.51666905375778	0.59	-1.0445555749
YBR069C	-1.53131869845102	-0.53	-1.7595668423
YBR070C	-0.561460655140212	-0.14	-1.0232289546
YBR071W	-0.581832630032588	-0.15	-1.7757613833
YBR072W	4.02535179645711	0.73	5.119330956
YBR073W	-0.763379409035628	-0.24	-1.3664735177
YBR074W	-0.694481756605195	-0.48	-1.8201879858
YBR078W	-1.86001803673591	-1.46	-1.2510744191
YBR079C	-1.57566849172976	-1.21	-1.6268892179
YBR080C	0.380970174457063	0.15	-1.0864387051
YBR081C	0.0175751679874557	-0.02	-1.1569479604
YBR082C	-0.117568415074136	0.01	-1.0460620688
YBR083W	-1.06548256102783	-0.8	-1.2347062296
YBR084C-A	-1.35778782600698	-0.93	3.2546417437
YBR084W	-2.0498207481075	-1.63	-1.3679439905
YBR085W	-2.08947960928896	-0.3	-2.4827590462
YBR086C	0.119268404956561	-0.56	-1.2801081084
YBR087W	-0.326941584913223	-0.34	-1.543401901
YBR088C	-1.50737118625495	-1.1	-1.2594762777
YBR092C	-3.29761665993106	-1.43	-1.7175797186
YBR093C	-0.24202752093196	-1.19	-1.4422471785
YBR094W	-0.254100305591179	-0.11	-1.1162337805
YBR095C	0.0263976022086943	0.23	-1.2447696087
YBR096W	0.123975145384244	0.29	1.0027506596
YBR097W	0.455863039197119	-0.09	-1.2551020848
YBR098W	0.164588685936022	0.14	1.1841641114
YBR101C	0.313944703585509	0.43	1.5762265908
YBR102C	-0.0754397958909069	-0.01	-1.0921575067
YBR103W	0.0398876109683233	-0.4	-1.7326469502
YBR104W	-3.37820987624473	-1.72	-3.5489348747
YBR105C	0.802268563531746	0.4	1.2290443692
YBR106W	-1.16735379785857	-1.04	1.1835626341
YBR107C	0.429106905604148	0.34	-1.3293126042
YBR108W	1.1388913198592	0.05	-1.2310845136
YBR109C	0.141027535850319	0.09	-1.0082776151
YBR111C	0.641818929330208	-0.15	-1.0876147959
YBR112C	-0.453643172917565	0.02	1.4773831738
YBR114W	1.18055458181027	1	1.5149292428
YBR115C	-0.486108087011834	-0.41	-1.4634854226
YBR116C	6.82526457856964	2.26	33.4554445386
YBR118W	-0.496651662024421	-0.55	1.478395751
YBR119W	0.904206995381315	0.87	1.4432216784
YBR120C	0.433453374134388	0.23	-1.1880843909
YBR121C	-1.13532862618124	-1.1	-1.0888443526
YBR122C	0.370736380841034	0.34	1.1059252937
YBR123C	-0.0349161203856662	0.41	-1.0495912951
YBR125C	0.225027127911893	0.29	-1.4453916434
YBR126C	4.37233106527141	1.62	5.5432400393
YBR127C	0.0919638136092138	-0.21	1.1741786627
YBR128C	2.12666194317486	0.58	2.1013121056
YBR129C	0.231105129484628	0.38	-1.0184217727
YBR130C	-0.118208350091131	0.27	-1.2916976628
YBR131W	0.255641240314952	0.28	1.2972670889
YBR132C	2.51254854076939	1.21	1.2700589564
YBR133C	-0.287886797914872	-0.1	-1.2397172945
YBR135W	-0.479042348234588	-0.27	1.7963542355
YBR136W	0.32540770531213	-0.04	-1.2892361848
YBR137W	0.379336993753824	-0.06	1.0369394171
YBR138C	0.54533377098901	0.52	1.1466340147
YBR139W	1.91559249734902	1.09	1.2165888669
YBR140C	-0.0295515188140766	-0.3	-1.5364623111
YBR141C	-2.85300149412236	0.03	-2.5993692921
YBR142W	-3.04165348192572	-1.69	-2.1238170218
YBR143C	-0.981172437978027	-1.06	-1.3049789434
YBR145W	0.117438385053377	-0.25	-1.5001047731
YBR146W	-0.130520831080466	0.14	-1.6487008879
YBR148W	0.844456757542954	0.66	1.4647630865
YBR149W	1.8713861798369	NA	1.4946346654
YBR150C	0.928025701679177	0.87	2.7434021617
YBR151W	0.901489429477683	NA	1.2255523664
YBR152W	0.389962413107598	0.05	-1.016413168
YBR154C	-1.81127260474207	-1.2	-2.2682903263
YBR155W	-2.90219498169019	NA	-2.9042969427
YBR156C	-0.517893914199525	-0.24	-1.9554348958
YBR157C	0.0554760393685205	NA	-1.2429453674
YBR158W	-1.44207114763364	-1.31	-3.6205700751
YBR159W	-0.267095426244906	NA	-1.2116658542
YBR160W	0.822574566677277	1.15	1.6171253695
YBR161W	1.83693983232633	1.5	3.8732055073
YBR162C	-1.3049185922475	-0.57	-1.4286986689
YBR162W-A	-1.06432894706251	-0.42	1.3344003289
YBR163W	0.118080020652942	0.55	-1.2995211965
YBR164C	0.144934106089557	0.53	1.100369877
YBR165W	0.790087592200678	0.97	1.4676806951
YBR166C	0.0272407615415652	0.32	1.120275069
YBR167C	-0.0811332740243942	0.23	-1.158793814
YBR168W	0.710424557359086	0.93	1.3447578282
YBR169C	3.52309858722142	2.05	2.7762105152
YBR170C	0.838175294356647	0.44	1.1337038478
YBR171W	-0.625325371809522	-0.05	-1.2223822883
YBR172C	-0.952355320407536	-0.25	-2.4819577232
YBR173C	0.324559213912356	-0.26	1.0116788583
YBR175W	-0.0173455124753204	0.33	-1.0755721985
YBR176W	-0.101071848970134	0.42	-1.0954196769
YBR177C	1.37179412445034	0.46	1.2291326125
YBR179C	0.357216449669654	0.68	1.1234561712
YBR181C	-1.48211682634675	-1.36	1.2113026658
YBR182C	0.414312162726004	-0.56	1.5999131327
YBR183W	3.30884810398144	2.53	4.8474629989
YBR184W	-0.780407262160019	-0.2	-1.0490667308
YBR185C	0.0772862399979184	0.22	-1.3130533895
YBR187W	-1.26397294192297	-0.56	-1.640958474
YBR188C	-0.275781274277537	-0.42	-1.2178795382
YBR189W	-1.18617748364303	-1.07	2.1523930967
YBR192W	-0.0901166524413351	0.41	-1.6644745476
YBR193C	0.699538403538688	0.81	-1.0135917806
YBR194W	0.217639387615568	0.03	-1.1923030445
YBR195C	-0.187999932510129	0.17	-1.5944600553
YBR196C	-0.408736561995345	-0.24	1.0623808144
YBR197C	-0.481499981224362	-0.04	-1.7035633894
YBR198C	-0.127368480085287	0.07	-1.2407922197
YBR199W	0.92005674039485	0.56	1.2444789109
YBR200W	0.106270757084237	-0.03	-1.2174923918
YBR201W	0.0918199746273732	-0.31	-1.0027802808
YBR202W	-1.22458339780833	-0.24	-2.8008332258
YBR203W	1.22730980309693	1.13	2.0952949275
YBR204C	1.14346902341869	0.57	-1.0033096219
YBR205W	-0.690708127385692	-0.63	-1.7710070472
YBR207W	-0.171072273472013	0.14	-2.0991102009
YBR208C	0.258966780272102	-0.19	-1.4310685502
YBR210W	-0.109487845734747	0	-1.2825975348
YBR211C	0.58891035647063	0.82	1.3319400558
YBR212W	1.66716657066182	0.92	1.4033720738
YBR213W	-1.38301483321071	0.31	-1.919115418
YBR214W	4.02944752142492	0.53	3.6378127235
YBR215W	-0.157022320587149	0.1	-1.3203783965
YBR216C	0.808069129503612	0.3	1.0551784236
YBR217W	0.319410360709709	0.39	-1.4492405131
YBR218C	-0.436542074405166	-0.01	-1.3816053725
YBR219C	1.0411588160817	-0.38	-1.8132210691
YBR221C	-0.0337287722479019	-0.07	-1.2192695043
YBR222C	0.736965111685488	0.4	-1.4942261756
YBR223C	0.765275233253364	0.16	-1.2194605679
YBR224W	1.17391259387171	-0.26	1.1586362721
YBR228W	0.298280372516459	0.09	1.248271661
YBR229C	0.357506066231264	0.01	-1.1673415038
YBR230C	3.79238122220782	1.14	4.7407162845
YBR231C	-0.0807368077290587	0.44	-1.5542981991
YBR233W	0.251800252724731	0.5	-1.1163422986
YBR234C	0.422515622652298	0.08	1.0062559504
YBR235W	0.0671566607064539	0.31	-2.2278321499
YBR236C	0.321170720992958	0.17	1.1973548114
YBR237W	0.891109470186577	0.96	1.2976771001
YBR238C	-2.98591590381592	-2.08	-3.5241116256
YBR239C	-0.527914030503006	-0.16	-3.0027445362
YBR240C	0.462781057680664	-0.09	-1.5708805643
YBR241C	1.67998197963508	0.33	-1.4433564744
YBR242W	-1.27919643107768	-0.39	-1.8963063933
YBR243C	-0.455988450897362	-0.01	-1.6605852303
YBR244W	-1.04992726175939	-0.07	-1.5084517312
YBR245C	-0.756854352748989	-0.29	-1.6698661951
YBR246W	-0.372744949554048	-0.24	-1.5539111126
YBR247C	-4.0721943666222	-2.12	-2.6108749801
YBR248C	-1.2055331490648	0.05	-1.5030295665
YBR249C	-0.864857701991404	-0.47	-1.2294883128
YBR250W	-0.10397196003782	-0.23	-1.0729861072
YBR251W	0.101230141728889	0.03	-1.262796809
YBR252W	-1.33855770784605	-0.25	-3.0730709813
YBR253W	0.0841263096407381	0.46	-1.0585605725
YBR254C	-0.609927159115242	-0.15	-1.6927980905
YBR255W	0.413075556103527	0.2	-1.1855349118
YBR256C	0.173281640321497	0.36	-1.2364997779
YBR257W	-0.736837474105461	0.26	-1.2311345056
YBR258C	0.215997799871365	0.18	1.2137355016
YBR259W	-0.0267930536467777	0.34	-1.1629161132
YBR260C	0.315134748829503	0.51	-1.7878796266
YBR261C	-0.910376427766313	0.12	-1.9486516351
YBR262C	-0.392377840970177	-0.63	-1.4165605428
YBR263W	-0.969623753884169	-0.01	-1.3835300819
YBR264C	0.129064220648219	-0.64	1.4354324959
YBR265W	-0.505438271725949	0.14	-2.2986595624
YBR267W	-3.81462839471664	-0.41	-7.8747874347
YBR268W	-0.987027718685691	-0.55	-1.6048934852
YBR269C	1.14883785991272	0.12	1.1858351345
YBR270C	0.578905993135932	0.62	-1.1767840752
YBR271W	-1.97662684060543	-0.17	-2.5013203927
YBR272C	0.679216141367603	0.38	-1.1806371483
YBR273C	0.812647284260887	0.05	-1.1702656046
YBR274W	0.199247835707411	0.11	-1.3675159546
YBR275C	-1.28303517049744	-0.15	-1.9067165278
YBR276C	0.0691194559234115	0.23	-1.7063093055
YBR278W	0.339869581945062	-0.04	1.3041458897
YBR279W	0.0341502840173165	0.52	1.2636633301
YBR280C	2.47681874161806	0.59	1.4465530091
YBR281C	0.0671952132235327	0.27	-1.5143632861
YBR282W	-0.352461871792606	-0.02	-1.1422697765
YBR283C	-0.592128404164293	-0.26	-1.2578783388
YBR284W	2.37384530535583	0.72	3.9282667776
YBR285W	2.93753535712886	1.42	1.3052369409
YBR286W	0.754266201596896	0.16	1.1883152265
YBR287W	1.49886326086335	0.8	1.0608926383
YBR288C	-0.293960602988138	0.02	-1.2638063637
YBR289W	0.0552647806803089	0.01	1.77969992
YBR290W	0.766638256302961	0.27	1.7259597538
YBR291C	-0.392643943256962	0.18	-1.887115422
YBR293W	0.361035193578347	0.98	-1.1468899081
YBR295W	-0.0371872241517399	0.2	-1.2071925626
YBR296C	1.01600207188307	0.13	-1.0220930053
YBR297W	0.296098486713507	1.07	1.4832905947
YBR298C	1.88920839740357	0.74	2.1674552235
YCL001W	-0.626919884747287	0.12	-1.3798532864
YCL002C	-1.00692382406487	-0.1	-3.0608789723
YCL004W	0.433846684281015	0.49	1.4564121499
YCL005W	-0.148382968245965	0.37	-1.2566373384
YCL008C	0.603204045875477	-0.04	-1.4890415272
YCL009C	-0.634822134122959	-0.67	-1.9417845112
YCL010C	-0.0221586380833652	-0.19	-1.6294172356
YCL011C	-0.438197175127273	-0.09	-1.4868230522
YCL014W	-0.840598551619116	-0.2	-1.7740100044
YCL016C	0.175847547337351	0.1	-1.1712680362
YCL017C	-0.490063935683261	-0.23	-1.7118546852
YCL018W	-0.0314163005005827	0.06	1.0788088306
YCL024W	-1.55564051497535	-0.86	-3.1663581473
YCL025C	0.495714421022709	0.25	-1.5419180754
YCL028W	-0.142230055937209	-0.44	-1.3733231078
YCL029C	-0.477420516216636	-0.37	-2.1024109346
YCL030C	-1.28030737534692	-0.73	-1.5017947743
YCL031C	-0.768608170300211	-0.13	-1.9323690674
YCL032W	0.656476312165875	0.14	-1.1239480068
YCL033C	0.27834472596558	0.06	-1.1070781314
YCL034W	0.985055712506294	0.46	-1.0305024093
YCL035C	1.28273923624863	1.07	1.4142358114
YCL036W	-4.44884679590707	0.27	-3.9106823058
YCL037C	-2.51890433143592	-0.32	-1.8088894599
YCL038C	0.718269790835099	0.46	-1.3966810861
YCL039W	1.40043815124871	-1.2	-1.0530275832
YCL042W	3.09468517126639	1.34	4.8872674057
YCL043C	0.136739387373479	0.19	1.2316350904
YCL044C	0.582663798201961	0.64	-1.1832243079
YCL045C	-0.197655017466296	-0.03	-1.4763863578
YCL047C	1.12237814774714	0.4	1.1935807486
YCL049C	0.579306662084361	0.52	-1.1197827573
YCL050C	-0.337336158276036	0	-1.4419708674
YCL051W	0.765556770624654	0.19	-1.3925127596
YCL052C	1.15829219335553	0.55	1.1675053499
YCL054W	-4.50854832759495	-2.31	-4.2188255372
YCL055W	0.183267149963217	0.38	1.2706646727
YCL056C	-0.182025036437485	0.27	-1.092653005
YCL057W	0.56451354252743	0.32	-1.2835035014
YCL059C	-2.71803488385637	-2.06	-1.4488497145
YCL061C	-0.90147700319447	-0.39	-1.3988416421
YCL063W	-0.809417740787171	-0.17	-1.8312316943
YCL064C	0.100258293305091	0.05	-1.3962609492
YCR002C	0.0808769024361307	0.08	-1.0238615068
YCR003W	-0.130891959446363	0.19	1.0716214431
YCR004C	0.947839324051547	-0.02	-1.2976877125
YCR005C	0.805814344594704	1.28	1.435853316
YCR007C	0.687453440263439	0.69	1.0955927855
YCR008W	0.174647081739835	0.61	-1.153595751
YCR009C	0.390623899018641	0	1.0187513465
YCR010C	1.86339254525344	0.6	2.2504723905
YCR011C	0.969676987819775	0.64	1.1626676863
YCR012W	-0.00959734024995089	-0.44	1.3246666535
YCR014C	-0.172155731498824	0.28	-1.4137002852
YCR015C	-0.206107427784973	-0.05	-1.5617995679
YCR016W	-2.44392821044778	-1.48	-1.867369763
YCR017C	0.0312121380293268	-0.01	-1.3535124626
YCR019W	0.464026136503663	0.58	-1.0003983229
YCR020C	1.14790172810715	-0.15	2.5040946276
YCR021C	0.552023701005764	-0.35	1.6661182534
YCR023C	0.474211633167555	0.3	-1.0419396321
YCR024C	0.739475401103049	0.79	1.2425041865
YCR027C	-0.162481784380547	0.12	1.0333087901
YCR028C	-0.367988289221897	-0.11	-1.4468142033
YCR030C	1.58459262633902	0.83	1.0316729391
YCR031C	-0.804392224421442	-0.88	1.0792467057
YCR032W	0.379504945696573	-0.09	-1.0244462917
YCR033W	-0.263135557141755	-0.16	-1.6166669841
YCR034W	-1.67490169894656	-0.99	-1.8958481392
YCR035C	-0.870283942345159	-0.65	-1.7058250297
YCR036W	0.614453625538412	0.86	-1.0203524326
YCR037C	-0.827526383952056	-0.64	-2.1761702001
YCR042C	0.251015318202646	0.3	1.0329290354
YCR043C	-0.837701174920867	-0.56	-1.3398101838
YCR044C	0.0715805104208487	0.46	-1.2005984077
YCR046C	-0.743540299722303	-0.37	-2.7219088925
YCR047C	-2.69950059750377	-0.1	-2.9596204052
YCR048W	-0.593246886522472	0.29	-2.3068419203
YCR051W	-1.65101445796766	0.24	-1.9410316487
YCR052W	-0.545328917010901	-1.09	-1.9960369132
YCR053W	-0.761650070196573	-1.18	-1.3236925493
YCR054C	-0.510542400240249	-0.38	-1.555836456
YCR057C	-3.89432842676816	0.72	-2.4075662215
YCR059C	-1.4272256226516	-0.48	-1.8002993365
YCR060W	-1.06884582335934	0.05	-1.2174908041
YCR061W	2.05345370281392	0.55	-1.078009804
YCR063W	-1.46758058523697	-0.06	-4.4736359314
YCR065W	-0.155827876371609	-0.04	-1.3491134465
YCR066W	0.357542374445346	0.5	-1.0882520314
YCR067C	0.372638075232266	-0.15	-1.1840167936
YCR068W	1.46478907843949	0.53	1.1238204023
YCR069W	0.783740540049182	0.16	1.0323150557
YCR071C	-0.550796239015247	-0.13	-1.5155983699
YCR072C	-3.25462158084539	-0.81	-2.1293864412
YCR073C	-1.53339390002039	-0.24	-1.6585472091
YCR075C	0.599825350257437	-0.04	-1.3107468537
YCR076C	0.838054544464723	0.09	-1.0139196243
YCR077C	-0.20643870739645	-0.64	-2.338825169
YCR079W	1.10935690826752	0.33	-1.1760574588
YCR081W	0.312664094950282	0.19	-1.3749671444
YCR082W	0.0526133095612249	-0.01	-1.2347919231
YCR083W	0.354956153834088	0.23	-1.5768782307
YCR084C	-0.494348667681281	-0.35	-1.7960779593
YCR086W	-0.450041225560021	-0.54	-1.2265968171
YCR088W	0.262019782833779	-0.25	-1.6300405185
YCR089W	-0.11691926966147	0.01	-1.8741410702
YCR090C	-0.719018639326221	-0.49	-1.2517122225
YCR091W	2.06799649076615	0.74	1.5378959383
YCR092C	-0.322789989221363	0.22	-1.2993665752
YCR093W	0.151025807942536	-0.3	-1.6374520774
YCR094W	-0.270031928988427	-0.28	-1.3532984853
YCR095C	-0.00709561794676406	-0.2	-2.0007871537
YCR098C	0.100449218970673	0.18	-1.5095530567
YCR099C	0.850184862667567	0.1	1.0097026908
YDL001W	-0.243984745390502	0.1	1.2844458572
