GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0071428	rRNA-containing ribonucleoprotein complex export from nucleus	8.145424498608713e-11	8.145424498608713e-11	+1	YAL059W,YCR047C,YDL229W,YDR091C,YDR101C,YDR361C,YER006W,YER131W,YFR001W,YGL097W,YGL099W,YGR081C,YGR245C,YGR285C,YHR088W,YHR170W,YHR197W,YJL010C,YKL143W,YLL034C,YLR074C,YML026C,YNL178W,YNL227C,YNR053C,YOL121C,YOR293W,YOR294W,YPL093W,YPL146C,YPR016C
GO:0033750	ribosome localization	9.101429704089428e-11	9.101429704089428e-11	+1	YAL059W,YCR047C,YDL229W,YDR091C,YDR101C,YDR361C,YER006W,YFR001W,YGL097W,YGL099W,YGR081C,YGR245C,YGR285C,YHR088W,YHR170W,YHR197W,YJL010C,YKL143W,YLL034C,YLR074C,YNL178W,YNL227C,YNR053C,YOR294W,YPL093W,YPL146C,YPR016C
GO:0044237	cellular metabolic process	9.99885499112364e-11	9.99885499112364e-11	+1	YAL003W,YAL019W,YAL025C,YAL035W,YAL036C,YAR008W,YAR015W,YBL004W,YBL009W,YBL018C,YBL024W,YBL035C,YBL039C,YBL054W,YBL068W,YBL071W-A,YBL076C,YBR031W,YBR034C,YBR061C,YBR079C,YBR084W,YBR085W,YBR088C,YBR092C,YBR142W,YBR154C,YBR181C,YBR191W,YBR202W,YBR213W,YBR238C,YBR247C,YBR248C,YBR252W,YBR271W,YBR275C,YCL024W,YCL030C,YCL037C,YCL054W,YCL058W-A,YCL059C,YCR034W,YCR047C,YCR057C,YCR059C,YCR063W,YCR073C,YDL014W,YDL031W,YDL036C,YDL042C,YDL051W,YDL055C,YDL060W,YDL082W,YDL083C,YDL112W,YDL136W,YDL148C,YDL150W,YDL153C,YDL166C,YDL201W,YDL208W,YDL213C,YDL229W,YDR012W,YDR020C,YDR021W,YDR025W,YDR045C,YDR075W,YDR083W,YDR087C,YDR091C,YDR097C,YDR120C,YDR161W,YDR165W,YDR179C,YDR234W,YDR245W,YDR297W,YDR299W,YDR300C,YDR324C,YDR339C,YDR341C,YDR365C,YDR397C,YDR398W,YDR399W,YDR412W,YDR418W,YDR429C,YDR441C,YDR447C,YDR449C,YDR465C,YDR469W,YDR471W,YDR478W,YDR496C,YEL009C,YEL026W,YEL042W,YEL046C,YEL054C,YEL055C,YER001W,YER002W,YER006W,YER025W,YER043C,YER049W,YER055C,YER056C-A,YER070W,YER073W,YER082C,YER086W,YER091C,YER102W,YER117W,YER126C,YER127W,YER131W,YFL001W,YFL002C,YFL023W,YFL034C-A,YFR001W,YFR031C-A,YFR055W,YGL029W,YGL055W,YGL078C,YGL111W,YGL120C,YGL148W,YGL169W,YGL171W,YGL234W,YGL236C,YGR030C,YGR060W,YGR061C,YGR081C,YGR085C,YGR090W,YGR103W,YGR108W,YGR109C,YGR118W,YGR123C,YGR128C,YGR145W,YGR148C,YGR155W,YGR158C,YGR159C,YGR162W,YGR177C,YGR188C,YGR200C,YGR208W,YGR234W,YGR251W,YGR264C,YGR271C-A,YGR280C,YGR285C,YHL001W,YHL011C,YHL033C,YHL039W,YHR007C,YHR020W,YHR040W,YHR052W,YHR062C,YHR065C,YHR066W,YHR070W,YHR072W-A,YHR085W,YHR088W,YHR089C,YHR100C,YHR128W,YHR143W-A,YHR148W,YHR154W,YHR169W,YHR196W,YHR197W,YHR203C,YIL008W,YIL009W,YIL019W,YIL064W,YIL069C,YIL079C,YIL091C,YIL096C,YIL103W,YIL110W,YIL127C,YIL131C,YIL133C,YIR026C,YJL010C,YJL011C,YJL033W,YJL050W,YJL069C,YJL074C,YJL098W,YJL109C,YJL125C,YJL130C,YJL148W,YJL190C,YJL191W,YJL198W,YJL200C,YJL208C,YJR002W,YJR007W,YJR032W,YJR041C,YJR048W,YJR063W,YJR067C,YJR070C,YJR094W-A,YJR097W,YJR129C,YJR147W,YKL004W,YKL009W,YKL014C,YKL029C,YKL078W,YKL081W,YKL082C,YKL099C,YKL110C,YKL113C,YKL144C,YKL156W,YKL172W,YKL181W,YKL191W,YKL216W,YKR024C,YKR025W,YKR056W,YKR057W,YKR060W,YKR079C,YKR081C,YKR099W,YLL008W,YLL011W,YLL035W,YLR002C,YLR009W,YLR014C,YLR015W,YLR017W,YLR029C,YLR051C,YLR056W,YLR057W,YLR058C,YLR063W,YLR068W,YLR106C,YLR126C,YLR129W,YLR146C,YLR154C,YLR172C,YLR175W,YLR180W,YLR186W,YLR196W,YLR197W,YLR222C,YLR223C,YLR249W,YLR276C,YLR300W,YLR333C,YLR344W,YLR355C,YLR372W,YLR384C,YLR385C,YLR401C,YLR405W,YLR406C,YLR409C,YLR432W,YLR435W,YLR441C,YLR448W,YLR449W,YML014W,YML022W,YML026C,YML043C,YML056C,YML060W,YML063W,YML080W,YML082W,YML093W,YML096W,YML106W,YML113W,YML123C,YML125C,YMR006C,YMR014W,YMR016C,YMR049C,YMR076C,YMR083W,YMR093W,YMR108W,YMR120C,YMR128W,YMR131C,YMR146C,YMR194W,YMR215W,YMR217W,YMR229C,YMR239C,YMR242C,YMR246W,YMR259C,YMR290C,YMR300C,YMR301C,YMR307W,YMR308C,YMR309C,YMR312W,YNL002C,YNL022C,YNL023C,YNL061W,YNL062C,YNL067W,YNL068C,YNL075W,YNL087W,YNL096C,YNL102W,YNL110C,YNL112W,YNL113W,YNL119W,YNL124W,YNL132W,YNL141W,YNL151C,YNL162W,YNL178W,YNL182C,YNL186W,YNL207W,YNL217W,YNL221C,YNL227C,YNL240C,YNL247W,YNL248C,YNL256W,YNL282W,YNL292W,YNL299W,YNL301C,YNL308C,YNR003C,YNR009W,YNR012W,YNR015W,YNR024W,YNR038W,YNR046W,YNR054C,YNR063W,YNR067C,YOL010W,YOL022C,YOL041C,YOL077C,YOL080C,YOL093W,YOL097C,YOL121C,YOL124C,YOL125W,YOL141W,YOL144W,YOR001W,YOR004W,YOR021C,YOR048C,YOR056C,YOR063W,YOR078W,YOR091W,YOR095C,YOR108W,YOR116C,YOR119C,YOR145C,YOR207C,YOR210W,YOR224C,YOR233W,YOR234C,YOR236W,YOR243C,YOR272W,YOR287C,YOR293W,YOR294W,YOR302W,YOR310C,YOR312C,YOR315W,YOR335C,YOR337W,YOR338W,YOR340C,YOR341W,YOR359W,YOR361C,YPL012W,YPL043W,YPL050C,YPL081W,YPL082C,YPL086C,YPL090C,YPL093W,YPL126W,YPL146C,YPL157W,YPL160W,YPL183C,YPL198W,YPL207W,YPL211W,YPL212C,YPL217C,YPL252C,YPL266W,YPL267W,YPR010C,YPR016C,YPR035W,YPR041W,YPR048W,YPR110C,YPR112C,YPR119W,YPR137W,YPR143W,YPR144C,YPR145W,YPR163C,YPR187W,YPR190C
GO:0022618	ribonucleoprotein complex assembly	2.1079900282183903e-10	2.1079900282183903e-10	+1	YAL035W,YBR079C,YCR057C,YCR072C,YDL031W,YDR025W,YDR060W,YDR312W,YDR418W,YDR447C,YEL054C,YER025W,YFL002C,YFL023W,YGL099W,YGR085C,YGR148C,YGR159C,YHR066W,YHR085W,YHR088W,YHR197W,YIL110W,YIR012W,YIR026C,YJL191W,YJR007W,YKL009W,YKL156W,YKR081C,YLL008W,YLR009W,YLR106C,YLR221C,YLR448W,YMR229C,YNL061W,YNL112W,YNL124W,YNL182C,YNR054C,YOL077C,YOL080C,YOL121C,YOR063W,YOR293W,YPL093W,YPL146C,YPL211W,YPR016C,YPR041W,YPR112C,YPR163C
GO:0030488	tRNA methylation	2.7414160327737483e-10	2.7414160327737483e-10	+1	YBL024W,YBR061C,YDL112W,YDL201W,YDR120C,YDR165W,YGL236C,YHR070W,YJL125C,YML014W,YMR259C,YNL062C,YNR046W,YOL093W,YOL124C,YOL125W,YOL141W
GO:0071826	ribonucleoprotein complex subunit organization	2.80862043648161e-10	2.80862043648161e-10	+1	YAL035W,YBR079C,YCR057C,YCR072C,YDL031W,YDR025W,YDR060W,YDR312W,YDR418W,YDR447C,YEL054C,YER025W,YFL002C,YFL023W,YGL099W,YGL120C,YGR085C,YGR148C,YGR159C,YHR066W,YHR085W,YHR088W,YHR197W,YIL110W,YIR012W,YIR026C,YJL191W,YJR007W,YKL009W,YKL156W,YKR081C,YLL008W,YLR009W,YLR106C,YLR221C,YLR448W,YMR229C,YNL061W,YNL112W,YNL124W,YNL182C,YNR054C,YOL077C,YOL080C,YOL121C,YOR063W,YOR293W,YPL093W,YPL146C,YPL211W,YPR016C,YPR041W,YPR112C,YPR163C
GO:0098781	ncRNA transcription	2.0246352982032887e-9	2.0246352982032887e-9	+1	YBR154C,YDL150W,YDR045C,YEL055C,YHR143W-A,YJL011C,YJL148W,YJR063W,YKL144C,YKR025W,YML043C,YMR239C,YNL113W,YNL151C,YNL248C,YNR003C,YOR116C,YOR207C,YOR210W,YOR224C,YOR340C,YOR341W,YPL082C,YPR010C,YPR110C,YPR187W,YPR190C
GO:0006412	translation	2.08536789865603e-9	2.08536789865603e-9	+1	YAL003W,YAL035W,YAL036C,YBL071W-A,YBL076C,YBR031W,YBR061C,YBR079C,YBR181C,YBR191W,YBR271W,YCL037C,YDL082W,YDL083C,YDL136W,YDL208W,YDL229W,YDR012W,YDR025W,YDR091C,YDR341C,YDR418W,YDR429C,YDR447C,YDR471W,YDR496C,YEL054C,YER025W,YER049W,YER056C-A,YER102W,YER117W,YER131W,YFL023W,YFL034C-A,YFR031C-A,YGL169W,YGR085C,YGR118W,YGR148C,YGR162W,YGR264C,YGR285C,YHL001W,YHL033C,YHR020W,YHR203C,YIL069C,YIL103W,YIL110W,YIL133C,YJL190C,YJL191W,YJR007W,YJR067C,YJR094W-A,YJR097W,YKL081W,YKL099C,YKL156W,YKL191W,YKR057W,YLR009W,YLR029C,YLR172C,YLR249W,YLR333C,YLR344W,YLR406C,YLR441C,YLR448W,YML014W,YML026C,YML063W,YMR146C,YMR194W,YMR242C,YMR309C,YNL002C,YNL067W,YNL096C,YNL162W,YNL178W,YNL247W,YNL301C,YOL097C,YOL121C,YOR063W,YOR091W,YOR234C,YOR293W,YOR302W,YOR312C,YOR335C,YOR359W,YOR361C,YPL081W,YPL090C,YPL160W,YPL198W,YPR041W,YPR163C
GO:0008152	metabolic process	2.212698865362535e-9	2.212698865362535e-9	+1	YAL003W,YAL019W,YAL025C,YAL035W,YAL036C,YAR008W,YAR015W,YBL004W,YBL009W,YBL018C,YBL024W,YBL035C,YBL039C,YBL054W,YBL068W,YBL071W-A,YBL076C,YBR031W,YBR034C,YBR061C,YBR079C,YBR084W,YBR085W,YBR088C,YBR092C,YBR142W,YBR154C,YBR181C,YBR191W,YBR202W,YBR213W,YBR238C,YBR247C,YBR248C,YBR252W,YBR271W,YBR275C,YCL024W,YCL030C,YCL037C,YCL054W,YCL058W-A,YCL059C,YCR034W,YCR047C,YCR057C,YCR059C,YCR063W,YCR073C,YDL014W,YDL031W,YDL036C,YDL042C,YDL051W,YDL055C,YDL060W,YDL082W,YDL083C,YDL112W,YDL136W,YDL148C,YDL150W,YDL153C,YDL166C,YDL201W,YDL208W,YDL213C,YDL227C,YDL229W,YDR012W,YDR020C,YDR021W,YDR025W,YDR045C,YDR075W,YDR083W,YDR087C,YDR091C,YDR097C,YDR120C,YDR144C,YDR161W,YDR165W,YDR179C,YDR234W,YDR245W,YDR297W,YDR299W,YDR300C,YDR324C,YDR339C,YDR341C,YDR365C,YDR395W,YDR397C,YDR398W,YDR399W,YDR412W,YDR418W,YDR429C,YDR441C,YDR447C,YDR449C,YDR465C,YDR469W,YDR471W,YDR478W,YDR496C,YEL009C,YEL026W,YEL040W,YEL042W,YEL046C,YEL054C,YEL055C,YER001W,YER002W,YER006W,YER025W,YER043C,YER049W,YER055C,YER056C-A,YER070W,YER073W,YER082C,YER086W,YER091C,YER102W,YER117W,YER126C,YER127W,YER131W,YFL001W,YFL002C,YFL023W,YFL034C-A,YFR001W,YFR031C-A,YFR055W,YGL029W,YGL055W,YGL078C,YGL097W,YGL111W,YGL120C,YGL148W,YGL169W,YGL171W,YGL234W,YGL236C,YGR030C,YGR060W,YGR061C,YGR081C,YGR085C,YGR090W,YGR103W,YGR108W,YGR109C,YGR118W,YGR123C,YGR128C,YGR145W,YGR148C,YGR155W,YGR158C,YGR159C,YGR162W,YGR177C,YGR188C,YGR200C,YGR208W,YGR234W,YGR251W,YGR264C,YGR271C-A,YGR280C,YGR283C,YGR285C,YHL001W,YHL011C,YHL033C,YHL039W,YHR007C,YHR020W,YHR040W,YHR052W,YHR062C,YHR065C,YHR066W,YHR070W,YHR072W-A,YHR085W,YHR088W,YHR089C,YHR100C,YHR128W,YHR143W-A,YHR148W,YHR154W,YHR169W,YHR196W,YHR197W,YHR203C,YIL008W,YIL009W,YIL019W,YIL064W,YIL069C,YIL079C,YIL091C,YIL096C,YIL103W,YIL110W,YIL127C,YIL131C,YIL133C,YIR026C,YJL010C,YJL011C,YJL033W,YJL050W,YJL069C,YJL074C,YJL098W,YJL109C,YJL125C,YJL130C,YJL148W,YJL190C,YJL191W,YJL198W,YJL200C,YJL208C,YJR002W,YJR007W,YJR032W,YJR041C,YJR048W,YJR063W,YJR067C,YJR070C,YJR094W-A,YJR097W,YJR129C,YJR147W,YKL004W,YKL009W,YKL014C,YKL029C,YKL078W,YKL081W,YKL082C,YKL099C,YKL110C,YKL113C,YKL144C,YKL156W,YKL172W,YKL181W,YKL191W,YKL216W,YKR024C,YKR025W,YKR056W,YKR057W,YKR060W,YKR079C,YKR081C,YKR099W,YLL008W,YLL011W,YLL012W,YLL035W,YLR002C,YLR009W,YLR014C,YLR015W,YLR017W,YLR029C,YLR051C,YLR056W,YLR057W,YLR058C,YLR063W,YLR068W,YLR106C,YLR126C,YLR129W,YLR146C,YLR154C,YLR172C,YLR175W,YLR180W,YLR183C,YLR186W,YLR196W,YLR197W,YLR214W,YLR222C,YLR223C,YLR249W,YLR276C,YLR300W,YLR333C,YLR344W,YLR355C,YLR372W,YLR384C,YLR385C,YLR401C,YLR405W,YLR406C,YLR409C,YLR432W,YLR435W,YLR441C,YLR448W,YLR449W,YML014W,YML022W,YML026C,YML043C,YML056C,YML060W,YML063W,YML080W,YML082W,YML093W,YML096W,YML106W,YML113W,YML123C,YML125C,YMR006C,YMR014W,YMR016C,YMR049C,YMR076C,YMR083W,YMR093W,YMR108W,YMR120C,YMR128W,YMR131C,YMR146C,YMR194W,YMR215W,YMR217W,YMR229C,YMR239C,YMR242C,YMR246W,YMR259C,YMR290C,YMR300C,YMR301C,YMR305C,YMR307W,YMR308C,YMR309C,YMR310C,YMR312W,YNL002C,YNL022C,YNL023C,YNL061W,YNL062C,YNL066W,YNL067W,YNL068C,YNL075W,YNL087W,YNL096C,YNL102W,YNL110C,YNL111C,YNL112W,YNL113W,YNL119W,YNL124W,YNL132W,YNL141W,YNL151C,YNL162W,YNL178W,YNL182C,YNL186W,YNL207W,YNL217W,YNL221C,YNL227C,YNL240C,YNL247W,YNL248C,YNL256W,YNL282W,YNL292W,YNL299W,YNL301C,YNL308C,YNR003C,YNR009W,YNR012W,YNR015W,YNR024W,YNR038W,YNR046W,YNR054C,YNR063W,YNR067C,YOL010W,YOL022C,YOL041C,YOL077C,YOL080C,YOL093W,YOL097C,YOL121C,YOL124C,YOL125W,YOL141W,YOL144W,YOL152W,YOR001W,YOR004W,YOR021C,YOR048C,YOR056C,YOR063W,YOR078W,YOR091W,YOR095C,YOR108W,YOR116C,YOR119C,YOR145C,YOR207C,YOR210W,YOR224C,YOR233W,YOR234C,YOR236W,YOR243C,YOR272W,YOR287C,YOR293W,YOR294W,YOR302W,YOR310C,YOR312C,YOR315W,YOR335C,YOR337W,YOR338W,YOR340C,YOR341W,YOR359W,YOR361C,YPL012W,YPL043W,YPL050C,YPL081W,YPL082C,YPL086C,YPL090C,YPL093W,YPL126W,YPL146C,YPL157W,YPL160W,YPL183C,YPL198W,YPL207W,YPL211W,YPL212C,YPL217C,YPL226W,YPL252C,YPL266W,YPL267W,YPR010C,YPR016C,YPR035W,YPR041W,YPR048W,YPR110C,YPR112C,YPR119W,YPR137W,YPR143W,YPR144C,YPR145W,YPR163C,YPR187W,YPR190C
GO:0043043	peptide biosynthetic process	4.2775471558303485e-9	4.2775471558303485e-9	+1	YAL003W,YAL035W,YAL036C,YBL071W-A,YBL076C,YBR031W,YBR061C,YBR079C,YBR181C,YBR191W,YBR271W,YCL037C,YDL082W,YDL083C,YDL136W,YDL208W,YDL229W,YDR012W,YDR025W,YDR091C,YDR341C,YDR418W,YDR429C,YDR447C,YDR471W,YDR496C,YEL054C,YER025W,YER049W,YER056C-A,YER102W,YER117W,YER131W,YFL023W,YFL034C-A,YFR031C-A,YGL169W,YGR085C,YGR118W,YGR148C,YGR162W,YGR264C,YGR285C,YHL001W,YHL033C,YHR020W,YHR203C,YIL069C,YIL103W,YIL110W,YIL133C,YJL190C,YJL191W,YJR007W,YJR067C,YJR094W-A,YJR097W,YKL081W,YKL099C,YKL156W,YKL191W,YKR057W,YLR009W,YLR029C,YLR172C,YLR249W,YLR333C,YLR344W,YLR406C,YLR441C,YLR448W,YML014W,YML026C,YML063W,YMR146C,YMR194W,YMR242C,YMR309C,YNL002C,YNL067W,YNL096C,YNL162W,YNL178W,YNL247W,YNL301C,YOL097C,YOL121C,YOR063W,YOR091W,YOR234C,YOR293W,YOR302W,YOR312C,YOR335C,YOR359W,YOR361C,YPL081W,YPL090C,YPL160W,YPL198W,YPR041W,YPR163C
GO:0043604	amide biosynthetic process	2.135061204102473e-8	2.135061204102473e-8	+1	YAL003W,YAL035W,YAL036C,YBL071W-A,YBL076C,YBR031W,YBR061C,YBR079C,YBR084W,YBR181C,YBR191W,YBR271W,YCL037C,YDL082W,YDL083C,YDL136W,YDL208W,YDL229W,YDR012W,YDR025W,YDR091C,YDR341C,YDR418W,YDR429C,YDR447C,YDR471W,YDR496C,YEL054C,YER025W,YER049W,YER056C-A,YER102W,YER117W,YER131W,YFL023W,YFL034C-A,YFR031C-A,YGL169W,YGR085C,YGR118W,YGR148C,YGR162W,YGR264C,YGR285C,YHL001W,YHL033C,YHR020W,YHR203C,YIL069C,YIL103W,YIL110W,YIL133C,YJL130C,YJL190C,YJL191W,YJR007W,YJR067C,YJR094W-A,YJR097W,YKL081W,YKL099C,YKL156W,YKL191W,YKR057W,YLR009W,YLR029C,YLR146C,YLR172C,YLR249W,YLR333C,YLR344W,YLR406C,YLR441C,YLR448W,YML014W,YML026C,YML063W,YMR146C,YMR194W,YMR242C,YMR309C,YNL002C,YNL067W,YNL096C,YNL162W,YNL178W,YNL247W,YNL256W,YNL301C,YOL097C,YOL121C,YOR063W,YOR091W,YOR234C,YOR293W,YOR302W,YOR312C,YOR335C,YOR359W,YOR361C,YPL081W,YPL090C,YPL160W,YPL198W,YPR041W,YPR145W,YPR163C
GO:0071840	cellular component organization or biogenesis	9.196677070018147e-8	9.196677070018147e-8	+1	YAL003W,YAL019W,YAL025C,YAL035W,YAL059W,YBL004W,YBL018C,YBL035C,YBL068W,YBR034C,YBR040W,YBR078W,YBR079C,YBR085W,YBR088C,YBR142W,YBR154C,YBR158W,YBR181C,YBR202W,YBR233W-A,YBR247C,YBR267W,YBR271W,YBR275C,YCL024W,YCL054W,YCL059C,YCR047C,YCR057C,YCR059C,YCR072C,YDL014W,YDL031W,YDL036C,YDL042C,YDL055C,YDL060W,YDL063C,YDL083C,YDL112W,YDL136W,YDL148C,YDL153C,YDL166C,YDL208W,YDL213C,YDL229W,YDR021W,YDR025W,YDR060W,YDR075W,YDR083W,YDR087C,YDR091C,YDR097C,YDR101C,YDR144C,YDR161W,YDR179W-A,YDR245W,YDR299W,YDR312W,YDR324C,YDR339C,YDR361C,YDR365C,YDR397C,YDR398W,YDR412W,YDR418W,YDR429C,YDR447C,YDR449C,YDR469W,YDR478W,YDR496C,YDR528W,YEL009C,YEL026W,YEL040W,YEL054C,YER002W,YER006W,YER025W,YER049W,YER056C-A,YER082C,YER102W,YER110C,YER126C,YER127W,YER131W,YFL002C,YFL023W,YFR001W,YGL008C,YGL029W,YGL055W,YGL078C,YGL097W,YGL099W,YGL111W,YGL120C,YGL169W,YGL171W,YGR030C,YGR078C,YGR081C,YGR085C,YGR090W,YGR103W,YGR108W,YGR118W,YGR128C,YGR140W,YGR145W,YGR148C,YGR158C,YGR159C,YGR162W,YGR188C,YGR245C,YGR251W,YGR271C-A,YGR280C,YGR285C,YHL001W,YHL011C,YHL033C,YHL039W,YHR040W,YHR052W,YHR062C,YHR065C,YHR066W,YHR072W-A,YHR085W,YHR088W,YHR089C,YHR143W-A,YHR148W,YHR169W,YHR170W,YHR196W,YHR197W,YIL019W,YIL069C,YIL091C,YIL096C,YIL110W,YIL131C,YIR012W,YIR026C,YJL010C,YJL033W,YJL050W,YJL069C,YJL074C,YJL109C,YJL122W,YJL148W,YJL158C,YJL191W,YJL208C,YJR002W,YJR007W,YJR041C,YJR063W,YJR067C,YJR070C,YJR072C,YKL009W,YKL014C,YKL078W,YKL082C,YKL084W,YKL099C,YKL113C,YKL143W,YKL156W,YKL172W,YKL181W,YKR024C,YKR057W,YKR060W,YKR081C,YKR099W,YLL008W,YLL011W,YLL034C,YLL035W,YLR002C,YLR008C,YLR009W,YLR015W,YLR051C,YLR063W,YLR068W,YLR074C,YLR084C,YLR106C,YLR129W,YLR175W,YLR186W,YLR196W,YLR197W,YLR221C,YLR222C,YLR223C,YLR243W,YLR249W,YLR276C,YLR300W,YLR336C,YLR344W,YLR355C,YLR385C,YLR397C,YLR409C,YLR435W,YLR441C,YLR448W,YLR449W,YML026C,YML060W,YML063W,YML093W,YMR014W,YMR049C,YMR076C,YMR093W,YMR128W,YMR131C,YMR215W,YMR229C,YMR239C,YMR241W,YMR269W,YMR290C,YMR301C,YMR305C,YMR307W,YMR308C,YNL002C,YNL022C,YNL061W,YNL066W,YNL068C,YNL075W,YNL087W,YNL096C,YNL110C,YNL112W,YNL113W,YNL124W,YNL132W,YNL164C,YNL178W,YNL182C,YNL186W,YNL207W,YNL221C,YNL227C,YNL240C,YNL248C,YNL282W,YNL308C,YNL313C,YNR017W,YNR024W,YNR038W,YNR046W,YNR053C,YNR054C,YOL010W,YOL022C,YOL041C,YOL077C,YOL080C,YOL109W,YOL121C,YOL144W,YOR001W,YOR004W,YOR048C,YOR056C,YOR063W,YOR078W,YOR119C,YOR145C,YOR195W,YOR206W,YOR210W,YOR224C,YOR233W,YOR234C,YOR243C,YOR272W,YOR287C,YOR293W,YOR294W,YOR310C,YOR338W,YOR340C,YOR341W,YPL012W,YPL043W,YPL050C,YPL081W,YPL082C,YPL090C,YPL093W,YPL126W,YPL146C,YPL157W,YPL198W,YPL211W,YPL217C,YPL226W,YPL241C,YPL252C,YPL266W,YPR010C,YPR016C,YPR041W,YPR048W,YPR110C,YPR112C,YPR119W,YPR137W,YPR143W,YPR144C,YPR163C,YPR187W
GO:0009123	nucleoside monophosphate metabolic process	1.258335760281254e-7	1.258335760281254e-7	+1	YAR015W,YBL068W,YBR252W,YDR020C,YDR399W,YDR441C,YGL234W,YGR061C,YHL011C,YHR128W,YJL130C,YKL181W,YKL216W,YLR432W,YML022W,YML056C,YML106W,YMR120C,YMR217W,YMR300C,YNL141W,YNR012W
GO:0009124	nucleoside monophosphate biosynthetic process	1.258335760281254e-7	1.258335760281254e-7	+1	YAR015W,YBL068W,YBR252W,YDR020C,YDR399W,YDR441C,YGL234W,YGR061C,YHL011C,YHR128W,YJL130C,YKL181W,YKL216W,YLR432W,YML022W,YML056C,YML106W,YMR120C,YMR217W,YMR300C,YNL141W,YNR012W
GO:0009156	ribonucleoside monophosphate biosynthetic process	1.760640172740844e-7	1.760640172740844e-7	+1	YAR015W,YBL068W,YDR020C,YDR399W,YDR441C,YGL234W,YGR061C,YHL011C,YHR128W,YJL130C,YKL181W,YKL216W,YLR432W,YML022W,YML056C,YML106W,YMR120C,YMR217W,YMR300C,YNL141W,YNR012W
GO:0009161	ribonucleoside monophosphate metabolic process	1.760640172740844e-7	1.760640172740844e-7	+1	YAR015W,YBL068W,YDR020C,YDR399W,YDR441C,YGL234W,YGR061C,YHL011C,YHR128W,YJL130C,YKL181W,YKL216W,YLR432W,YML022W,YML056C,YML106W,YMR120C,YMR217W,YMR300C,YNL141W,YNR012W
GO:0006518	peptide metabolic process	4.8045011632318e-7	4.8045011632318e-7	+1	YAL003W,YAL035W,YAL036C,YBL071W-A,YBL076C,YBR031W,YBR061C,YBR079C,YBR181C,YBR191W,YBR271W,YCL037C,YDL082W,YDL083C,YDL136W,YDL208W,YDL229W,YDR012W,YDR025W,YDR091C,YDR341C,YDR418W,YDR429C,YDR447C,YDR471W,YDR496C,YEL054C,YER025W,YER049W,YER056C-A,YER102W,YER117W,YER131W,YFL023W,YFL034C-A,YFR031C-A,YGL169W,YGR085C,YGR118W,YGR148C,YGR162W,YGR264C,YGR285C,YHL001W,YHL033C,YHR020W,YHR203C,YIL069C,YIL103W,YIL110W,YIL133C,YJL190C,YJL191W,YJR007W,YJR067C,YJR094W-A,YJR097W,YKL081W,YKL099C,YKL156W,YKL191W,YKR057W,YLR009W,YLR029C,YLR172C,YLR249W,YLR333C,YLR344W,YLR406C,YLR441C,YLR448W,YML014W,YML026C,YML063W,YMR146C,YMR194W,YMR242C,YMR309C,YNL002C,YNL067W,YNL096C,YNL162W,YNL178W,YNL247W,YNL301C,YOL097C,YOL121C,YOR063W,YOR091W,YOR234C,YOR293W,YOR302W,YOR312C,YOR335C,YOR359W,YOR361C,YPL081W,YPL090C,YPL160W,YPL198W,YPR041W,YPR163C
GO:0070925	organelle assembly	0.0000020090182446352555	0.0000020090182446352555	+1	YAL035W,YCL024W,YCR057C,YCR072C,YDR025W,YDR060W,YDR312W,YDR418W,YDR447C,YEL054C,YER131W,YFL002C,YGL008C,YGL099W,YGR085C,YGR108W,YGR140W,YGR148C,YGR159C,YGR162W,YHR066W,YHR085W,YHR088W,YHR197W,YIL110W,YIR012W,YIR026C,YJL191W,YKL009W,YKL156W,YKR081C,YKR099W,YLL008W,YLR009W,YLR106C,YLR221C,YLR448W,YMR229C,YNL182C,YNR054C,YOL077C,YOL080C,YOL121C,YOR063W,YOR293W,YPL146C,YPL211W,YPR016C,YPR041W,YPR112C,YPR119W
GO:0071426	ribonucleoprotein complex export from nucleus	0.0000034800498036238076	0.0000034800498036238076	+1	YAL059W,YBR034C,YBR247C,YCR047C,YDL229W,YDR091C,YDR101C,YDR361C,YDR395W,YER006W,YER131W,YFR001W,YGL097W,YGL099W,YGR081C,YGR090W,YGR128C,YGR245C,YGR285C,YHR088W,YHR170W,YHR197W,YJL010C,YJL050W,YKL143W,YLL034C,YLR074C,YML026C,YMR308C,YNL178W,YNL227C,YNR053C,YOL121C,YOR293W,YOR294W,YPL093W,YPL146C,YPL226W,YPR016C
