RepName	halfLife_tani
NM_005681,NM_139352,	3.13 
NM_024529,	3.13 
NM_152493,	3.13 
NM_018101,	3.13 
NM_001013642,	3.13 
NM_005686,	3.13 
NM_016074,	3.13 
NM_152769,	3.13 
NM_152600,	3.13 
NM_025136,NM_001017989,	3.13 
NM_013433,	3.13 
NM_017572,NM_199054,	3.13 
NM_173481,	3.13 
NM_153220,	3.13 
NM_020230,	3.13 
NM_016263,	3.13 
NM_014480,	3.13 
NM_182978,NM_002071,	3.13 
NM_006629,	3.13 
NM_000411,	3.13 
NM_001001992,NM_006447,NM_001032410,	3.13 
NM_022340,	3.13 
NM_024871,	3.13 
NM_145859,NM_145860,NM_007217,	3.13 
NM_025222,	3.13 
NM_052969,	3.13 
NM_001012409,NM_001012412,NM_138484,NM_001012413,NM_001012411,NM_001012410,	3.13 
NM_032806,	3.13 
NM_006218,	3.13 
NM_005578,	3.13 
NM_153605,	3.13 
NM_022763,	3.13 
NM_152395,	3.13 
NM_003043,	3.13 
NM_001570,	3.13 
NM_173570,	3.13 
NM_016481,	3.13 
NM_024820,NM_020946,	3.13 
NM_024761,	3.13 
NM_007371,	3.13 
NM_032342,	3.13 
NM_138462,	3.13 
NM_014397,	3.13 
NM_033082,	3.13 
NM_016533,	3.13 
NM_181847,	3.13 
NM_024667,	3.13 
NM_020782,	3.13 
NM_001516,	3.13 
NM_015275,	3.13 
NM_001345,NM_201445,NM_201444,NM_201554,	3.13 
NM_030882,NM_145637,	3.13 
NM_172002,	3.13 
NM_022720,	3.13 
NM_001001788,	3.13 
NM_014611,	3.13 
NM_004849,	3.13 
NM_198568,	3.13 
NM_145063,	3.13 
NM_006238,	3.13 
NM_006080,	3.13 
NM_022445,NM_001042482,	3.13 
NM_006076,	3.13 
NM_003596,	3.13 
NM_024553,NM_017667,	3.13 
NM_173517,	3.13 
NM_182597,	3.13 
NM_002013,	3.13 
NM_017791,	3.13 
NM_001513,NM_145871,NM_145870,	3.13 
NM_145725,NM_145726,NM_003300,	3.13 
NM_014844,	3.13 
NM_033212,	3.13 
NM_015144,	3.13 
NM_001761,	3.13 
NM_014711,	3.13 
NM_033291,NM_000381,NM_033290,	3.13 
NM_000390,	3.13 
NM_020926,NM_017745,	3.13 
NM_005333,	3.13 
NM_021946,	3.13 
NM_032227,	3.13 
NM_001006612,NM_001006613,NM_016303,NM_001006614,	3.13 
NM_198834,NM_198838,NM_198839,NM_198836,NM_198837,	3.13 
NM_022070,	3.13 
NM_016060,	3.13 
NM_015986,	3.13 
NM_198147,	3.13 
NM_006361,	3.13 
NM_144975,	3.13 
NM_025149,	3.13 
NM_182565,	3.13 
NM_153604,	3.13 
NM_138775,	3.13 
NM_020228,NM_199439,NM_199438,NM_199437,	3.13 
NM_031450,	3.13 
NM_001004327,	3.13 
NM_024650,	3.13 
NM_003442,	3.13 
NM_014786,	3.13 
NM_022369,	3.13 
NM_014994,	3.13 
NM_014630,	3.13 
NM_004136,	3.13 
NM_032991,NM_004346,	3.13 
NM_012224,	3.13 
NM_001039717,	3.13 
NM_001006655,NM_015398,	3.13 
NM_007246,	3.13 
NM_001014279,	3.17 
NM_004045,	3.17 
NM_139168,NM_001077199,	3.17 
NM_173797,	3.17 
NM_003135,	3.17 
NM_012167,NM_018693,NM_025133,	3.17 
NM_014497,NM_001014972,	3.17 
NM_178439,	3.17 
NM_015575,	3.17 
NM_030932,NM_001042517,	3.17 
NM_024561,NM_018527,	3.17 
NM_001002266,NM_001002265,NM_145021,	3.17 
NM_170753,	3.17 
NM_182765,NM_173497,	3.17 
NM_014431,	3.17 
NM_138384,	3.17 
NM_018063,	3.17 
NM_001123,NM_006721,	3.17 
NM_014317,	3.17 
NM_006951,	3.17 
NM_153256,	3.17 
NM_018461,NM_001003656,	3.17 
NM_172318,NM_002237,	3.17 
NM_032034,	3.17 
NM_006534,NM_181659,	3.17 
NM_032819,	3.17 
NM_001024380,NM_001024381,NM_078473,NM_031940,	3.17 
NM_173687,	3.17 
NM_015014,	3.17 
NM_005665,	3.17 
NM_014597,	3.17 
NM_016361,	3.17 
NM_017887,	3.17 
NM_152609,	3.17 
NM_018254,	3.17 
NM_017847,	3.17 
NM_002713,NM_014110,NM_138558,	3.17 
NM_004952,	3.17 
NM_004565,	3.17 
NM_018061,	3.17 
NM_170692,NM_004841,	3.17 
NM_004623,	3.17 
NM_130898,	3.17 
NM_004750,	3.17 
NM_144613,	3.17 
NM_152482,	3.17 
NM_013348,NM_170720,	3.17 
NM_024682,	3.17 
NM_014686,	3.17 
NM_153211,	3.17 
NM_014177,	3.17 
NM_001390,NM_032978,NM_032980,NM_001391,NM_032981,NM_032975,NM_001392,NM_032979,	3.17 
NM_032142,	3.17 
NM_004414,NM_203418,NM_203417,	3.17 
NM_030891,	3.17 
NM_001008390,NM_003663,	3.17 
NM_005781,NM_001010938,	3.17 
NM_001407,	3.17 
NM_006548,NM_001007225,	3.17 
NM_033254,	3.17 
NM_020754,	3.17 
NM_052990,NM_052989,NM_052985,NM_018262,	3.17 
NM_001002799,NM_001002800,NM_005496,	3.17 
NM_183245,NM_014425,	3.17 
NM_007018,	3.17 
NM_015110,	3.17 
NM_080877,	3.17 
NM_006648,	3.17 
NM_033086,	3.17 
NM_030978,	3.17 
NM_032345,	3.17 
NM_175054,	3.17 
NM_153694,	3.17 
NM_002223,	3.17 
NM_006931,	3.17 
NM_014999,	3.17 
NM_001009894,	3.17 
NM_014718,	3.17 
NM_004399,NM_030653,	3.17 
NM_022727,NM_182984,	3.17 
NM_005923,	3.17 
NM_020408,	3.17 
NM_020388,NM_183380,NM_015548,NM_001723,	3.17 
NM_015089,	3.17 
NM_015278,	3.17 
NM_003913,	3.17 
NM_004053,	3.17 
NM_007104,	3.17 
NM_015895,	3.17 
NM_014343,NM_138429,	3.17 
NM_000466,	3.17 
NM_013284,	3.17 
NM_033015,NM_006712,	3.17 
NM_139179,	3.17 
NM_031443,NM_001029835,	3.17 
NM_138446,	3.17 
NM_001013723,	3.17 
NM_014504,	3.17 
NM_138452,	3.17 
NM_006568,	3.17 
NM_182563,	3.17 
NM_015020,	3.17 
NM_017740,	3.17 
NM_080663,	3.17 
NM_025082,	3.17 
NM_014972,	3.17 
NM_080879,	3.17 
NM_014235,	3.17 
NM_017776,	3.17 
NM_144658,	3.17 
NM_022838,	3.17 
NM_148172,NM_007169,NM_148173,	3.17 
NM_024927,	3.17 
NM_024683,	3.17 
NM_014001,NM_138619,	3.17 
NM_138793,	3.17 
NM_013290,NM_016556,	3.17 
NM_198955,NM_144677,	3.17 
NM_030962,	3.17 
NM_014824,	3.17 
NM_024099,	3.17 
NM_152434,	3.17 
NM_182904,	3.17 
NM_006645,	3.17 
NM_001033506,NM_001033505,NM_001326,	3.17 
NM_033135,NM_025208,	3.17 
NM_005125,	3.17 
NM_138471,	3.17 
NM_015191,	3.17 
NM_006473,	3.17 
NM_017743,NM_197960,NM_197961,NM_130434,	3.17 
NM_014326,	3.17 
NM_173500,	3.17 
NM_017672,	3.17 
NM_002041,NM_005254,NM_016654,NM_181427,NM_016655,	3.17 
NM_017762,	3.17 
NM_005078,	3.17 
NM_182703,	3.17 
NM_000057,	3.17 
NM_014967,	3.17 
NM_173075,	3.17 
NM_198595,NM_021638,	3.17 
NM_004439,NM_182472,	3.17 
NM_020236,	3.17 
NM_182982,NM_001004056,NM_001004057,	3.17 
NM_002477,	3.17 
NM_003652,NM_001014447,NM_001014448,	3.17 
NM_024786,	3.23 
NM_199133,	3.23 
NM_173829,	3.23 
NM_002372,	3.23 
NM_014733,	3.23 
NM_138348,	3.23 
NM_006467,	3.23 
NM_013233,	3.23 
NM_014911,	3.23 
NM_032180,	3.23 
NM_032143,	3.23 
NM_001039569,	3.23 
NM_138448,	3.23 
NM_199227,	3.23 
NM_006296,	3.23 
NM_032726,	3.23 
NM_001042426,NM_001809,	3.23 
NM_001032998,NM_003937,	3.23 
NM_005680,	3.23 
NM_015057,	3.23 
NM_203495,NM_203497,	3.23 
NM_024719,	3.23 
NM_175854,	3.23 
NM_152324,	3.23 
NM_015045,	3.23 
NM_033261,	3.23 
NM_024928,	3.23 
NM_152707,	3.23 
NM_001613,	3.23 
NM_015652,	3.23 
NM_018121,	3.23 
NM_020967,	3.23 
NM_006698,	3.23 
NM_138578,NM_001191,	3.23 
NM_184237,NM_004902,NM_184241,NM_184244,NM_184234,	3.23 
NM_001035518,NM_007186,	3.23 
NM_006690,	3.23 
NM_032378,NM_001960,	3.23 
NM_177965,	3.23 
NM_004260,	3.23 
NM_012154,	3.23 
NM_030580,	3.23 
NM_001024732,NM_016011,	3.23 
NM_032636,NM_001005290,NM_001032290,NM_001032291,	3.23 
NM_015590,NM_182679,	3.23 
NM_020394,	3.23 
NM_002646,	3.23 
NM_172071,	3.23 
NM_017646,	3.23 
NM_001703,	3.23 
NM_017953,	3.23 
NM_005455,NM_203350,	3.23 
NM_007269,	3.23 
NM_015203,	3.23 
NM_014955,NM_001007239,NM_015935,	3.23 
NM_144573,	3.23 
NM_007357,	3.23 
NM_018186,	3.23 
NM_020127,	3.23 
NM_138467,	3.23 
NM_001024948,NM_017737,	3.23 
NM_000560,NM_001040033,	3.23 
NM_018049,	3.23 
NM_020959,	3.23 
NM_013342,	3.23 
NM_001405,	3.23 
NM_005483,	3.23 
NM_173505,	3.23 
NM_002845,	3.23 
NM_022899,	3.23 
NM_003615,	3.23 
NM_021105,	3.23 
NM_173472,	3.23 
NM_024661,	3.23 
NM_144641,	3.23 
NM_025010,	3.23 
NM_007184,	3.23 
NM_003371,	3.23 
NM_001002269,NM_016042,	3.23 
NM_194313,	3.23 
NM_014811,	3.23 
NM_016525,	3.23 
NM_001005373,NM_001005374,NM_138361,	3.23 
NM_001012502,	3.23 
NM_031292,	3.23 
NM_014311,	3.23 
NM_016399,	3.23 
NM_014871,	3.23 
NM_001031701,NM_016575,	3.23 
NM_144668,	3.23 
NM_015026,	3.23 
NM_032300,	3.23 
NM_002969,	3.23 
NM_014678,	3.23 
NM_153044,	3.23 
NM_152513,	3.23 
NM_153050,NM_153051,NM_021090,	3.23 
NM_020468,NM_153816,	3.23 
NM_019096,	3.23 
NM_033515,	3.23 
NM_012288,	3.23 
NM_014989,	3.23 
NM_003542,	3.23 
NM_003194,	3.23 
NM_152998,NM_004456,	3.23 
NM_178831,	3.23 
NM_017654,	3.23 
NM_138434,	3.23 
NM_016019,	3.23 
NM_021003,NM_177951,NM_177952,	3.23 
NM_182926,	3.23 
NM_182913,NM_015180,NM_182912,NM_182914,NM_182910,	3.23 
NM_153046,	3.23 
NM_000135,NM_001018112,	3.23 
NM_145253,	3.23 
NM_178863,	3.23 
NM_014567,	3.23 
NM_001042428,NM_003456,	3.23 
NM_020705,	3.23 
NM_012282,	3.23 
NM_021109,	3.23 
NM_030753,	3.23 
NM_001003715,NM_001003716,NM_004259,	3.23 
NM_032376,	3.23 
NM_000152,	3.23 
NM_013323,NM_152244,	3.23 
NM_015355,	3.23 
NM_017559,	3.23 
NM_017749,	3.23 
NM_005418,NM_139157,NM_213618,	3.23 
NM_020251,NM_004041,	3.23 
NM_015517,NM_198971,	3.23 
NM_021134,	3.23 
NM_015079,	3.23 
NM_004580,NM_183234,NM_183235,NM_183236,	3.23 
NM_003922,	3.23 
NM_020447,	3.23 
NM_002044,NM_001001556,	3.23 
NM_148894,	3.23 
NM_025196,	3.23 
NM_024090,	3.23 
NM_006320,	3.23 
NM_018302,	3.23 
NM_018569,	3.23 
NM_178043,NM_032239,NM_018078,	3.23 
NM_001004346,	3.23 
NM_003023,	3.23 
NM_020860,	3.23 
NM_152400,	3.23 
NM_173468,	3.23 
NM_021147,NM_001024592,	3.28 
NM_016290,	3.28 
NM_022130,	3.28 
NM_001034850,NM_019000,	3.28 
NM_023073,	3.28 
NM_003059,	3.28 
NM_022828,	3.28 
NM_012176,NM_033484,	3.28 
NM_001744,	3.28 
NM_016516,NM_001005739,	3.28 
NM_005102,NM_001042548,	3.28 
NM_138802,	3.28 
NM_152879,NM_003648,	3.28 
NM_019014,	3.28 
NM_015320,NM_032995,	3.28 
NM_032824,	3.28 
NM_138779,	3.28 
NM_001040429,	3.28 
NM_014923,	3.28 
NM_032797,	3.28 
NM_020824,	3.28 
NM_145698,NM_001042473,	3.28 
NM_003893,	3.28 
NM_032905,	3.28 
NM_006997,NM_206861,NM_206862,NM_206860,	3.28 
NM_080621,	3.28 
NM_080725,	3.28 
NM_152897,NM_033421,NM_001042632,NM_001042633,	3.28 
NM_183057,NM_016208,	3.28 
NM_018482,	3.28 
NM_005607,NM_153831,	3.28 
NM_006421,	3.28 
NM_005836,	3.28 
NM_001556,	3.28 
NM_003114,NM_172218,	3.28 
NM_001039712,NM_032998,NM_001039711,	3.28 
NM_015446,	3.28 
NM_001990,	3.28 
NM_153259,	3.28 
NM_018207,	3.28 
NM_022735,	3.28 
NM_014654,	3.28 
NM_014875,	3.28 
NM_018136,	3.28 
NM_198149,	3.28 
NM_052843,	3.28 
NM_003594,	3.28 
NM_203458,	3.28 
NM_144618,	3.28 
NM_001024594,	3.28 
NM_014810,	3.28 
NM_002585,	3.28 
NM_178159,NM_023008,	3.28 
NM_024527,	3.28 
NM_012398,	3.28 
NM_173636,	3.28 
NM_016202,NM_207115,	3.28 
NM_006635,	3.28 
NM_024899,	3.28 
NM_006701,	3.28 
NM_006162,NM_172390,NM_172387,NM_172389,NM_172388,	3.28 
NM_153752,	3.28 
NM_015151,NM_206889,NM_206891,NM_206890,	3.28 
NM_018130,	3.28 
NM_032750,	3.28 
NM_004733,	3.28 
NM_020792,	3.28 
NM_005793,	3.28 
NM_006219,	3.28 
NM_015938,	3.28 
NM_017948,	3.28 
NM_001008567,NM_000368,	3.28 
NM_018465,	3.28 
NM_002829,	3.28 
NM_003026,	3.28 
NM_032552,NM_138709,	3.28 
NM_147134,NM_002504,NM_147133,	3.28 
NM_025103,	3.28 
NM_020207,NM_001034155,	3.28 
NM_007005,	3.28 
NM_020845,	3.28 
NM_002837,	3.28 
NM_003211,	3.28 
NM_152641,	3.28 
NM_018686,	3.28 
NM_018179,	3.28 
NM_012143,NM_001008697,	3.28 
NM_001001479,	3.28 
NM_001003891,NM_015889,	3.28 
NM_015088,NM_001024843,	3.28 
NM_001002837,NM_014422,	3.28 
NM_007044,	3.28 
NM_017934,	3.28 
NM_020381,	3.28 
NM_021977,	3.28 
NM_021956,NM_175768,	3.28 
NM_153005,NM_031480,	3.28 
NM_001012456,NM_014302,	3.28 
NM_033224,	3.28 
NM_006348,NM_181733,	3.28 
NM_015198,	3.28 
NM_007349,	3.28 
NM_181552,NM_181500,NM_001913,	3.28 
NM_007155,	3.28 
NM_007039,	3.28 
NM_016049,	3.28 
NM_032560,	3.28 
NM_001008744,NM_018319,	3.28 
NM_032352,	3.28 
NM_006110,	3.28 
NM_003223,	3.28 
NM_032140,	3.28 
NM_018975,	3.28 
NM_182922,	3.28 
NM_015251,	3.28 
NM_001361,NM_001025193,	3.28 
NM_000339,	3.28 
NM_016561,	3.28 
NM_018301,	3.28 
NM_021120,	3.28 
NM_005491,	3.28 
NM_006733,	3.28 
NM_138923,NM_004606,	3.28 
NM_024086,	3.28 
NM_025099,	3.28 
NM_001007229,NM_001007226,NM_001007227,NM_001007228,NM_001007230,NM_003563,	3.28 
NM_022066,	3.28 
NM_006546,	3.28 
NM_153228,	3.28 
NM_001665,	3.28 
NM_001039548,	3.28 
NM_020179,	3.28 
NM_018490,	3.28 
NM_198275,	3.28 
NM_173810,	3.28 
NM_001024844,NM_002231,	3.28 
NM_000614,	3.28 
NM_025128,	3.28 
NM_018161,	3.28 
NM_032251,	3.28 
NM_130839,NM_130838,NM_000462,	3.28 
NM_001040610,NM_024580,	3.28 
NM_020214,	3.28 
NM_032856,	3.28 
NM_017858,	3.28 
NM_199357,NM_014783,	3.28 
NM_173469,	3.28 
NM_006738,NM_144767,NM_007200,	3.28 
NM_017741,	3.28 
NM_004898,	3.28 
NM_002703,	3.28 
NM_003603,NM_021069,	3.28 
NM_152540,	3.28 
NM_003501,	3.28 
NM_001025593,NM_014447,NM_001025595,	3.28 
NM_198892,NM_017593,	3.28 
NM_025144,	3.28 
NM_020773,	3.28 
NM_153717,	3.28 
NM_203284,NM_005349,NM_203283,NM_015874,	3.28 
NM_024872,	3.33 
NM_194249,	3.33 
NM_032151,	3.33 
NM_018046,	3.33 
NM_058230,	3.33 
NM_152409,	3.33 
NM_025158,NM_001040452,NM_001040451,	3.33 
NM_002454,NM_024010,	3.33 
NM_138782,	3.33 
NM_004510,NM_080424,NM_004509,	3.33 
NM_015148,	3.33 
NM_012290,	3.33 
NM_004490,	3.33 
NM_181742,NM_002552,NM_181741,	3.33 
NM_152527,	3.33 
NM_006190,	3.33 
NM_152523,	3.33 
NM_016622,NM_145644,	3.33 
NM_001042702,	3.33 
NM_018226,	3.33 
NM_012249,	3.33 
NM_152720,NM_002498,	3.33 
NM_022118,	3.33 
NM_148957,NM_018647,	3.33 
NM_001001976,NM_007041,	3.33 
NM_207119,NM_018239,NM_018205,	3.33 
NM_014836,NM_198225,NM_001032380,	3.33 
NM_153367,	3.33 
NM_100486,NM_016628,NM_100264,	3.33 
NM_007373,	3.33 
NM_032429,	3.33 
NM_018518,NM_182751,	3.33 
NM_021252,	3.33 
NM_020820,	3.33 
NM_139016,	3.33 
NM_014018,	3.33 
NM_015117,	3.33 
NM_017570,	3.33 
NM_152415,	3.33 
NM_138436,	3.33 
NM_024940,	3.33 
NM_018166,	3.33 
NM_131917,NM_007051,	3.33 
NM_004468,	3.33 
NM_005401,	3.33 
NM_018066,	3.33 
NM_153213,	3.33 
NM_018489,	3.33 
NM_144620,	3.33 
NM_012102,NM_001042682,NM_001042681,	3.33 
NM_199044,	3.33 
NM_053052,	3.33 
NM_153035,	3.33 
NM_003579,	3.33 
NM_001042758,NM_015326,	3.33 
NM_133494,	3.33 
NM_005095,	3.33 
NM_001003679,NM_001003680,NM_002303,	3.33 
NM_003838,	3.33 
NM_001800,NM_079421,	3.33 
NM_004720,	3.33 
NM_003260,	3.33 
NM_178830,	3.33 
NM_031213,	3.33 
NM_017659,	3.33 
NM_014727,	3.33 
NM_001025300,	3.33 
NM_015565,	3.33 
NM_020865,	3.33 
NM_001184,	3.33 
NM_032492,	3.33 
NM_033084,NM_001018115,	3.33 
NM_152699,	3.33 
NM_017998,	3.33 
NM_031432,	3.33 
NM_005077,	3.33 
NM_015392,	3.33 
NM_015239,	3.33 
NM_021111,	3.33 
NM_002451,	3.33 
NM_016053,	3.33 
NM_178314,	3.33 
NM_024953,	3.33 
NM_002583,	3.33 
NM_181783,	3.33 
NM_001031698,NM_012272,	3.33 
NM_004592,	3.33 
NM_025215,NM_001002020,NM_001002019,	3.33 
NM_003935,	3.33 
NM_015330,	3.33 
NM_033318,	3.33 
NM_019008,	3.33 
NM_152267,	3.33 
NM_015525,	3.33 
NM_001188,	3.33 
NM_022113,	3.33 
NM_021648,	3.33 
NM_030939,	3.33 
NM_003569,	3.33 
NM_018135,	3.33 
NM_012160,	3.33 
NM_032860,	3.33 
NM_007124,	3.33 
NM_003512,	3.33 
NM_001315,NM_139012,NM_139014,NM_139013,	3.33 
NM_004842,NM_138633,NM_016377,	3.33 
NM_003898,	3.33 
NM_001042493,NM_020425,	3.33 
NM_004875,NM_203290,	3.33 
NM_017954,NM_001009571,	3.33 
NM_032350,	3.33 
NM_024963,	3.33 
NM_016086,	3.33 
NM_006304,	3.33 
NM_015723,	3.33 
NM_174929,NM_031449,	3.33 
NM_198949,NM_198954,NM_198950,NM_198952,NM_198948,NM_002452,NM_198953,	3.33 
NM_014855,	3.33 
NM_152445,	3.33 
NM_004545,	3.33 
NM_005197,	3.33 
NM_017924,	3.33 
NM_152444,	3.33 
NM_032444,	3.33 
NM_032259,	3.33 
NM_013263,	3.33 
NM_003674,NM_052987,NM_052988,	3.33 
NM_145294,	3.33 
NM_173215,NM_138714,NM_173214,NM_138713,NM_006599,	3.33 
NM_022041,	3.33 
NM_032451,	3.33 
NM_014712,	3.33 
NM_016937,	3.33 
NM_001006113,NM_002536,	3.33 
NM_015113,	3.33 
NM_032580,	3.33 
NM_001033555,NM_001033554,NM_152904,NM_001033553,	3.33 
NM_203499,NM_007372,	3.33 
NM_018996,	3.33 
NM_016231,	3.33 
NM_015077,	3.33 
NM_001004431,	3.33 
NM_173582,	3.33 
NM_001532,	3.33 
NM_001043229,	3.33 
NM_004111,	3.33 
NM_203494,	3.33 
NM_138477,	3.33 
NM_017691,	3.33 
NM_016530,	3.33 
NM_002748,	3.33 
NM_018699,	3.33 
NM_032313,	3.33 
NM_005908,	3.33 
NM_138386,	3.33 
NM_032547,	3.33 
NM_032717,	3.33 
NM_024830,	3.39 
NM_139164,	3.39 
NM_022824,	3.39 
NM_016644,	3.39 
NM_015384,NM_133433,	3.39 
NM_001038702,NM_020240,	3.39 
NM_018000,	3.39 
NM_004257,	3.39 
NM_032603,	3.39 
NM_004826,	3.39 
NM_018471,	3.39 
NM_199482,NM_015387,	3.39 
NM_014905,	3.39 
NM_006751,	3.39 
NM_001025436,NM_024532,	3.39 
NM_016030,	3.39 
NM_005845,	3.39 
NM_000123,	3.39 
NM_005358,	3.39 
NM_023011,NM_080687,	3.39 
NM_172200,NM_002189,	3.39 
NM_022451,	3.39 
NM_152586,	3.39 
NM_182543,	3.39 
NM_194303,	3.39 
NM_199181,	3.39 
NM_144703,	3.39 
NM_130811,NM_003081,	3.39 
NM_052865,	3.39 
NM_139317,NM_022161,	3.39 
NM_025115,	3.39 
NM_025251,	3.39 
NM_001394,NM_057158,	3.39 
NM_032899,NM_207006,	3.39 
NM_022749,	3.39 
NM_032410,	3.39 
NM_153704,	3.39 
NM_001009882,NM_001009881,NM_015269,	3.39 
NM_001042664,NM_198681,NM_001042663,NM_001042665,NM_020631,	3.39 
NM_005399,	3.39 
NM_000110,	3.39 
NM_145167,	3.39 
NM_012236,NM_001031694,	3.39 
NM_003557,	3.39 
NM_198494,	3.39 
NM_015350,	3.39 
NM_014675,	3.39 
NM_130398,NM_003686,NM_006027,	3.39 
NM_015506,	3.39 
NM_014002,	3.39 
NM_203500,NM_012289,	3.39 
NM_004756,	3.39 
NM_005919,	3.39 
NM_005858,	3.39 
NM_024301,NM_001039885,	3.39 
NM_032207,	3.39 
NM_004240,	3.39 
NM_001040664,	3.39 
NM_006033,	3.39 
NM_018255,	3.39 
NM_015834,NM_001112,NM_015833,NM_001033049,	3.39 
NM_203315,NM_203314,NM_004051,	3.39 
NM_144718,	3.39 
NM_017784,	3.39 
NM_024947,	3.39 
NM_004087,	3.39 
NM_003392,	3.39 
NM_003549,	3.39 
NM_004186,	3.39 
NM_018309,	3.39 
NM_002222,	3.39 
NM_033627,NM_016381,NM_130384,NM_032166,NM_033629,NM_033628,	3.39 
NM_018023,	3.39 
NM_000249,	3.39 
NM_015480,	3.39 
NM_017875,	3.39 
NM_198484,	3.39 
NM_012298,	3.39 
NM_003829,	3.39 
NM_017617,	3.39 
NM_032937,	3.39 
NM_019051,	3.39 
NM_030767,	3.39 
NM_147202,	3.39 
NM_024345,	3.39 
NM_015918,NM_198202,	3.39 
NM_014802,	3.39 
NM_015270,NM_020983,	3.39 
NM_007174,	3.39 
NM_153348,NM_012174,	3.39 
NM_013229,NM_181869,NM_181868,NM_001160,NM_181861,	3.39 
NM_058169,	3.39 
NM_207311,	3.39 
NM_006700,	3.39 
NM_001953,	3.39 
NM_018006,	3.39 
NM_006767,	3.39 
NM_006932,NM_134269,NM_134270,	3.39 
NM_001039141,NM_138632,NM_007032,	3.39 
NM_014452,	3.39 
NM_002043,	3.39 
NM_020320,	3.39 
NM_024518,	3.39 
NM_003539,	3.39 
NM_153369,	3.39 
NM_016108,	3.39 
NM_015891,	3.39 
NM_182691,NM_182692,	3.39 
NM_003382,	3.39 
NM_003852,NM_015905,	3.39 
NM_181597,NM_003364,	3.39 
NM_014660,NM_001007157,	3.39 
NM_032639,	3.39 
NM_024913,	3.39 
NM_001024944,NM_001024943,NM_001024946,NM_000048,	3.39 
NM_001042535,NM_031946,	3.39 
NM_030791,	3.39 
NM_001040108,NM_014381,	3.39 
NM_015346,	3.39 
NM_022495,	3.39 
NM_002687,	3.39 
NM_022474,	3.39 
NM_021239,	3.39 
NM_006927,	3.39 
NM_022341,	3.39 
NM_001481,	3.39 
NM_138414,	3.39 
NM_018703,NM_006910,NM_032626,	3.39 
NM_032167,	3.39 
NM_031208,NM_001018104,	3.39 
NM_000303,	3.39 
NM_006150,	3.39 
NM_005044,	3.39 
NM_004992,	3.39 
NM_006089,	3.39 
NM_153333,NM_001006684,	3.39 
NM_016024,	3.39 
NM_017949,	3.39 
NM_003727,	3.39 
NM_183377,NM_001094,	3.39 
NM_002126,	3.39 
NM_032387,	3.39 
NM_020791,	3.39 
NM_144611,	3.39 
NM_001303,	3.39 
NM_153229,	3.39 
NM_001031803,NM_001015002,NM_004524,	3.39 
NM_152348,	3.39 
NM_004514,	3.39 
NM_153676,NM_005709,	3.39 
NM_024678,	3.39 
NM_173589,	3.39 
NM_024556,	3.39 
NM_003957,	3.39 
NM_002843,	3.39 
NM_001039468,NM_017490,NM_004954,NM_001039469,	3.39 
NM_003682,NM_130474,NM_130473,NM_130471,NM_130476,NM_130472,NM_130475,NM_130470,	3.39 
NM_004809,	3.39 
NM_004330,	3.39 
NM_018668,	3.39 
NM_152451,NM_001018100,NM_001018091,NM_001018090,	3.39 
NM_198141,	3.39 
NM_006122,	3.39 
NM_015554,	3.39 
NM_144571,	3.39 
NM_033115,	3.39 
NM_014961,NM_001037442,	3.39 
NM_018401,	3.39 
NM_016648,NM_015454,	3.39 
NM_004387,	3.45 
NM_024594,	3.45 
NM_152550,	3.45 
NM_004553,	3.45 
NM_001044723,NM_001031812,NM_004384,NM_001044722,	3.45 
NM_152520,	3.45 
NM_198554,NM_022065,	3.45 
NM_005760,	3.45 
NM_206895,	3.45 
NM_024322,	3.45 
NM_020122,	3.45 
NM_032974,NM_032977,NM_001230,	3.45 
NM_138285,NM_001008544,	3.45 
NM_032116,NM_001014380,	3.45 
NM_194298,	3.45 
NM_080599,NM_015542,	3.45 
NM_032154,NM_001011663,	3.45 
NM_015221,	3.45 
NM_001380,	3.45 
NM_018999,	3.45 
NM_198436,NM_003600,NM_198435,NM_198437,NM_198434,NM_198433,	3.45 
NM_002895,NM_183404,	3.45 
NM_175848,NM_006892,NM_175849,NM_175850,	3.45 
NM_001001925,NM_020749,NM_001001927,NM_001001931,NM_001001924,	3.45 
NM_030954,	3.45 
NM_201589,	3.45 
NM_018361,	3.45 
NM_138431,	3.45 
NM_001722,	3.45 
NM_001011667,NM_024300,NM_001011668,NM_001011671,NM_001011669,NM_001011670,	3.45 
NM_032205,NM_198513,NM_016018,	3.45 
NM_024640,	3.45 
NM_144988,	3.45 
NM_138795,	3.45 
NM_178547,	3.45 
NM_001126,	3.45 
NM_032027,	3.45 
NM_001020658,NM_014676,	3.45 
NM_014949,	3.45 
NM_024686,	3.45 
NM_003036,	3.45 
NM_004768,	3.45 
NM_001013615,	3.45 
NM_014017,	3.45 
NM_002744,NM_001033581,NM_001033582,	3.45 
NM_004698,	3.45 
NM_024664,	3.45 
NM_032816,	3.45 
NM_013312,	3.45 
NM_007056,	3.45 
NM_145185,	3.45 
NM_015603,	3.45 
NM_023072,	3.45 
NM_017967,	3.45 
NM_000479,	3.45 
NM_006101,	3.45 
NM_015277,	3.45 
NM_048368,NM_004715,	3.45 
NM_002647,	3.45 
NM_002640,NM_001031848,NM_198833,	3.45 
NM_199050,	3.45 
NM_003307,NM_001001188,	3.45 
NM_004628,	3.45 
NM_018297,	3.45 
NM_002673,	3.45 
NM_000094,	3.45 
