gene	comName	lfc_interaction	padj_interaction	log2FoldChange_Stress_Vs_NoStress_WT	log2FoldChange_Stress_Vs_NoStress_KO	padj_Stress_Vs_NoStress_WT	padj_Stress_Vs_NoStress_KO	stressGene	mutantDep	04NB70_02834AAA_TTAACT	05NB70_02835AAA_TGCACG	06NB70_02836AAA_TATGTC	07NB70_02837AAA_CCTAAG	08NB70_02838AAA_GTGTAG	09NB70_02839AAA_GGAGGT	01NB70_02831AAA_TCAGGA	02NB70_02832AAA_GATCAC	03NB70_02833AAA_GTCAGG	10NB70_02840AAA_GGCTGC	11NB70_02841AAA_TGTGCA	12NB70_02842AAA_CCGCAA
1472	YOR347C	PYK2	-1.06679428030731	0.18865972442186	1.88430711239667	0.81598801546938	0.0319433500720888	1	Upregulated	-	1021.50725752688	459.745960033846	2023.62364227244	371.601853652563	731.69820262465	470.863734861012	304.404924157764	1653.92359296004	498.336829886784	761.293444846741	409.070469639043	731.176839603711
1473	YOR348C	PUT4	-3.11162183749565	2.16041552371046e-09	6.16588238229179	3.0426326828414	4.4095332763553e-50	5.47594864430232e-17	Upregulated	Less upregulated	2165.5383981044	60.277803648882	4690.23101493555	41.7725737127003	344.715327809045	26.8367931786069	33.9304851768208	3640.97789542409	51.071786913863	281.837003678202	33.7676095220908	240.508929981322
1484	YOR359W	VTS1	0.900944177540575	0.0505940793471671	-2.07142299124693	-1.17450700226604	1.85476208442419e-05	0.53280515488127	Downregulated	-	530.699377167032	2488.75813031655	500.975053739962	2507.22468471436	1026.63175284819	2320.16275571411	2109.50673556463	722.565200896019	2703.70944662178	1089.82533670831	2231.55659498846	1049.62847837528
1499	YOR374W	ALD4	-4.08657230638329	4.87792442571176e-36	5.27059339514759	1.17862471203156	2.15370407152486e-56	0.939183577479598	Upregulated	Less upregulated	14103.0688176549	526.153709816513	23824.5852984629	500.400622600055	1271.78352548623	459.885046742491	423.646343493448	23104.4914968326	619.051962592279	1063.14254346067	492.042310179037	999.15129553969
1512	YOR385W		-0.291243132726385	1	1.69612775617929	1.40094226249406	0.0286356772486298	0.137853854359189	Upregulated	-	878.32527791537	240.089556906564	678.485899553334	328.959017987515	696.944886197035	279.34661990459	301.496596856893	1033.40899673603	249.168414943392	706.260183773482	314.521162977189	1065.95933164561
1535	YGL254W	FZF1	0.861309317520651	0.134708698829609	-1.69984709945524	-0.844402603713767	0.0279830886149308	1	Downregulated	-	110.413964377034	349.406929625723	106.506507488023	386.396306842478	232.941147947257	459.885046742491	443.035192165917	139.586459264004	351.311988771118	219.299207004045	374.338071273464	234.570437883018
1553	YGL236C	MTO1	0.810176346782958	0.175771401181289	-1.8309600064437	-1.02756536260493	0.00116499113061093	1	Downregulated	-	130.359712780627	549.651836662687	155.157628192429	580.464722216064	291.176434934071	680.678663348302	491.50731384709	172.430332032004	566.432545771935	291.009213857078	496.866254396479	289.501489792332
1560	YGL229C	SAP4	0.067983261199086	1	2.29032188266679	2.34995980910858	0.000362258443838605	2.1911941492566e-26	Upregulated	-	1122.66069585939	444.421094699385	2186.67064138991	393.358402461261	1749.87644607153	297.644433435458	250.11614787485	1855.67881139205	351.311988771118	1886.13994769258	339.605672907885	1702.12029767646
1562	YGL227W	VID30	-0.773657869624095	0.176124982390782	2.11935010567546	1.33459343341066	4.38345713277634e-06	0.219917444027643	Upregulated	-	587.687229748727	143.032076454974	644.298625544833	132.279816756884	346.593885453781	150.04207095312	153.171904512505	568.902796160015	111.42935326661	356.048522398202	142.78874883627	379.321182779184
1590	tK(UUU)G1		-3.26313909151109	NA	5.165227531612	1.93084285838917	0.043803795859414	1	Upregulated	NA	7.12348157271184	0	6.57447577086564	1.74052390469584	5.63567293420783	0	0	9.38396364800024	0	3.33534915595505	0.964788843488309	2.22693453686409
1595	YGL199C		0.198173570560376	1	3.05548183673649	3.24600009687111	0.0258961857646657	0.00293169170064919	Upregulated	-	22.0827928754067	5.10828844482051	38.1319594710207	7.8323575711313	49.7817775855025	0	2.90832730087035	24.6329045760006	1.5476299064807	28.3504678256179	2.89436653046493	33.4040180529614
1616	YGL180W	ATG1	-0.861530200040846	0.156277383975139	1.92169146017734	1.05156630148908	0.00125367839899597	1	Upregulated	-	715.197549900269	198.201591659036	692.949746249239	280.224348656031	520.360467591856	273.247348727634	224.910644600641	740.160132736019	134.643801863821	617.039593851685	237.338055498124	521.102681626198
1617	YGL179C	TOS3	-0.836479549707205	0.0490895065798114	2.78980154515007	1.95018746814936	3.82530105985293e-18	1.33194533727822e-14	Upregulated	Less upregulated	2367.84527476942	285.042495220985	1797.46167575467	361.158710224388	1388.25409945986	340.339331674151	314.099348493998	2092.62389350405	297.144942044294	1459.21525573034	343.464828281838	1244.11409459474
1625	YGL171W	ROK1	0.440695357658685	1	-2.54185029269009	-2.09783155486058	2.19826915059897e-09	4.24484969546578e-16	Downregulated	-	247.897158730372	1033.91758123167	176.195950659199	966.861029058542	231.062590302521	1132.02473044305	1270.93903048034	159.527382016004	1078.69804481705	260.991071453483	1153.88745681202	275.39757105886
1628	YGL169W	SUA5	0.393149098271698	1	-1.7271383391932	-1.34016763984566	0.000998556032008741	0.0132825199812596	Downregulated	-	445.929946451761	1656.10711381081	491.77078766075	1580.39570546383	684.734261506251	1517.49866882668	1530.74960269143	559.518832512015	1717.86919619357	597.861336204943	1656.54244426943	620.572424272794
1631	YGL166W	CUP2	-0.214949212741403	1	2.07915495954665	1.86296050904336	4.38138464527568e-07	2.75039024724326e-08	Upregulated	-	1348.47506171435	273.80426064238	1122.92046166385	241.062560800374	1020.05680109162	337.899623203369	269.50499654732	1081.50181043203	290.954422418371	1022.28451630022	238.302844341612	951.643358753256
1641	YGL157W	ARI1	-1.60346414885198	5.18899507144998e-06	2.03069974372791	0.422470312284421	0.000157372281629232	1	Upregulated	Less upregulated	4059.67214828848	745.810112943795	3225.43781318668	677.063798926684	842.53310366407	583.090324517005	1157.5142657464	3841.5601184001	790.838882211636	772.133329603594	550.894429631824	845.492812496068
1642	YGL156W	AMS1	-1.20993389436415	0.0401655388303605	2.27131871553427	1.05888965050531	4.37063229771046e-05	1	Upregulated	Less upregulated	351.187641534694	77.6459843612718	424.71113479792	81.8046235207047	164.373793914395	68.3118371819085	89.1887038933575	566.556805248015	109.881723360129	154.259898462921	88.7605736009244	187.062501096584
1671	YGL127C	SOH1	-1.48705216572445	4.10848453345763e-07	1.65415262938742	0.163405038401859	0.0104009493505011	1	Upregulated	Less upregulated	1863.50277942142	555.781782796472	2059.12581143512	576.113412454325	722.30541440097	666.040412523608	724.173497916718	2299.07109376006	677.861899038545	651.226922700224	528.704286231593	632.449408469403
1673	YGL125W	MET13	-0.982663646113686	0.37466565916364	2.13594465942868	1.14869051592275	0.00336933695624334	1	Upregulated	-	2005.26006271838	703.922147696267	3802.67678586869	587.426817834848	1509.42106754533	631.884493932653	478.904562209985	3516.64037708809	922.387424262495	1303.28768268944	574.049361875544	1212.19469956636
1679	YGL120C	PRP43	0.200433879399408	1	-1.55342637676665	-1.35577066287276	0.0233286721956097	0.00107329055763456	Downregulated	-	2623.57826322977	6390.46884447046	2024.93853742662	6361.61487166331	2578.32036740008	6887.29701301884	6803.54699916938	2137.19772083206	6540.28398478742	2488.17047034247	6551.8810361291	2765.11038327292
1696	YGL104C	VPS73	-0.394534910960263	1	2.00817596754269	1.60641606536793	0.0117778719034866	0.00124488937197818	Upregulated	-	703.79997938393	313.648910511979	1458.218725978	198.419725135326	697.884165019403	176.878864131727	233.635626503252	1427.53546995204	337.383319612792	639.553200654381	274.00003155068	670.307295596092
1701	YGL099W	LSG1	0.72598676740011	0.431698671938077	-1.66836192677815	-0.943956568677387	0.0399464788133797	1	Downregulated	-	646.099778644964	1597.87262553986	562.775125986099	1834.51219554942	961.821514104803	2122.54636958073	1915.61824883994	403.510436864011	1567.74909526495	1018.11532985528	1828.27485841034	1061.50546257188
1705	YGL097W	SRM1	0.336529627687289	1	-1.50714711571637	-1.17553590898558	0.0466771149385456	0.573096020370859	Downregulated	-	612.619415253218	1964.64773587797	691.634851095066	1776.20464474211	847.22949777591	2034.71686463256	1635.44938552276	666.261419008017	1945.37079244624	852.181709346516	1880.37345595871	849.946681569796
1726	YGL078C	DBP3	0.934708754619012	0.00313357613905828	-3.30589113984156	-2.37091078113296	5.36768447007937e-32	3.13094527610732e-38	Downregulated	Less downregulated	318.419626300219	2884.13965594566	276.127982376357	3051.13840493182	557.931620486575	3219.19532719744	2962.61607715327	260.404991232007	2544.30356625426	620.37494300764	2829.72567795121	601.272324953305
1745	YGL062W	PYC1	-2.2110471914739	3.81575299535413e-14	2.7826027882633	0.568248228022195	5.81871294518232e-14	1	Upregulated	Less upregulated	5227.92312621322	869.430693308451	6491.63737615273	670.971965260248	926.12891885482	635.544056638827	798.820565305724	7500.1329456642	1101.91249341426	1101.49905875416	667.63387969391	936.054816995208
1752	YGL055W	OLE1	1.08213668348244	0.144126971643552	-2.00028176111401	-0.923580300722312	0.00813751313774195	1	Downregulated	-	5086.87819107353	27589.8658904756	7985.35827129341	23975.7167871853	12124.2110391258	21352.328536288	19988.9335388819	8686.03135168023	38712.4144807081	11708.7432119802	23294.8266260252	12796.7081603334
1755	YGL053W	PRM8	-0.807001115956862	0.305073975663663	3.060396651095	2.24842486494777	5.20160903206888e-15	1.86912757905082e-24	Upregulated	-	1904.10662438588	182.876726324574	1635.72957179137	310.683516988208	1539.4779898611	361.076853675802	276.291093582684	1696.15142937604	159.405880367512	1620.14585250517	295.225386107422	1477.94222096547
1756	YGL052W		-0.732003603735382	1	3.67541866556034	2.94283786332208	3.64506402021647e-14	5.49178464898889e-11	Upregulated	-	198.032787721389	12.2598922675692	191.974692509277	15.6647151422626	173.766582138075	28.0566474139981	14.5416365043518	182.987291136005	18.5715588777684	161.76443406382	19.2957768697662	144.750744896166
1757	YGL051W	MST27	-1.11867454742933	0.78900169673053	3.0461302925617	1.92692309849032	0.000168289678011277	0.16545508822249	Upregulated	-	57.7002007389659	7.15160382274872	67.0596528628295	14.7944531899147	45.0853834736626	12.1985423539122	6.78609703536416	55.1307864320014	7.73814953240348	70.0423322750561	13.5070438088363	41.5694446881298
1775	YGL037C	PNC1	-1.3511263112446	7.61254556152636e-06	5.53673555611523	4.18115718655305	1.00050959911097e-110	4.80183609213683e-178	Upregulated	Less upregulated	29424.9653324008	531.261998261333	25537.8936843505	439.482285935701	8550.25512001564	441.587233211623	604.932078581034	21879.8842407686	501.432089699746	8043.19448958561	403.281736578113	6986.63595365495
1776	YGL036W		-0.357157159161303	1	1.77371593084359	1.413151932936	6.29132719985658e-05	0.000174162185601348	Upregulated	-	4170.79846082278	1046.17747349924	3832.91937441467	1334.11157294936	3826.62192232712	1446.74712317399	1219.5585814983	3891.9989230081	1180.84161864477	3486.27370526202	1321.76071557898	3744.21926798083
1780	YGL032C	AGA2	1.23666871700583	0.0394566182548914	-1.81961336050115	-0.588142508967545	0.0334400716018545	1	Downregulated	Less downregulated	740.842083562032	4729.25344221483	1288.59725108967	5614.05985459645	4053.92739734016	4734.25428755334	3421.16234825716	1473.28229273604	4085.74295310904	3434.57579334471	6580.82470143375	3917.17785034394
1783	YGL029W	CGR1	0.811124670451853	1	-3.72136645734758	-2.89562761628492	1.708653972964e-08	2.18202352327653e-28	Downregulated	-	76.2212528280167	352.471902692615	21.0383224667701	547.394768026843	80.7779787236455	717.274290410039	822.087183712687	31.6708773120008	544.765727081205	80.0483797429212	680.176134659258	102.438988695748
