gene	lfc_interaction	padj_interaction	log2FoldChange_Stress_Vs_NoStress_WT	log2FoldChange_Stress_Vs_NoStress_KO	padj_Stress_Vs_NoStress_WT	padj_Stress_Vs_NoStress_KO	04NB70_02834AAA_TTAACT	05NB70_02835AAA_TGCACG	06NB70_02836AAA_TATGTC	07NB70_02837AAA_CCTAAG	08NB70_02838AAA_GTGTAG	09NB70_02839AAA_GGAGGT	01NB70_02831AAA_TCAGGA	02NB70_02832AAA_GATCAC	03NB70_02833AAA_GTCAGG	10NB70_02840AAA_GGCTGC	11NB70_02841AAA_TGTGCA	12NB70_02842AAA_CCGCAA
YDL223C	-5.80435150625951	2.95782752965554e-107	6.28993170739047	0.480242563837901	8.4986091262123e-110	1	13003.2032628282	239.0678992176	16565.0491522731	286.316182322466	373.832971302453	280.566474139981	156.080231813376	14829.0085547524	165.596399993434	423.589342806292	251.809888150449	358.536460435119
YDL222C	-5.18798320433312	2.94904362689182e-37	6.61607037977773	1.42504790035269	3.45366414639533e-71	0.405195240306516	3531.82216375053	64.3644344047385	7154.34453385599	52.2157171408753	183.159370361754	64.6522744757348	48.4721216811726	6144.15019852816	57.2623065397858	146.755362862022	56.9225417658102	141.039187334726
YDL221W	2.6449550862419	0.442594118041896	-0.0490982242607285	2.59271075410001	1	0.644195564991853	2.13704447181355	5.10828844482051	6.57447577086564	1.74052390469584	10.3320670460477	1.21985423539122	0.969442433623452	4.69198182400012	7.73814953240348	13.3413966238202	1.92957768697662	6.68080361059228
YDL220C	-0.54182226385133	0.990049750892945	0.254350999857718	-0.292489319502599	1	1	519.301806650693	534.326971328226	741.600866953644	528.249005075189	395.436384216916	551.374114396833	502.171180616948	663.915428096017	560.242026146012	459.444346232808	496.866254396479	446.129218885107
YDL219W	-0.445748857618098	1	0.149874646814866	-0.299805012091869	1	1	661.059089947659	390.273237184287	422.081344489574	398.579974175348	316.536963138006	323.261372378674	595.237654244799	423.451359616011	359.050138303522	311.855146081797	471.781744465783	354.824902873679
YDL218W	-0.635618726015424	1	0.210566873506243	-0.429851055008929	1	1	65.536030468949	136.90213032119	131.489515417313	90.5072430441839	77.9601422565416	130.524403186861	69.7998552208885	146.624432000004	85.1196448564383	87.5529153438201	91.6549401313893	68.2926591304989
YDL217C	0.279494331987112	1	-0.427823681218364	-0.154360296334882	1	1	287.788655537558	360.645164204328	281.387562993049	325.477970178123	296.812107868279	307.403267318588	428.493555661566	270.961950336007	328.097540173908	269.32944434337	301.014119168352	284.305309206316
YDL216C	-0.986310159484804	0.352230441988203	2.04484477308572	1.05419071111451	0.0116362408827336	1	306.309707626609	61.2994613378462	251.144974447068	72.2317420448776	160.616678624923	92.7089218897329	69.7998552208885	168.911345664004	41.7860074749788	166.767457797753	77.1831074790647	178.154762949128
YDL215C	-0.20967622740068	1	1.23984030022733	1.02463042404509	1	1	1862.79043126415	1083.97880799091	2494.35610746642	927.699241202885	1770.54058016363	645.302890521957	960.71745172084	2666.21867148807	897.625345758804	1620.97968979416	913.655034783428	1740.72049631543
YDL214C	-3.19199716838081	4.89153080468352e-13	5.64558570574664	2.44594839916018	7.49318502226483e-58	1.78892577236525e-08	2266.69183643691	49.0395690702769	2846.74800878482	62.6588605690504	276.147973776184	37.8154812971279	45.5637943803022	1670.34552934404	38.6907476620174	290.17537656809	37.626764896044	204.877977391497
YDL213C	0.238209499375042	1	-1.52002232494586	-1.2822733875719	0.326239212656417	0.222354242044508	544.946340312456	1000.20287749586	330.038683697455	933.791074869321	481.850035874769	1236.9321946867	1332.98334623225	335.476700416009	1114.2935326661	446.936786897977	1159.67618987295	456.521580057139
YDL212W	-0.0865517300907725	1	-0.8185902587248	-0.911252810498195	1	1	2146.30499785808	6209.63543352382	3934.166301286	4346.95845197787	2562.35262741983	3646.14430958436	4083.29153042198	3678.5137500161	6763.14269132064	2002.04333086202	4372.42303868901	2097.77233372598
YDL211C	0.427062717996072	1	-0.0911455667374401	0.331319566894742	1	1	237.924284528576	239.0678992176	234.051337442817	254.986752037941	351.290279565621	328.140789320239	290.832730087035	226.388123008006	204.287147655452	372.725268177977	234.443688967659	313.997769697837
tG(GCC)D1	-1.86213601785967	NA	1.57889638175314	NA	NA	NA	0.712348157271184	0	0	0	0	0	0	1.17299545600003	0	0	0	0
YDL210W	0.607623026356498	1	-0.431427532762717	0.163318792766826	1	1	42.7408894362711	109.317372719159	85.4681850212533	71.3614800925296	92.9886034144292	58.5530032987787	74.6470673890058	87.9746592000023	102.143573827726	82.5498916098875	93.5845178183659	79.4273318148194
YDL209C	0.985199955625093	0.28758472078784	-0.768339202953075	0.218655540498396	1	1	146.031372240593	140.988761077046	102.561822025504	187.106319754803	260.180233795928	208.595074251899	239.452281104993	83.2826773760022	182.620328964722	234.308278205842	199.71129060208	207.104911928361
YDL208W	0.745081653941225	0.661727525170434	-2.38604824293965	-1.64325776079528	1.74044638580142e-06	1.14272438474072e-06	724.458075944794	2320.18461163748	422.081344489574	2295.75103029382	916.73613063114	2815.42357528294	3247.63215263856	480.928136960012	2875.49636624113	735.444488888089	2436.09182980798	795.015629660482
YDL207W	0.827834346905036	0.0802818266766556	-0.406183730959093	0.421996934632855	1	1	416.723672003643	444.421094699385	348.447215855879	404.671807841784	626.498974519437	509.899070393531	488.59898654622	308.497804928008	479.765271009016	614.538081984718	449.591601065552	604.983882514746
YDL206W	-2.14457465478952	1.45302177506606e-07	2.53149941037574	0.381258793454796	8.72683288323995e-07	1	2801.66530254757	752.961716766544	4407.52855678833	507.362718218839	618.984743940493	425.729128151537	499.262853316078	4856.20118784013	817.148590621808	562.840170067415	469.852166778806	671.04960710838
YDL205C	0.253876321765561	1	-0.998425109011493	-0.748287939432252	1	1	464.450998540812	562.933386619221	403.67281233115	709.263491163557	459.307344137938	783.146419121165	835.659377783415	444.565277824012	1205.60369714846	386.900502090786	581.76767262345	403.817462684689
YDL204W	-4.32853840831377	7.7871170402277e-55	5.57381742594794	1.24095910591155	3.04575817736463e-97	0.836715081403658	6252.27977636918	169.595176368041	8141.83079464001	215.824964182285	489.364266453713	250.070118255201	143.477480176271	6925.36517222418	128.453282237898	580.350753136179	176.55635835836	462.460072155444
YDL203C	0.59682728660112	0.419632485505061	-0.33513461618475	0.261041397657917	1	1	527.137636380676	556.803440485436	440.489876647998	632.68043935694	784.297816677256	600.168283812482	609.779290749151	424.624355072011	575.718325210819	734.6106515991	612.640915615076	722.269101456255
YDL202W	0.556098608159459	1	-0.322911285205218	0.230291376991619	1	1	403.18905701549	364.731794960185	318.204627309897	309.81325503586	352.229558387989	247.630409784418	472.118465174621	276.826927616007	402.383775684981	353.547010531236	338.640884064396	361.505706484271
YDL201W	0.272440266307773	1	-1.39686397343756	-1.12511729040969	0.555460878445122	1	602.646541051422	1411.93092614839	432.600505722959	1367.18152713859	584.231427512878	1372.33601481513	1413.44706822299	449.257259648012	1049.29307659391	692.918787149662	1368.07058006642	627.995539395675
YDL200C	-0.0345298353123306	1	0.231753347004401	0.196636869735202	1	1	258.58238108944	186.963357080431	235.36623259699	158.387675327322	167.191630381499	146.382508246947	202.613468627301	199.409227520005	196.548998123048	179.275017132584	164.014103393012	197.454862268616
YDL199C	-1.06051080190705	0.413276348562011	2.72070239456285	1.64859476098683	9.06094028925691e-06	0.000424002305767709	728.732164888421	247.241160729313	1545.00180615343	194.938677325935	534.449649927376	130.524403186861	121.180304202931	1384.13463808004	181.072699058241	525.317492062921	162.084525706036	498.833336257557
YDL198C	0.232510438107781	1	-1.36410924915611	-1.13805103726636	1	1	380.393915982812	1549.85471415854	620.630512769717	1375.01388470972	604.895561604974	1025.89741196402	1069.29500428667	712.008241792018	1745.72653451023	547.831098865617	1464.54946441525	627.253227883387
YDL197C	-0.107871575274706	1	0.975376877761833	0.866153373945645	1	1	613.33176341049	210.461483926605	441.804771802171	194.938677325935	432.068258289267	223.233325076594	253.024475175721	337.822691328009	239.882635504508	429.426203829213	258.563410054867	386.744297902064
YDL196W	-0.240249603322435	1	0.60898695736891	0.366907836744047	1	1	29.2062744481186	33.7147037358154	52.5958061669251	27.8483824751335	31.935479960511	30.4963558847806	7.75553946898761	24.6329045760006	27.8573383166525	35.021166137528	24.1197210872077	40.0848216635537
YDL195W	-0.391779121378907	1	0.11119179492112	-0.285215327949622	1	1	6126.90650068946	10348.3707315174	10815.012643074	8592.96651748339	7150.72967468737	8526.78110538465	5927.17103917378	11317.0601594883	9647.92483700066	7194.34812939505	8447.69111358363	6896.07394915581
YDL194W	-0.64993943428983	0.936693464139743	0.193342530449467	-0.461071321995048	1	1	304.172663154796	379.035002605682	522.013376206732	436.001238126309	327.808309006422	497.700528039619	292.771614954282	426.970345984011	413.217185030346	328.531891861573	405.21131426509	326.617065406734
YDL193W	-0.334590962623209	1	0.630447174323969	0.291425027643872	1	1	1124.7977403312	788.719735880287	1151.84815505566	770.181827827911	893.254160071941	657.501432875869	688.304127872651	1148.36255142403	713.457386887601	834.671126277752	676.316979285304	882.608388110469
YDL192W	0.208979196124617	1	-0.732509746063909	-0.527080775036141	1	1	8847.36411330811	10231.9017549755	5957.78994355844	10209.9132249458	7202.3900099176	9729.55738148039	13714.702108471	6621.55934912017	11308.5317266544	6627.33877288269	10025.120872687	7226.40257212399
YDL191W	0.279554007164565	1	-0.420806491451469	-0.145367270525587	1	1	6858.48805820696	5770.32262726925	4737.56724048578	5344.27864936859	5031.71665142522	4593.97105048334	7531.5982668206	3489.66148160009	6704.33275487438	4654.47974713527	5700.93727617242	4634.25077121418
YDL190C	-0.0989547814711485	1	0.728783525454549	0.625265262999748	1	1	2837.9950585684	2716.58779495555	4394.3796052466	2286.17814881799	3302.50433944579	2126.2059322869	1810.91846600861	4018.6824322561	2196.08683729611	3532.1347561564	2330.92984586775	3696.7113311944
YDL189W	0.602352049515392	0.398570648852037	-0.790527301110353	-0.189004495999888	1	1	396.77792360005	606.864667244677	387.894070481073	634.420963261635	602.07772513787	719.713998880821	627.229254554373	343.687668608009	702.623977542236	622.042617585617	664.739513163445	567.125995388056
YDL188C	-0.45720019966996	1	0.489165052813616	0.0277850956078502	1	1	2005.26006271838	2673.67817201906	3470.00831186289	2229.61112191538	2317.20085478178	2454.34672160714	1349.46386760384	3670.3027818241	2432.87421298765	2453.98314149393	1969.13402955964	2092.57615313996
YDL187C	0.811302744147931	1	-0.161831040104584	0.642467687308714	1	1	29.2062744481186	32.6930460468513	32.8723788543282	20.8862868563501	42.2675470065587	24.3970847078245	42.6554670794319	48.0928136960013	46.4288971944209	33.3534915595505	29.9084541481376	43.0540677127058
YDL186W	1.32431398858372	0.899164595526697	1.29266841492288	2.59431744414568	1	0.0141957288629631	8.54817788725421	6.12994613378462	11.8340563875582	3.48104780939169	34.7533164276149	7.31912541234734	3.87776973449381	16.4219363840004	4.64288971944209	38.3565152934831	8.68309959139478	43.7963792249939
YDL185C-A	-0.393378358129006	NA	1.90802537539927	1.50041472607902	NA	1	0	0	1.31489515417313	0	0	0	0	1.17299545600003	0	0.833837288988763	0	0.742311512288031
YDL185W	0.246551554009469	1	-0.0832857892887181	0.158153044591226	1	1	10546.3144683999	21034.9101580819	23427.4869619026	18246.7823548789	19471.249987688	15131.0719357927	12781.1290448916	19908.0788792325	22771.826443957	20102.9832002301	18614.6359462634	19156.8331976172
YDL184C	-0.129183131097813	1	-0.212655824594359	-0.34709732569233	1	1	73525.7274009026	68196.6723960428	71703.862547369	64165.2840085647	73009.20358384	123740.79378385	69835.7245909326	52997.1076975374	89621.7002543906	68859.117161981	61056.6619601576	56345.8976517353
