name	comName	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
YDL248W	COS7	86.1276958112	-0.3103282117872	0.190900254535088	0	1	1
YDL247W-A		0	NA	NA	NA	NA	NA
YDL247W	MPH2	2.71434427251887	0.0115043955406629	0.118457977699588	0	1	1
YDL246C	SOR2	0.420393228951969	0.0397621386521889	0.0505647949187321	0	1	1
YDL245C	HXT15	0.511775659088925	0.01051277193107	0.0532766751704949	0	1	1
YDL244W	THI13	17.8447024603761	0.212095713241464	0.193489728434065	0	1	1
YDL243C	AAD4	172.475611173182	0.253763801106282	0.164238611745956	0	1	1
YDL242W		4.21223361000418	0.0784539839198432	0.142927565198638	0	1	1
YDL241W		287.024140626038	0.106362584861893	0.164838280681646	0	1	1
YDL240C-A		0.160117594620905	-0.0111132100624961	0.0389053605439883	0	1	1
YDL240W	LRG1	1184.71871921264	0.225863836603351	0.152099298585284	0	1	1
YDL239C	ADY3	95.0731246639672	0.260074736664405	0.178005102245302	0	1	1
YDL238C	GUD1	89.3601383420635	0.186137997113858	0.177910564823311	0	1	1
YDL237W	AIM6	1744.30086601142	-0.219185279688832	0.172201244876132	0	1	1
YDL236W	PHO13	2192.04337433361	-0.114107985858304	0.13834199855345	0	1	1
YDL235C	YPD1	596.277102431014	0.0513244204096295	0.162065760145554	0	1	1
YDL234C	GYP7	367.822654304462	0.230262650531462	0.141210237838912	0	1	1
YDL233W	MFG1	205.493192890507	0.109666214653073	0.148267832477712	0	1	1
YDL232W	OST4	1097.83897069086	-0.370896942912232	0.185497281307063	0	1	1
YDL231C	BRE4	1544.98980248356	-0.108173703952931	0.139320355451273	0	1	1
YDL230W	PTP1	342.344775306889	0.0382448223375959	0.143299249231788	0	1	1
YDL229W	SSB1	43344.0366163183	-0.17567409977582	0.167325359067033	0	1	1
YDL228C		29.7041331072576	-0.315256077183705	0.197855515378913	0	1	1
YDL227C	HO	453.846046136425	-0.0336087848338559	0.14069874206608	0	1	1
YDL226C	GCS1	1499.47290926363	0.0053316015439078	0.118258760750384	0	1	1
YDL225W	SHS1	744.020172965676	-0.0182765867571295	0.146291793110116	0	1	1
YDL224C	WHI4	2056.01946312755	-0.115931435327936	0.168442541398331	0	1	1
YDL223C	HBT1	213.37369522158	0.408005549057947	0.168738955438523	0	1	1
YDL222C	FMP45	53.2089145274838	0.0108238190368562	0.190236237295777	0	1	1
YDL221W		2.91247707401114	-0.146275870084666	0.123985973444889	0	1	1
YDL220C	CDC13	490.943379609907	-0.0244205588616635	0.132677663625726	0	1	1
YDL219W	DTD1	392.566997390835	-0.13254393633079	0.174378302485263	0	1	1
YDL218W		93.5262371735014	0.0481574588974965	0.192665477767587	0	1	1
YDL217C	TIM22	317.255464680666	-0.226903206712376	0.146736890737768	0	1	1
YDL216C	RRI1	64.0886404740289	0.300296260833788	0.189173306660881	0	1	1
YDL215C	GDH2	841.009343195934	-0.203123474205383	0.15597237761087	0	1	1
YDL214C	PRR2	42.010437725928	0.026159704721138	0.197813232533348	0	1	1
YDL213C	NOP6	1047.57606291838	-0.0506504776950131	0.146675581468867	0	1	1
YDL212W	SHR3	4561.74726092906	-0.373324484703828	0.164183452698162	0	1	1
YDL211C		239.661859217238	0.106965068357093	0.164546141041101	0	1	1
tG(GCC)D1		0	NA	NA	NA	NA	NA
YDL210W	UGA4	79.0188380278741	-0.235418644858917	0.189453468154203	0	1	1
YDL209C	CWC2	178.983103850674	0.0533128524281885	0.171789829140283	0	1	1
YDL208W	NHP2	2471.61685446813	-0.146055775798099	0.142341318141603	0	1	1
YDL207W	GLE1	429.38291573041	-0.0537737142338691	0.139347756547854	0	1	1
YDL206W		538.374691054436	-0.441616099618689	0.16682288586895	0	1	1
YDL205C	HEM3	723.624820392339	-0.241151078880707	0.180740881265264	0	1	1
YDL204W	RTN2	167.476554671169	0.401589950805126	0.168243230981369	0	1	1
YDL203C	ACK1	554.969671661037	0.0657794729291692	0.128130769744692	0	1	1
YDL202W	MRPL11	330.528766351662	-0.381611316048706	0.157600287700821	0	1	1
YDL201W	TRM8	1234.50644336525	0.0627551922083193	0.140030525673104	0	1	1
YDL200C	MGT1	163.282177354892	-0.267414393296437	0.155624708391766	0	1	1
YDL199C		160.831392421267	-0.119326191680575	0.189194108158402	0	1	1
YDL198C	GGC1	1275.94939259119	-0.140057022565345	0.170387014244257	0	1	1
YDL197C	ASF2	213.485549910959	-0.0516445600646972	0.158336612279743	0	1	1
YDL196W		23.5208452650421	0.0952743087676877	0.195002037147646	0	1	1
YDL195W	SEC31	7976.28628754637	-0.0259695604970965	0.165329317712534	0	1	1
YDL194W	SNF3	374.908846389685	0.238510037949608	0.156170709779852	0	1	1
YDL193W	NUS1	664.776367179521	-0.0581092111303033	0.136624936876216	0	1	1
YDL192W	ARF1	10086.868575931	-0.212435799629113	0.131586801253428	0	1	1
YDL191W	RPL35A	5516.29404879544	-0.311017696710387	0.139257329315817	0	1	1
YDL190C	UFD2	2085.66083483158	-0.00586834829649385	0.151279273522241	0	1	1
YDL189W	RBS1	611.803845458635	0.0443542284477794	0.132243401223007	0	1	1
YDL188C	PPH22	2029.98528625564	0.020821503973014	0.176864268611141	0	1	1
YDL187C		30.4919490762872	-0.374240339579766	0.199548509987031	0	1	1
YDL186W		5.28054943580301	0.0730690043666656	0.157398280497332	0	1	1
YDL185C-A		0	NA	NA	NA	NA	NA
YDL185W	VMA1	16830.8482526996	-0.102101857068575	0.170301314024267	0	1	1
YDL184C	RPL41A	73584.9077415591	0.0804651269427737	0.180843580495546	0	1	1
YDL183C		106.540962086305	-0.184747051348048	0.176150078424299	0	1	1
YDL182W	LYS20	4754.01560401775	-0.169915699423568	0.124495978029836	0	1	1
YDL181W	INH1	152.630803699401	-0.242689958367426	0.185797860748808	0	1	1
YDL180W		620.756653180707	-0.0518903834744781	0.16731834625846	0	1	1
YDL179W	PCL9	404.183871329626	-0.0768054455801437	0.167812293097649	0	1	1
YDL178W	DLD2	1307.36333918427	-0.18795440825947	0.142553102626459	0	1	1
YDL177C		111.956059365435	-0.0759877947330014	0.185770106675378	0	1	1
YDL176W		446.541037400193	0.0624926253365538	0.141501946318414	0	1	1
YDL175C	AIR2	279.421843337622	0.109502952730374	0.156022916030721	0	1	1
YDL174C	DLD1	1201.02272138078	0.26613909587839	0.145801311247038	0	1	1
YDL173W	PAR32	242.078490268065	-0.150951940772569	0.169933508071285	0	1	1
YDL172C		4.738296306788	0.00166480617910729	0.15306633584491	0	1	1
YDL171C	GLT1	8208.82372334827	-0.02826387866517	0.163258262033129	0	1	1
YDL170W	UGA3	437.053782853676	0.1484148831276	0.151443627171333	0	1	1
YDL169C	UGX2	16.3655384152104	0.256947215937238	0.196766397183143	0	1	1
YDL168W	SFA1	1633.3012471203	-0.215215401372841	0.128053451854391	0	1	1
YDL167C	NRP1	2364.11395791678	0.105859289230801	0.138992875578921	0	1	1
YDL166C	FAP7	608.31719783704	-0.0445871399072137	0.140637514056146	0	1	1
YDL165W	CDC36	651.838414608113	-0.0680741735395917	0.134200219761548	0	1	1
YDL164C	CDC9	813.143353535502	0.107106379206565	0.123024314433478	0	1	1
YDL163W		0	NA	NA	NA	NA	NA
YDL162C		1.77684517647577	0.0556222625589401	0.103853179080906	0	1	1
YDL161W	ENT1	868.033182015221	0.115254905982612	0.141994742328285	0	1	1
YDL160C-A	MHF2	215.726905888421	-0.201734305401413	0.157124335500291	0	1	1
YDL160C	DHH1	1828.53694817153	0.234405745977413	0.185462278279397	0	1	1
YDL159W-A		0	NA	NA	NA	NA	NA
YDL159W	STE7	317.159731338752	0.117404161218096	0.158508707803895	0	1	1
YDL159C-B		0	NA	NA	NA	NA	NA
YDL158C		198.812494526933	-0.462445556381563	0.179129995815491	0	1	1
YDL157C		1002.00314181666	-0.399978299301231	0.132358093446233	0	1	1
YDL156W	CMR1	162.17223566951	0.155422602506463	0.160665308362022	0	1	1
YDL155W	CLB3	791.99422343418	0.0889452484653812	0.14532538634759	0	1	1
YDL154W	MSH5	187.419648869697	0.038887353257636	0.177126435078942	0	1	1
YDL153C	SAS10	1473.93753865229	0.145291811302703	0.152115237731056	0	1	1
YDL152W		1.26054906683661	0.144960368372341	0.0871497506497493	0	1	1
YDL151C	BUD30	0	NA	NA	NA	NA	NA
YDL150W	RPC53	694.232344461949	0.128425737027657	0.142113171280528	0	1	1
YDL149W	ATG9	163.480879091273	0.189666239414015	0.164200086547901	0	1	1
YDL148C	NOP14	1148.77867606337	0.214043100812208	0.154328975618789	0	1	1
YDL147W	RPN5	1472.6082784667	-0.0441574164859396	0.165621769573809	0	1	1
YDL146W	LDB17	413.808369393868	-0.228812751952439	0.178168896576161	0	1	1
YDL145C	COP1	11078.714934451	0.0377388987207548	0.149299964117014	0	1	1
YDL144C		1150.19259382195	0.0995017790032007	0.156941409351673	0	1	1
YDL143W	CCT4	5351.47972471326	0.0621204495529845	0.130644614943392	0	1	1
YDL142C	CRD1	299.463596554336	-0.104153709538267	0.163701051673263	0	1	1
YDL141W	BPL1	1997.53316643422	-0.0838055871382543	0.155931572596551	0	1	1
YDL140C	RPO21	8029.1966148795	-0.00606437088827472	0.178423947519385	0	1	1
YDL139C	SCM3	43.2415423500379	0.227503010757738	0.19736517070686	0	1	1
YDL138W	RGT2	732.247180462688	0.198934164229179	0.168572107941794	0	1	1
YDL137W	ARF2	3534.07505209085	-0.209583146767374	0.119377753685471	0	1	1
YDL136W	RPL35B	3119.01555518054	-0.368828890485658	0.150658655941819	0	1	1
YDL135C	RDI1	608.620172541186	0.0417123160100017	0.143038633845338	0	1	1
YDL134C	PPH21	1797.18786921997	0.126863994453818	0.146340158679654	0	1	1
YDL133C-A	RPL41B	24657.7330746349	-0.0465462048679007	0.15952910673798	0	1	1
YDL133W	SRF1	483.446757985314	0.1063737295684	0.151529423988372	0	1	1
YDL132W	CDC53	1045.09968350794	0.174991343616507	0.130667361663823	0	1	1
YDL131W	LYS21	2247.46816766671	0.00354892839485438	0.12494351280679	0	1	1
YDL130W-A	STF1	133.528140636099	-0.216833651881741	0.165491848159057	0	1	1
YDL130W	RPP1B	32622.0934652012	-0.47736030054256	0.154454269462022	0	1	1
YDL129W		287.229598570355	0.0499628150568656	0.147721889768772	0	1	1
YDL128W	VCX1	3200.4827300433	-0.592081671955261	0.17564039580993	0	1	1
YDL127W	PCL2	555.068426450549	0.0838659372331171	0.152489501946432	0	1	1
YDL126C	CDC48	6765.73226428324	0.224126925317485	0.135124569793743	0	1	1
YDL125C	HNT1	4374.65282907349	-0.319250994715935	0.157832689700876	0	1	1
YDL124W		2073.58762014218	0.0346684574030145	0.148910291921177	0	1	1
YDL123W	SNA4	757.187396701052	-0.240163670199923	0.151674640377509	0	1	1
YDL122W	UBP1	1777.42444923665	-0.054875605111488	0.130522924224603	0	1	1
YDL121C		1853.78621297566	0.0106570293285903	0.136020666000443	0	1	1
YDL120W	YFH1	690.498337114263	0.0138559351037893	0.130805352527111	0	1	1
YDL119C		189.576003196528	0.22923170345492	0.170156393080058	0	1	1
YDL118W		0.876939977662974	-0.00602550095180063	0.0770770007495077	0	1	1
YDL117W	CYK3	1042.58474205914	0.116897980423287	0.164429081808104	0	1	1
YDL116W	NUP84	1083.05134538951	0.035675233057605	0.146341640911508	0	1	1
YDL115C	IWR1	161.971848970747	-0.0790830989570255	0.17906662050205	0	1	1
YDL114W-A		4.44468112412699	-0.0899765765252293	0.145004698026069	0	1	1
YDL114W		6.89110059312618	0.234679074366285	0.160723927503253	0	1	1
YDL113C	ATG20	145.572760225881	0.104617535743147	0.182700794014107	0	1	1
YDL112W	TRM3	3533.01206375487	0.279381188385674	0.118743630693605	0	1	1
YDL111C	RRP42	2042.22633951443	-0.0460201102970141	0.118698136749214	0	1	1
YDL110C	TMA17	150.562643997987	-0.0168501937685137	0.179494951894703	0	1	1
YDL109C		193.824043795129	0.151329129664618	0.153605680588493	0	1	1
YDL108W	KIN28	489.11954528343	0.0289430564907686	0.151551910566524	0	1	1
YDL107W	MSS2	57.5910558052084	-0.0135495054391247	0.196946484973391	0	1	1
YDL106C	PHO2	447.444788702952	0.0969474620843195	0.142355619066144	0	1	1
YDL105W	NSE4	140.730041380276	-0.148770013715273	0.171862971327159	0	1	1
YDL104C	QRI7	111.31424256836	-0.0799050971728866	0.185814295276531	0	1	1
YDL103C	QRI1	559.762317367868	0.100895155031414	0.134577406734081	0	1	1
YDL102W	POL3	1121.21892555316	0.0896199778555611	0.122865680032406	0	1	1
YDL101C	DUN1	222.745538958615	0.06560761883518	0.162381900563749	0	1	1
YDL100C	GET3	5039.91437659661	0.261892077102666	0.127015800782006	0	1	1
YDL099W	BUG1	348.63713822484	-0.0225207120300266	0.166132068993235	0	1	1
YDL098C	SNU23	122.958064316288	-0.10616774887176	0.192164220442978	0	1	1
YDL097C	RPN6	1920.86956651454	0.0283522164428093	0.118324904985802	0	1	1
YDL096C	OPI6	0.603527860498107	-0.0410265848062398	0.062721853172421	0	1	1
YDL095W	PMT1	6755.27944392417	-0.140483560310525	0.161750750747436	0	1	1
YDL094C		4.82744607945794	-0.00109672651094951	0.153742986230959	0	1	1
YDL093W	PMT5	1181.26456552409	0.00658694712829077	0.173048582377493	0	1	1
YDL092W	SRP14	657.373989287613	-0.320101013810301	0.158561651208428	0	1	1
YDL091C	UBX3	273.13400966921	0.114313766007225	0.158529461681318	0	1	1
YDL090C	RAM1	567.118836312272	0.259039005574937	0.132401254915396	0	1	1
YDL089W	NUR1	587.753639368252	0.293317374467133	0.139417149789547	0	1	1
YDL088C	ASM4	872.79262809673	0.115428673570971	0.144653793905231	0	1	1
YDL087C	LUC7	217.011905942387	0.295476969276055	0.157937493104673	0	1	1
YDL086W		2041.48242593503	-0.165765048427952	0.150494847121241	0	1	1
YDL086C-A		25.0731964336386	-0.107142335892603	0.197565797260705	0	1	1
YDL085C-A		284.097644837648	-0.145233250606304	0.152683155409021	0	1	1
YDL085W	NDE2	9.57692095493159	0.0294854893758498	0.17990148761059	0	1	1
YDL084W	SUB2	15966.3406901987	-0.20976270951812	0.125608961014328	0	1	1
YDL083C	RPS16B	26876.7425762161	-0.247042291047014	0.124952840029505	0	1	1
YDL082W	RPL13A	15526.6216533282	-0.151215953646133	0.154296324557203	0	1	1
YDL081C	RPP1A	18684.0611143916	-0.3506414623175	0.135956619555052	0	1	1
YDL080C	THI3	469.960504987522	0.14239086915702	0.152945657288388	0	1	1
YDL079C	MRK1	73.199563671484	0.148959436597821	0.188198984877277	0	1	1
YDL078C	MDH3	1796.39000475586	0.140300295369224	0.119631310691442	0	1	1
YDL077C	VAM6	615.587397933126	0.195546707622386	0.159472693708943	0	1	1
YDL076C	RXT3	816.488345714756	0.142391837364797	0.157292965313995	0	1	1
YDL075W	RPL31A	23470.356578791	-0.203323912106469	0.146641759234442	0	1	1
snR63		181.908475846441	-0.782871902502424	0.184957442527481	0	1	1
YDL074C	BRE1	641.519412640055	0.0452615302044306	0.151658873595414	0	1	1
YDL073W		1002.01682567572	-0.0141322106985139	0.143890273910305	0	1	1
YDL072C	YET3	2111.61383613369	-0.419723537897291	0.165324573023838	0	1	1
YDL071C		23.1438941050309	-0.114720036265804	0.199668576758539	0	1	1
YDL070W	BDF2	968.300159943863	-0.319629433384752	0.139273410618019	0	1	1
YDL069C	CBS1	122.373819300556	0.043991364577246	0.197582861980211	0	1	1
YDL068W		17.3902636175885	-0.107529249135836	0.192094361345515	0	1	1
YDL067C	COX9	1618.2258591689	-0.26728387392074	0.16674593617901	0	1	1
YDL066W	IDP1	4133.63977707678	0.0322019222022237	0.127154329047619	0	1	1
YDL065C	PEX19	308.012876685289	-0.0267353464227565	0.160276974977136	0	1	1
YDL064W	UBC9	1582.86263498087	-0.148410890784383	0.142601254477031	0	1	1
YDL063C	SYO1	1856.922395024	0.0910336330261118	0.162390484621419	0	1	1
YDL062W		1.29733320661494	0.0424819703659108	0.0888304808344078	0	1	1
YDL061C	RPS29B	25092.9669553596	-0.417777970346391	0.142612379396521	0	1	1
YDL060W	TSR1	1916.16497475029	0.102529108312167	0.123499086434822	0	1	1
YDL059C	RAD59	116.1804276969	-0.0276178443754634	0.182333736832171	0	1	1
YDL058W	USO1	1395.57637731991	-0.0144960210726204	0.132864564105269	0	1	1
YDL057W		96.9110285734348	-0.0493988068992897	0.172768832210032	0	1	1
YDL056W	MBP1	445.882141608982	-0.193692871373587	0.150665190140819	0	1	1
YDL055C	PSA1	26429.9725683457	-0.580874181063145	0.144471315167996	0	1	1
tK(UUU)D		18.8750223167508	-0.0332487054255997	0.108799051479201	0	1	1
YDL054C	MCH1	818.571332525813	-0.253899587049392	0.174929855157294	0	1	1
YDL053C	PBP4	610.666563518678	0.00377654924349407	0.128424336887976	0	1	1
YDL052C	SLC1	3073.50437849054	-0.241424353465446	0.150021337357946	0	1	1
YDL051W	LHP1	3325.66582410475	-0.20509184160566	0.141430713204695	0	1	1
YDL050C		0.538048624756531	-0.0532111480940372	0.0543746868049322	0	1	1
YDL049C	KNH1	81.0750856351331	-0.447543133920591	0.184547872152489	0	1	1
YDL048C	STP4	533.394600406437	-0.241290872566781	0.139379144167321	0	1	1
YDL047W	SIT4	1228.82996109006	-0.137593731432089	0.150600827685419	0	1	1
YDL046W	NPC2	2780.76620361467	-0.278155100773375	0.173930260737472	0	1	1
YDL045W-A	MRP10	312.714487414698	-0.309501430037248	0.169019622589405	0	1	1
YDL045C	FAD1	440.25988298315	-0.106045062923631	0.140840073969743	0	1	1
YDL044C	MTF2	103.084920221787	0.0802587477551436	0.182604535509673	0	1	1
YDL043C	PRP11	178.151062670035	0.221584003902907	0.16816685153019	0	1	1
YDL042C	SIR2	1062.01419393626	0.0761650053300516	0.140464933288069	0	1	1
YDL041W		2.11271035476547	-0.0423855445570233	0.109140112051313	0	1	1
YDL040C	NAT1	2143.60393613055	0.15172808423591	0.134635287636748	0	1	1
YDL039C	PRM7	1974.01414299049	-0.459395190897759	0.167637785346011	0	1	1
YDL037C	BSC1	735.384713833484	-0.48788027930997	0.178282682071533	0	1	1
YDL036C	PUS9	336.858841225935	0.0420150485463997	0.156531080846046	0	1	1
YDL035C	GPR1	667.560385710211	-0.0561013724396008	0.149660084210457	0	1	1
YDL034W		1.48742997914999	-0.0316862807933127	0.094826156049077	0	1	1
YDL033C	SLM3	367.945862438078	0.0791618465713016	0.15638318395372	0	1	1
YDL032W		0.641493649758977	-0.0366253399224716	0.0641779909148489	0	1	1
YDL031W	DBP10	1528.53889082062	-0.0177668654082007	0.121831634041623	0	1	1
YDL030W	PRP9	310.360671350332	-0.0624542018707465	0.164111004171385	0	1	1
YDL029W	ARP2	3282.88139904686	0.0797542403138916	0.117005396178687	0	1	1
YDL028C	MPS1	338.852399393832	-0.101512191954145	0.161212348273321	0	1	1
YDL027C		399.488739688256	-0.0233131908290706	0.15683014393977	0	1	1
YDL026W		1.1232889318513	0.0198694682658381	0.0758079613300765	0	1	1
YDL025C	RTK1	490.636019881952	0.0338426252097707	0.138609858448063	0	1	1
YDL025W-A		1.5889031954325	0.0291090433879121	0.0817366830502193	0	1	1
YDL024C	DIA3	52.9580297687087	0.352004619860672	0.190764227121047	0	1	1
YDL022C-A		0.135078094211247	0.00722695278094503	0.0389053605439883	0	1	1
tA(AGC)D		0	NA	NA	NA	NA	NA
YDL023C		0.888473223966603	-0.0018697255336544	0.0634191485310921	0	1	1
YDL022W	GPD1	849.096416726404	-1.41451805882655	0.162806402149832	-2.54607959731869	0.0108940344386756	1
YDL021W	GPM2	21.17133371345	-0.296275186194512	0.199945856545028	0	1	1
YDL020C	RPN4	730.025338715534	0.198841669995849	0.155092559250939	0	1	1
YDL019C	OSH2	1072.76523342618	0.101474565741748	0.170677928746695	0	1	1
YDL018C	ERP3	609.588180430171	0.00785200177457793	0.129017916250385	0	1	1
YDL017W	CDC7	236.832563355312	0.0457629786518081	0.153177822081199	0	1	1
YDL016C		471.977194007268	-0.35977982508786	0.197868013689221	0	1	1
YDL015C	TSC13	5229.78816249025	-0.353592926330168	0.180424472773309	0	1	1
YDL014W	NOP1	19759.7649253811	-0.0169893645058241	0.147426633882925	0	1	1
YDL013W	SLX5	402.27171978883	-0.0234941689299937	0.142746214370658	0	1	1
YDL012C		1148.0360740964	0.0430075512659093	0.161931954605461	0	1	1
YDL011C		0.283292671256297	-0.00252340051906439	0.0442717456921227	0	1	1
YDL010W	GRX6	264.998340678082	-0.332885243637192	0.145559862954813	0	1	1
YDL009C		5.06927574410696	-0.0947940859207907	0.155482482328393	0	1	1
YDL008W	APC11	315.25517602054	0.146957205723246	0.155434197252284	0	1	1
tT(AGU)D		0.840366031867229	0.0178049183122582	0.0690566096050793	0	1	1
YDL007C-A		0.135078094211247	0.00722695278094503	0.0389053605439883	0	1	1
tS(AGA)D1		0	NA	NA	NA	NA	NA
YDL007W	RPT2	1759.722651073	-0.0300133772134559	0.12645206708273	0	1	1
YDL006W	PTC1	373.021972291362	0.254005615139126	0.154520563287213	0	1	1
YDL005C	MED2	272.923071152818	0.359837814757157	0.15303199445657	0	1	1
YDL004W	ATP16	1644.21020210225	-0.301946901884025	0.12086664486124	0	1	1
YDL003W	MCD1	366.126570217493	0.0301002465788068	0.164829699023669	0	1	1
YDL002C	NHP10	221.585398237619	0.0594205148616134	0.176033843923189	0	1	1
YDL001W	RMD1	268.910949343043	-0.117614406085877	0.150807480801886	0	1	1
YDR001C	NTH1	479.779168781808	0.0697350428160168	0.14931227966432	0	1	1
YDR002W	YRB1	4418.80028875341	-0.0550854646778482	0.140042644110376	0	1	1
YDR003W	RCR2	407.80885725002	-0.158424505716067	0.143277111270022	0	1	1
YDR003W-A		99.3645428727436	-0.323257770287624	0.173525060464659	0	1	1
YDR004W	RAD57	355.137246631105	-0.138829070241661	0.142162049081592	0	1	1
YDR005C	MAF1	471.36072273666	0.195272737407553	0.160588237448596	0	1	1
YDR006C	SOK1	1369.53415011247	0.130482895158019	0.141456333785892	0	1	1
YDR007W	TRP1	553.492229276298	-0.146271720225186	0.139392189014613	0	1	1
YDR008C		32.9726790999153	-0.243811071326086	0.200099644636418	0	1	1
YDR009W	GAL3	123.125603297118	0.506124226093343	0.164972052936674	0	1	1
YDR010C		1.40881426057461	-0.018436771794316	0.0939558867545144	0	1	1
YDR011W	SNQ2	29702.8613258597	0.0525575544553054	0.158713972385592	0	1	1
YDR012W	RPL4B	12595.7721406993	-0.281495428151567	0.176253800942948	0	1	1
YDR013W	PSF1	242.800659601348	0.108489868748033	0.162104005032781	0	1	1
YDR014W	RAD61	141.870197039553	-0.141456411367791	0.181737278454361	0	1	1
YDR014W-A	HED1	14.466657632633	0.120519019750951	0.189714024344825	0	1	1
YDR015C		0.135078094211247	0.00722695278094503	0.0389053605439883	0	1	1
YDR016C	DAD1	345.952916043974	-0.0281923364576865	0.156966317060187	0	1	1
YDR017C	KCS1	826.976348972206	0.0679265029337235	0.138723688634693	0	1	1
YDR018C		34.3856686073833	0.0850729849572038	0.19952689858458	0	1	1
YDR019C	GCV1	590.121079508784	-0.148144180626242	0.128980675195315	0	1	1
YDR020C	DAS2	381.256932334146	0.0288460255348431	0.141206330772375	0	1	1
YDR021W	FAL1	306.127208348504	0.152030271137438	0.170271128625958	0	1	1
YDR022C	ATG31	168.038722868504	0.0819776345982694	0.187780876396553	0	1	1
tV(UAC)D		3.51553392985112	0.101253208935254	0.137118067035422	0	1	1
YDR023W	SES1	6087.89202895385	-0.0391535712512902	0.139419344118507	0	1	1
YDR024W	FYV1	555.156609138529	0.0991016096725642	0.157762165840835	0	1	1
YDR025W	RPS11A	23971.6410391587	-0.0982252556940317	0.143458116621507	0	1	1
YDR026C	NSI1	296.65552288588	0.0147680103319259	0.169568262712619	0	1	1
YDR027C	VPS54	485.25805821434	0.0200784725715966	0.157142710906832	0	1	1
YDR028C	REG1	765.900715576175	0.190807163161694	0.142158242463556	0	1	1
YDR029W		0.24161947066643	-0.0111132100624961	0.0389053605439883	0	1	1
YDR030C	RAD28	70.7742792219692	0.076591521066617	0.180680595882825	0	1	1
YDR031W	MIX14	66.9169597829927	-0.284748558015917	0.186762176231607	0	1	1
YDR032C	PST2	2485.09095660571	-0.237400878218478	0.167094330827351	0	1	1
YDR033W	MRH1	24022.3517635918	-0.850513683938714	0.164393933968288	0	1	1
YDR034C	LYS14	739.281527692443	0.202331223645791	0.147620137870916	0	1	1
YDR034C-D		32.4094579099465	-0.0721814219610238	0.198890516382026	0	1	1
YDR034C-C		0	NA	NA	NA	NA	NA
tL(UAA)D		0.766901383861384	-0.0565434027296385	0.0692154014217794	0	1	1
YDR034C-A		0.886820531754404	-0.0395567598209025	0.0729408215360943	0	1	1
tQ(UUG)D1		0.14821457704505	-0.0111132100624961	0.0389053605439883	0	1	1
YDR034W-B		12.5866476523485	-0.0982948190123738	0.185775920268828	0	1	1
YDR035W	ARO3	3407.18136939785	0.0745802568515599	0.121103245729717	0	1	1
YDR036C	EHD3	801.920341271976	0.0626363692976914	0.150307676138179	0	1	1
YDR037W	KRS1	13532.5605020926	-0.0528077521577359	0.129835259689221	0	1	1
YDR038C	ENA5	196.849580783527	-0.209531607120031	0.179483336839943	0	1	1
YDR039C	ENA2	1.01017354674001	-0.0365789822030468	0.0715122017261852	0	1	1
YDR040C	ENA1	70.1277008101722	-0.227459618441735	0.198362520324013	0	1	1
YDR041W	RSM10	487.21770921091	-0.196057629133281	0.1448811591139	0	1	1
YDR042C		104.833327484518	0.247649589075532	0.180868951242054	0	1	1
snR47		72.5296711369215	-0.490483492505039	0.198949603260148	0	1	1
YDR043C	NRG1	112.019591220154	0.0944145111434998	0.172713392017326	0	1	1
YDR044W	HEM13	2531.53301648219	0.115769087179779	0.136857977133695	0	1	1
YDR045C	RPC11	457.151414063073	-0.139586279473266	0.176083164801505	0	1	1
YDR046C	BAP3	3722.95563643186	-0.22529935573876	0.168182565924518	0	1	1
YDR047W	HEM12	1588.86400229092	-0.122353507581785	0.12295164709786	0	1	1
YDR048C		1.12058191181383	0.00665287422611862	0.0879131705543268	0	1	1
YDR049W	VMS1	428.427653775775	0.000917928486962102	0.144405277446209	0	1	1
YDR050C	TPI1	35458.983548839	-0.441768675356496	0.15553284360836	0	1	1
YDR051C	DET1	484.257326998029	0.0351794435860859	0.139569286537167	0	1	1
YDR052C	DBF4	530.841462964401	0.26297074223708	0.14494609087422	0	1	1
YDR053W		1.39504835680397	0.0166042420457782	0.0957500191462985	0	1	1
YDR054C	CDC34	718.076191463432	0.212571007130975	0.136670865459327	0	1	1
YDR055W	PST1	1577.25912469541	-0.319076985067073	0.160553519510569	0	1	1
YDR056C		1379.74352492285	-0.0871568129977951	0.13573700761451	0	1	1
YDR057W	YOS9	463.263542411988	0.103909790267407	0.131503270501629	0	1	1
YDR058C	TGL2	69.1459324037038	0.13093094528509	0.184326822245243	0	1	1
tR(UCU)D		0	NA	NA	NA	NA	NA
tD(GUC)D		1.16280282202614	0.00524301311581218	0.0758293617637536	0	1	1
YDR059C	UBC5	276.035659186927	-0.39241156415099	0.175123867390217	0	1	1
YDR060W	MAK21	3008.08692257851	0.0586979499072411	0.152097787839424	0	1	1
YDR061W		478.294124556638	-0.210041195405993	0.137120101947484	0	1	1
YDR062W	LCB2	5289.70147308312	-0.188681076975543	0.160480281546493	0	1	1
YDR063W	AIM7	727.863809598158	-0.102072007619292	0.163422199107955	0	1	1
YDR064W	RPS13	54664.452978155	-0.51234215392977	0.152859251880862	0	1	1
YDR065W	RRG1	113.914029296724	-0.0580499043350199	0.183189633997974	0	1	1
YDR066C	RTR2	59.4632273154243	0.0100726219015223	0.188033535809078	0	1	1
YDR067C	OCA6	250.892657154866	-0.0981780614908071	0.173305205803465	0	1	1
YDR068W	DOS2	207.256660142219	-0.0633221954056098	0.177013132936403	0	1	1
