ACC	BLCA	BRCA	CESC	CHOL	COAD	COADREAD	DLBC	GBM	GBMLGG	HNSC	KICH	KIRC	KIRP	LAML	LGG	LIHC	LUAD	LUSC	OV	PAAD	PCPG	PRAD	READ	SARC	SKCM	STAD	STES	TGCT	THCA	THYM	UCEC	UCS	UVM
LRRC43	0.777777777777778	0.416666666666667	0.375	0.240677966101695	0.416666666666667	0.319290465631929	0.308441558441558	0.25	0.18370883882149	0.16605504587156	0.258620689655172	0.348484848484849	0.240530303030303	0.399305555555556	0.00523560209424084	0.146198830409357	0.278378378378378	0.482558139534884	0.419161676646707	0.633851468048359	0.315217391304348	0.104938271604938	0.126016260162602	0.278787878787879	0.439688715953307	0.329700272479564	0.36734693877551	0.3904	0.573333333333333	0.030060120240481	0.0894308943089431	0.224489795918367	0.589285714285714	0.0625
LRRD1	0.633333333333333	0.458333333333333	0.391666666666667	0.284745762711864	0.277777777777778	0.503325942350333	0.512987012987013	0.333333333333333	0.840554592720971	0.588073394495413	0.398467432950192	0.393939393939394	0.337121212121212	0.607638888888889	0.104712041884817	0.304093567251462	0.405405405405405	0.527131782945736	0.596806387225549	0.559585492227979	0.326086956521739	0.179012345679012	0.217479674796748	0.539393939393939	0.45136186770428	0.599455040871935	0.521541950113379	0.5792	0.793333333333333	0.0400801603206413	0.146341463414634	0.23191094619666	0.625	0.0875
LRRIQ4	0.433333333333333	0.561274509803922	0.37037037037037	0.779661016949153	0.388888888888889	0.23059866962306	0.24512987012987	0.375	0.199306759098787	0.144036697247706	0.731800766283525	0.227272727272727	0.28030303030303	0.364583333333333	0.0209424083769634	0.0818713450292398	0.289189189189189	0.51937984496124	0.900199600798403	0.842832469775475	0.266304347826087	0.580246913580247	0.186991869918699	0.284848484848485	0.361867704280156	0.354223433242507	0.437641723356009	0.5264	0.433333333333333	0.0120240480961924	0.0975609756097561	0.317254174397032	0.714285714285714	0.55
LSMEM1	0.633333333333333	0.448529411764706	0.399074074074074	0.301694915254237	0.277777777777778	0.503325942350333	0.512987012987013	0.333333333333333	0.824956672443674	0.596330275229358	0.39463601532567	0.393939393939394	0.333333333333333	0.618055555555556	0.120418848167539	0.339181286549708	0.402702702702703	0.546511627906977	0.588822355289421	0.583765112262522	0.304347826086957	0.179012345679012	0.225609756097561	0.539393939393939	0.424124513618677	0.626702997275204	0.512471655328798	0.56	0.733333333333333	0.0420841683366733	0.16260162601626	0.241187384044527	0.660714285714286	0.0875
LTA	0.377777777777778	0.46078431372549	0.393518518518519	0.383050847457627	0.361111111111111	0.305986696230599	0.326298701298701	0.291666666666667	0.187175043327556	0.135779816513761	0.342911877394636	0.803030303030303	0.208333333333333	0.111111111111111	0.00523560209424084	0.0779727095516569	0.42972972972973	0.49031007751938	0.487025948103792	0.640759930915371	0.396739130434783	0.0987654320987654	0.0853658536585366	0.381818181818182	0.490272373540856	0.599455040871935	0.356009070294785	0.3952	0.286666666666667	0.0120240480961924	0.16260162601626	0.215213358070501	0.696428571428571	0.5375
LYL1	0.688888888888889	0.463235294117647	0.4	0.406779661016949	0.305555555555556	0.250554323725055	0.279220779220779	0.0833333333333333	0.447140381282496	0.355963302752294	0.335249042145594	0.318181818181818	0.113636363636364	0.0729166666666667	0.0471204188481675	0.253411306042885	0.351351351351351	0.560077519379845	0.580838323353293	0.716753022452504	0.222826086956522	0.135802469135802	0.0752032520325203	0.357575757575758	0.490272373540856	0.384196185286104	0.403628117913832	0.4464	0.56	0.030060120240481	0.0487804878048781	0.267161410018553	0.714285714285714	0.075
MAFA	0.577777777777778	0.649509803921569	0.637037037037037	0.48135593220339	0.444444444444444	0.600886917960089	0.621753246753247	0.333333333333333	0.192374350086655	0.210091743119266	0.731800766283525	0.409090909090909	0.242424242424242	0.128472222222222	0.12565445026178	0.230019493177388	0.662162162162162	0.631782945736434	0.716566866267465	0.835924006908463	0.391304347826087	0.185185185185185	0.298780487804878	0.678787878787879	0.474708171206226	0.594005449591281	0.687074829931973	0.7056	0.773333333333333	0.0260521042084168	0.105691056910569	0.385899814471243	0.803571428571429	0.7625
MAFB	0.588888888888889	0.620098039215686	0.483333333333333	0.454237288135593	0.416666666666667	0.722838137472284	0.767857142857143	0.125	0.412478336221837	0.262385321100917	0.446360153256705	0.363636363636364	0.225378787878788	0.354166666666667	0.0209424083769634	0.0935672514619883	0.340540540540541	0.548449612403101	0.6187624750499	0.6286701208981	0.266304347826087	0.0802469135802469	0.0873983739837398	0.890909090909091	0.45136186770428	0.514986376021798	0.648526077097506	0.656	0.373333333333333	0.0240480961923848	0.0894308943089431	0.280148423005566	0.839285714285714	0.1125
MAMSTR	0.677777777777778	0.531862745098039	0.401851851851852	0.406779661016949	0.305555555555556	0.28159645232816	0.295454545454545	0.166666666666667	0.454072790294627	0.497247706422018	0.342911877394636	0.318181818181818	0.119318181818182	0.0763888888888889	0.0471204188481675	0.545808966861598	0.318918918918919	0.51937984496124	0.608782435129741	0.699481865284974	0.28804347826087	0.12962962962963	0.0975609756097561	0.333333333333333	0.521400778210117	0.367847411444142	0.399092970521542	0.4384	0.566666666666667	0.0220440881763527	0.0569105691056911	0.217068645640074	0.767857142857143	0.0625
MAP6	0.322222222222222	0.468137254901961	0.461111111111111	0.396610169491525	0.361111111111111	0.254988913525499	0.282467532467532	0.25	0.197573656845754	0.172477064220183	0.521072796934866	0.378787878787879	0.0984848484848485	0.09375	0.0366492146596859	0.144249512670565	0.254054054054054	0.449612403100775	0.512974051896208	0.556131260794473	0.173913043478261	0.277777777777778	0.0975609756097561	0.357575757575758	0.424124513618677	0.476839237057221	0.346938775510204	0.4112	0.786666666666667	0.0260521042084168	0.0650406504065041	0.196660482374768	0.678571428571429	0.1375
MARCH10	0.344444444444444	0.519607843137255	0.531481481481481	0.332203389830508	0.277777777777778	0.354767184035477	0.355519480519481	0.125	0.195840554592721	0.145871559633028	0.277777777777778	0.757575757575758	0.125	0.694444444444444	0.0523560209424084	0.0896686159844055	0.416216216216216	0.534883720930233	0.558882235528942	0.706390328151986	0.358695652173913	0.141975308641975	0.0894308943089431	0.357575757575758	0.463035019455253	0.455040871934605	0.3718820861678	0.3984	0.453333333333333	0.0440881763527054	0.113821138211382	0.24860853432282	0.678571428571429	0.1625
MARCH9	0.811111111111111	0.389705882352941	0.337962962962963	0.223728813559322	0.333333333333333	0.314855875831486	0.301948051948052	0.291666666666667	0.31369150779896	0.25045871559633	0.254789272030651	0.333333333333333	0.238636363636364	0.392361111111111	0.00523560209424084	0.179337231968811	0.245945945945946	0.482558139534884	0.425149700598802	0.51986183074266	0.298913043478261	0.0987654320987654	0.0833333333333333	0.266666666666667	0.529182879377432	0.346049046321526	0.324263038548753	0.3552	0.626666666666667	0.030060120240481	0.0894308943089431	0.187384044526902	0.517857142857143	0.0625
MARVELD3	0.622222222222222	0.504901960784314	0.715740740740741	0.308474576271186	0.361111111111111	0.290465631929047	0.310064935064935	0.229166666666667	0.225303292894281	0.158715596330275	0.385057471264368	0.393939393939394	0.221590909090909	0.545138888888889	0.0418848167539267	0.0838206627680312	0.467567567567568	0.5	0.550898203592814	0.846286701208981	0.206521739130435	0.0617283950617284	0.353658536585366	0.363636363636364	0.599221789883268	0.427792915531335	0.390022675736961	0.4352	0.48	0.0340681362725451	0.121951219512195	0.328385899814471	0.803571428571429	0.2125
MEIS2	0.422222222222222	0.482843137254902	0.432407407407407	0.366101694915254	0.361111111111111	0.419068736141907	0.439935064935065	0.229166666666667	0.306759098786828	0.223853211009174	0.365900383141762	0.363636363636364	0.123106060606061	0.138888888888889	0.0209424083769634	0.130604288499025	0.281081081081081	0.59108527131783	0.548902195608782	0.66839378238342	0.25	0.0987654320987654	0.136178861788618	0.496969696969697	0.43579766536965	0.435967302452316	0.344671201814059	0.3904	0.566666666666667	0.0180360721442886	0.113821138211382	0.274582560296846	0.857142857142857	0.075
MEP1B	0.455555555555556	0.53921568627451	0.446296296296296	0.345762711864407	0.416666666666667	0.629711751662971	0.694805194805195	0.354166666666667	0.214904679376083	0.186238532110092	0.522988505747126	0.378787878787879	0.231060606060606	0.190972222222222	0.0157068062827225	0.153996101364522	0.289189189189189	0.562015503875969	0.594810379241517	0.626943005181347	0.66304347826087	0.0987654320987654	0.227642276422764	0.872727272727273	0.470817120622568	0.4141689373297	0.498866213151927	0.5616	0.833333333333333	0.0200400801603206	0.0813008130081301	0.226345083487941	0.696428571428571	0.025
METTL21C	0.522222222222222	0.529411764705882	0.521296296296296	0.447457627118644	0.527777777777778	0.605321507760532	0.641233766233766	0.25	0.350086655112652	0.305504587155963	0.469348659003831	0.712121212121212	0.189393939393939	0.180555555555556	0.0366492146596859	0.255360623781676	0.416216216216216	0.593023255813954	0.730538922155689	0.701208981001727	0.304347826086957	0.111111111111111	0.205284552845528	0.739393939393939	0.599221789883268	0.501362397820163	0.469387755102041	0.5232	0.753333333333333	0.0380761523046092	0.130081300813008	0.256029684601113	0.767857142857143	0.1375
MEX3B	0.388888888888889	0.470588235294118	0.413888888888889	0.4	0.333333333333333	0.392461197339246	0.413961038961039	0.229166666666667	0.24263431542461	0.190825688073395	0.362068965517241	0.363636363636364	0.117424242424242	0.121527777777778	0.0209424083769634	0.132553606237817	0.316216216216216	0.538759689922481	0.530938123752495	0.639032815198618	0.277173913043478	0.104938271604938	0.101626016260163	0.472727272727273	0.466926070038911	0.430517711171662	0.360544217687075	0.4064	0.54	0.0160320641282565	0.113821138211382	0.246753246753247	0.660714285714286	0.075
MGAT3	0.588888888888889	0.561274509803922	0.558333333333333	0.36271186440678	0.277777777777778	0.365853658536585	0.383116883116883	0.0833333333333333	0.395147313691508	0.290825688073394	0.367816091954023	0.409090909090909	0.153409090909091	0.229166666666667	0.0575916230366492	0.173489278752437	0.348648648648649	0.571705426356589	0.666666666666667	0.860103626943005	0.326086956521739	0.41358024691358	0.111788617886179	0.43030303030303	0.533073929961089	0.476839237057221	0.408163265306122	0.4544	0.573333333333333	0.182364729458918	0.16260162601626	0.278293135435993	0.839285714285714	0.0875
MIB2	0.455555555555556	0.406862745098039	0.474074074074074	0.416949152542373	0.805555555555556	0.350332594235033	0.371753246753247	0.229166666666667	0.294627383015598	0.351376146788991	0.308429118773946	0.818181818181818	0.206439393939394	0.194444444444444	0.0366492146596859	0.415204678362573	0.497297297297297	0.47093023255814	0.564870259481038	0.678756476683938	0.369565217391304	0.641975308641975	0.105691056910569	0.43030303030303	0.529182879377432	0.411444141689373	0.365079365079365	0.4224	0.406666666666667	0.0200400801603206	0.0731707317073171	0.222634508348794	0.660714285714286	0.3
MIIP	0.444444444444444	0.392156862745098	0.475925925925926	0.406779661016949	0.805555555555556	0.354767184035477	0.37987012987013	0.125	0.261698440207972	0.331192660550459	0.293103448275862	0.818181818181818	0.204545454545455	0.184027777777778	0.031413612565445	0.409356725146199	0.448648648648649	0.457364341085271	0.55688622754491	0.682210708117444	0.364130434782609	0.62962962962963	0.101626016260163	0.448484848484848	0.513618677042802	0.408719346049046	0.353741496598639	0.4064	0.38	0.0120240480961924	0.0731707317073171	0.213358070500928	0.642857142857143	0.3
MIR3187	0.655555555555556	0.495098039215686	0.447222222222222	0.474576271186441	0.333333333333333	0.286031042128603	0.316558441558442	0.104166666666667	0.483535528596187	0.390825688073395	0.406130268199234	0.318181818181818	0.117424242424242	0.0902777777777778	0.06282722513089	0.286549707602339	0.389189189189189	0.587209302325581	0.622754491017964	0.924006908462867	0.260869565217391	0.154320987654321	0.0894308943089431	0.4	0.571984435797665	0.433242506811989	0.419501133786848	0.4752	0.573333333333333	0.0260521042084168	0.0569105691056911	0.309833024118738	0.892857142857143	0.1
MMP25	0.633333333333333	0.524509803921569	0.612037037037037	0.31864406779661	0.361111111111111	0.330376940133038	0.321428571428571	0.145833333333333	0.204506065857886	0.143119266055046	0.348659003831418	0.378787878787879	0.232954545454545	0.548611111111111	0.0104712041884817	0.0740740740740741	0.405405405405405	0.492248062015504	0.540918163672655	0.721934369602763	0.21195652173913	0.104938271604938	0.132113821138211	0.296969696969697	0.447470817120623	0.362397820163488	0.394557823129252	0.4336	0.406666666666667	0.0340681362725451	0.0569105691056911	0.244897959183673	0.767857142857143	0.0875
MOBP	0.366666666666667	0.524509803921569	0.372222222222222	0.484745762711864	0.833333333333333	0.228381374722838	0.243506493506494	0.333333333333333	0.181975736568458	0.145871559633028	0.726053639846743	0.257575757575758	0.892045454545455	0.336805555555556	0.0366492146596859	0.105263157894737	0.254054054054054	0.529069767441861	0.860279441117764	0.507772020725389	0.282608695652174	0.395061728395062	0.0955284552845529	0.284848484848485	0.396887159533074	0.365122615803815	0.378684807256236	0.48	0.413333333333333	0.0120240480961924	0.113821138211382	0.211502782931354	0.732142857142857	0.55
MRC1	0.4	0.5	0.377777777777778	0.31864406779661	0.305555555555556	0.252771618625277	0.251623376623377	0.166666666666667	0.845753899480069	0.577064220183486	0.417624521072797	0.787878787878788	0.15719696969697	0.0798611111111111	0.0157068062827225	0.274853801169591	0.278378378378378	0.467054263565891	0.604790419161677	0.544041450777202	0.25	0.0740740740740741	0.134146341463415	0.248484848484848	0.556420233463035	0.569482288828338	0.385487528344671	0.4304	0.566666666666667	0.0180360721442886	0.032520325203252	0.309833024118738	0.803571428571429	0.025
MTNR1A	0.522222222222222	0.522058823529412	0.42037037037037	0.464406779661017	0.666666666666667	0.381374722838137	0.407467532467532	0.1875	0.202772963604853	0.236697247706422	0.471264367816092	0.393939393939394	0.170454545454545	0.131944444444444	0.031413612565445	0.274853801169591	0.5	0.453488372093023	0.720558882235529	0.789291882556131	0.228260869565217	0.123456790123457	0.0914634146341463	0.478787878787879	0.501945525291829	0.405994550408719	0.489795918367347	0.5328	0.72	0.0180360721442886	0.0569105691056911	0.252319109461967	0.714285714285714	0.1
MUC16	0.644444444444444	0.482843137254902	0.408333333333333	0.416949152542373	0.277777777777778	0.254988913525499	0.287337662337662	0.0833333333333333	0.467937608318891	0.371559633027523	0.354406130268199	0.318181818181818	0.115530303030303	0.0902777777777778	0.0471204188481675	0.263157894736842	0.362162162162162	0.565891472868217	0.590818363273453	0.75993091537133	0.228260869565217	0.141975308641975	0.0691056910569106	0.375757575757576	0.505836575875486	0.403269754768392	0.417233560090703	0.4624	0.566666666666667	0.0280561122244489	0.0650406504065041	0.289424860853432	0.785714285714286	0.0875
MUC20	0.422222222222222	0.553921568627451	0.372222222222222	0.766101694915254	0.388888888888889	0.248337028824834	0.256493506493506	0.375	0.249566724436742	0.187155963302752	0.733716475095785	0.227272727272727	0.284090909090909	0.364583333333333	0.0261780104712042	0.116959064327485	0.294594594594595	0.527131782945736	0.900199600798403	0.804835924006909	0.255434782608696	0.580246913580247	0.191056910569106	0.278787878787879	0.389105058365759	0.35149863760218	0.444444444444444	0.5312	0.44	0.0140280561122244	0.0894308943089431	0.302411873840445	0.767857142857143	0.55
MYH3	0.433333333333333	0.615196078431373	0.649074074074074	0.416949152542373	0.416666666666667	0.58980044345898	0.625	0.270833333333333	0.207972270363951	0.143119266055046	0.344827586206897	0.757575757575758	0.145833333333333	0.638888888888889	0.0680628272251309	0.0701754385964912	0.618918918918919	0.612403100775194	0.726546906187625	0.863557858376511	0.521739130434783	0.395061728395062	0.233739837398374	0.721212121212121	0.571984435797665	0.455040871934605	0.442176870748299	0.4848	0.546666666666667	0.0480961923847695	0.138211382113821	0.291280148423006	0.875	0.125
MYLIP	0.377777777777778	0.517156862745098	0.397222222222222	0.393220338983051	0.388888888888889	0.29490022172949	0.306818181818182	0.208333333333333	0.188908145580589	0.143119266055046	0.352490421455939	0.803030303030303	0.204545454545455	0.111111111111111	0.00523560209424084	0.0916179337231969	0.445945945945946	0.482558139534884	0.512974051896208	0.675302245250432	0.429347826086957	0.0987654320987654	0.0955284552845529	0.339393939393939	0.486381322957198	0.634877384196185	0.369614512471655	0.4176	0.306666666666667	0.0120240480961924	0.170731707317073	0.217068645640074	0.714285714285714	0.5625
MYO1A	0.8	0.382352941176471	0.333333333333333	0.233898305084746	0.333333333333333	0.314855875831486	0.300324675324675	0.291666666666667	0.225303292894281	0.191743119266055	0.254789272030651	0.333333333333333	0.236742424242424	0.392361111111111	0.00523560209424084	0.153996101364522	0.235135135135135	0.463178294573643	0.42315369261477	0.525043177892919	0.293478260869565	0.0925925925925926	0.0873983739837398	0.260606060606061	0.431906614785992	0.326975476839237	0.328798185941043	0.36	0.626666666666667	0.030060120240481	0.0894308943089431	0.192949907235622	0.553571428571429	0.0625
MYOZ3	0.733333333333333	0.534313725490196	0.430555555555556	0.308474576271186	0.416666666666667	0.274944567627494	0.306818181818182	0.166666666666667	0.164644714038128	0.141284403669725	0.444444444444444	0.257575757575758	0.611742424242424	0.159722222222222	0.0837696335078534	0.115009746588694	0.435135135135135	0.552325581395349	0.780439121756487	0.583765112262522	0.222826086956522	0.104938271604938	0.0813008130081301	0.393939393939394	0.400778210116732	0.455040871934605	0.369614512471655	0.4192	0.673333333333333	0.0380761523046092	0.0813008130081301	0.211502782931354	0.482142857142857	0.0875
N4BP2L1	0.511111111111111	0.492647058823529	0.523148148148148	0.433898305084746	0.555555555555556	0.614190687361419	0.654220779220779	0.25	0.370883882149047	0.323853211009174	0.526819923371648	0.696969696969697	0.193181818181818	0.1875	0.0366492146596859	0.270955165692008	0.435135135135135	0.647286821705426	0.746506986027944	0.718480138169257	0.260869565217391	0.104938271604938	0.288617886178862	0.763636363636364	0.634241245136187	0.487738419618529	0.482993197278912	0.5232	0.766666666666667	0.0400801603206413	0.130081300813008	0.2430426716141	0.714285714285714	0.1125
NACA2	0.355555555555556	0.512254901960784	0.525925925925926	0.328813559322034	0.277777777777778	0.352549889135255	0.355519480519481	0.125	0.192374350086655	0.145871559633028	0.273946360153257	0.757575757575758	0.125	0.694444444444444	0.0471204188481675	0.0935672514619883	0.416216216216216	0.536821705426357	0.554890219560878	0.70293609671848	0.347826086956522	0.135802469135802	0.0853658536585366	0.363636363636364	0.463035019455253	0.455040871934605	0.36734693877551	0.3904	0.453333333333333	0.0440881763527054	0.113821138211382	0.252319109461967	0.660714285714286	0.1625
NEFM	0.544444444444444	0.700980392156863	0.673148148148148	0.444067796610169	0.5	0.623059866962306	0.63961038961039	0.333333333333333	0.20103986135182	0.160550458715596	0.67816091954023	0.409090909090909	0.329545454545455	0.121527777777778	0.120418848167539	0.115009746588694	0.764864864864865	0.651162790697674	0.7624750499002	0.787564766839378	0.423913043478261	0.209876543209877	0.597560975609756	0.684848484848485	0.470817120622568	0.517711171662125	0.6281179138322	0.6448	0.806666666666667	0.0200400801603206	0.0975609756097561	0.391465677179963	0.821428571428571	0.5
NFE2	0.766666666666667	0.375	0.346296296296296	0.227118644067797	0.333333333333333	0.312638580931264	0.298701298701299	0.270833333333333	0.207972270363951	0.18256880733945	0.254789272030651	0.333333333333333	0.236742424242424	0.388888888888889	0.00523560209424084	0.153996101364522	0.235135135135135	0.47093023255814	0.425149700598802	0.533678756476684	0.298913043478261	0.0864197530864197	0.0853658536585366	0.260606060606061	0.412451361867704	0.318801089918256	0.331065759637188	0.3504	0.626666666666667	0.030060120240481	0.0894308943089431	0.207792207792208	0.589285714285714	0.0625
NFKBIA	0.488888888888889	0.482843137254902	0.424074074074074	0.277966101694915	0.444444444444444	0.403547671840355	0.420454545454545	0.104166666666667	0.339688041594454	0.252293577981651	0.42911877394636	0.318181818181818	0.435606060606061	0.180555555555556	0.0104712041884817	0.153996101364522	0.337837837837838	0.577519379844961	0.650698602794411	0.550949913644214	0.244565217391304	0.154320987654321	0.0955284552845529	0.466666666666667	0.490272373540856	0.411444141689373	0.333333333333333	0.4016	0.466666666666667	0.0240480961923848	0.121951219512195	0.204081632653061	0.678571428571429	0.05
NFKBIZ	0.422222222222222	0.5	0.312962962962963	0.56271186440678	0.444444444444444	0.219512195121951	0.230519480519481	0.354166666666667	0.190641247833622	0.144036697247706	0.555555555555556	0.227272727272727	0.403409090909091	0.364583333333333	0.0261780104712042	0.0916179337231969	0.224324324324324	0.453488372093023	0.746506986027944	0.556131260794473	0.21195652173913	0.561728395061728	0.119918699186992	0.260606060606061	0.342412451361868	0.343324250681199	0.346938775510204	0.4192	0.386666666666667	0.0120240480961924	0.0894308943089431	0.202226345083488	0.642857142857143	0.55
NHLH1	0.3	0.534313725490196	0.751851851851852	0.56271186440678	0.611111111111111	0.299334811529933	0.318181818181818	0.3125	0.190641247833622	0.143119266055046	0.329501915708812	0.787878787878788	0.181818181818182	0.128472222222222	0.0104712041884817	0.0896686159844055	0.743243243243243	0.742248062015504	0.558882235528942	0.607944732297064	0.358695652173913	0.240740740740741	0.0975609756097561	0.36969696969697	0.463035019455253	0.5858310626703	0.390022675736961	0.4352	0.46	0.0601202404809619	0.195121951219512	0.458256029684601	0.732142857142857	0.1
NLRC4	0.355555555555556	0.397058823529412	0.316666666666667	0.308474576271186	0.194444444444444	0.201773835920177	0.232142857142857	0.1875	0.136915077989601	0.107339449541284	0.258620689655172	0.727272727272727	0.168560606060606	0.177083333333333	0.0104712041884817	0.0740740740740741	0.224324324324324	0.36046511627907	0.542914171656687	0.506044905008636	0.173913043478261	0.0987654320987654	0.109756097560976	0.315151515151515	0.463035019455253	0.332425068119891	0.26530612244898	0.3216	0.426666666666667	0.0260521042084168	0.016260162601626	0.2430426716141	0.5	0.1375
NLRP5	0.688888888888889	0.534313725490196	0.401851851851852	0.413559322033898	0.305555555555556	0.292682926829268	0.305194805194805	0.208333333333333	0.467937608318891	0.522018348623853	0.35823754789272	0.318181818181818	0.119318181818182	0.0833333333333333	0.0471204188481675	0.582846003898636	0.316216216216216	0.501937984496124	0.620758483033932	0.699481865284974	0.309782608695652	0.141975308641975	0.0792682926829268	0.339393939393939	0.525291828793774	0.376021798365123	0.396825396825397	0.4432	0.56	0.0220440881763527	0.0487804878048781	0.241187384044527	0.732142857142857	0.0625
NLRP9	0.688888888888889	0.536764705882353	0.401851851851852	0.413559322033898	0.305555555555556	0.292682926829268	0.305194805194805	0.208333333333333	0.462738301559792	0.520183486238532	0.35632183908046	0.318181818181818	0.119318181818182	0.0833333333333333	0.0471204188481675	0.584795321637427	0.313513513513514	0.501937984496124	0.622754491017964	0.696027633851468	0.298913043478261	0.141975308641975	0.0833333333333333	0.339393939393939	0.529182879377432	0.376021798365123	0.399092970521542	0.4416	0.56	0.0220440881763527	0.0487804878048781	0.235621521335807	0.732142857142857	0.0625
NOTCH1	0.466666666666667	0.561274509803922	0.411111111111111	0.386440677966102	0.555555555555556	0.283813747228381	0.323051948051948	0.166666666666667	0.289428076256499	0.234862385321101	0.488505747126437	0.318181818181818	0.321969696969697	0.131944444444444	0.0209424083769634	0.173489278752437	0.383783783783784	0.540697674418605	0.682634730538922	0.737478411053541	0.304347826086957	0.0925925925925926	0.142276422764228	0.43030303030303	0.490272373540856	0.542234332425068	0.46031746031746	0.5024	0.506666666666667	0.0701402805611222	0.121951219512195	0.278293135435993	0.803571428571429	0.125
NPAS4	0.322222222222222	0.438725490196078	0.388888888888889	0.325423728813559	0.305555555555556	0.254988913525499	0.284090909090909	0.25	0.204506065857886	0.170642201834862	0.436781609195402	0.378787878787879	0.0984848484848485	0.0868055555555556	0.031413612565445	0.132553606237817	0.256756756756757	0.434108527131783	0.455089820359281	0.495682210708117	0.168478260869565	0.253086419753086	0.0995934959349594	0.363636363636364	0.400778210116732	0.46866485013624	0.312925170068027	0.3696	0.78	0.0260521042084168	0.0650406504065041	0.207792207792208	0.642857142857143	0.1375
NPC1L1	0.6	0.487745098039216	0.406481481481481	0.223728813559322	0.277777777777778	0.556541019955654	0.579545454545455	0.354166666666667	0.800693240901213	0.537614678899083	0.413793103448276	0.378787878787879	0.333333333333333	0.604166666666667	0.0994764397905759	0.241715399610136	0.362162162162162	0.585271317829457	0.610778443113772	0.511226252158895	0.315217391304348	0.172839506172839	0.213414634146341	0.642424242424242	0.43579766536965	0.615803814713896	0.512471655328798	0.5664	0.833333333333333	0.0360721442885772	0.138211382113821	0.222634508348794	0.607142857142857	0.1125
NPIPA3	0.611111111111111	0.485294117647059	0.6	0.291525423728814	0.333333333333333	0.310421286031042	0.310064935064935	0.229166666666667	0.192374350086655	0.13394495412844	0.337164750957854	0.378787878787879	0.229166666666667	0.541666666666667	0.0104712041884817	0.0682261208576998	0.394594594594595	0.484496124031008	0.510978043912176	0.652849740932642	0.179347826086957	0.0987654320987654	0.134146341463415	0.309090909090909	0.45136186770428	0.343324250681199	0.35827664399093	0.4016	0.393333333333333	0.032064128256513	0.0569105691056911	0.226345083487941	0.75	0.1
NPIPA5	0.611111111111111	0.485294117647059	0.6	0.291525423728814	0.333333333333333	0.310421286031042	0.310064935064935	0.229166666666667	0.192374350086655	0.13394495412844	0.337164750957854	0.378787878787879	0.229166666666667	0.541666666666667	0.0104712041884817	0.0682261208576998	0.394594594594595	0.484496124031008	0.510978043912176	0.652849740932642	0.179347826086957	0.0987654320987654	0.134146341463415	0.309090909090909	0.45136186770428	0.343324250681199	0.35827664399093	0.4016	0.393333333333333	0.032064128256513	0.0569105691056911	0.226345083487941	0.75	0.1
NPIPA7	0.611111111111111	0.485294117647059	0.6	0.291525423728814	0.333333333333333	0.310421286031042	0.310064935064935	0.229166666666667	0.192374350086655	0.13394495412844	0.337164750957854	0.378787878787879	0.229166666666667	0.541666666666667	0.0104712041884817	0.0682261208576998	0.394594594594595	0.484496124031008	0.510978043912176	0.652849740932642	0.179347826086957	0.0987654320987654	0.134146341463415	0.309090909090909	0.45136186770428	0.343324250681199	0.35827664399093	0.4016	0.393333333333333	0.032064128256513	0.0569105691056911	0.226345083487941	0.75	0.1
NPIPA8	0.611111111111111	0.485294117647059	0.6	0.291525423728814	0.333333333333333	0.310421286031042	0.310064935064935	0.229166666666667	0.192374350086655	0.13394495412844	0.337164750957854	0.378787878787879	0.229166666666667	0.541666666666667	0.0104712041884817	0.0682261208576998	0.394594594594595	0.484496124031008	0.510978043912176	0.652849740932642	0.179347826086957	0.0987654320987654	0.134146341463415	0.309090909090909	0.45136186770428	0.343324250681199	0.35827664399093	0.4016	0.393333333333333	0.032064128256513	0.0569105691056911	0.226345083487941	0.75	0.1
NPIPB11	0.6	0.458333333333333	0.585185185185185	0.264406779661017	0.277777777777778	0.317073170731707	0.314935064935065	0.229166666666667	0.199306759098787	0.136697247706422	0.325670498084291	0.378787878787879	0.229166666666667	0.541666666666667	0.0209424083769634	0.0662768031189084	0.37027027027027	0.474806201550388	0.491017964071856	0.573402417962003	0.173913043478261	0.0864197530864197	0.140243902439024	0.309090909090909	0.428015564202335	0.335149863760218	0.356009070294785	0.3968	0.4	0.032064128256513	0.0569105691056911	0.218923933209648	0.75	0.0875
NPIPB3	0.611111111111111	0.480392156862745	0.59537037037037	0.274576271186441	0.305555555555556	0.312638580931264	0.310064935064935	0.229166666666667	0.227036395147314	0.152293577981651	0.340996168582375	0.378787878787879	0.229166666666667	0.538194444444444	0.0104712041884817	0.0662768031189084	0.381081081081081	0.478682170542636	0.500998003992016	0.6286701208981	0.184782608695652	0.0925925925925926	0.138211382113821	0.303030303030303	0.431906614785992	0.337874659400545	0.353741496598639	0.4032	0.406666666666667	0.032064128256513	0.0569105691056911	0.224489795918367	0.732142857142857	0.0875
NPIPB4	0.611111111111111	0.480392156862745	0.59537037037037	0.274576271186441	0.305555555555556	0.312638580931264	0.310064935064935	0.229166666666667	0.227036395147314	0.152293577981651	0.340996168582375	0.378787878787879	0.229166666666667	0.538194444444444	0.0104712041884817	0.0662768031189084	0.381081081081081	0.478682170542636	0.500998003992016	0.6286701208981	0.184782608695652	0.0925925925925926	0.138211382113821	0.303030303030303	0.431906614785992	0.337874659400545	0.353741496598639	0.4032	0.406666666666667	0.032064128256513	0.0569105691056911	0.224489795918367	0.732142857142857	0.0875
