ACC	BLCA	BRCA	CESC	CHOL	COAD	COADREAD	DLBC	GBM	GBMLGG	HNSC	KICH	KIRC	KIRP	LAML	LGG	LIHC	LUAD	LUSC	OV	PAAD	PCPG	PRAD	READ	SARC	SKCM	STAD	STES	TGCT	THCA	THYM	UCEC	UCS	UVM
ANKRD13D	0.344444444444444	0.450980392156863	0.416666666666667	0.36271186440678	0.305555555555556	0.254988913525499	0.282467532467532	0.25	0.206239168110919	0.176146788990826	0.444444444444444	0.378787878787879	0.0984848484848485	0.0868055555555556	0.031413612565445	0.142300194931774	0.278378378378378	0.436046511627907	0.467065868263473	0.493955094991364	0.168478260869565	0.259259259259259	0.103658536585366	0.357575757575758	0.404669260700389	0.465940054495913	0.333333333333333	0.3888	0.793333333333333	0.0260521042084168	0.0650406504065041	0.222634508348794	0.625	0.1375
ANKRD34A	0.344444444444444	0.5	0.690740740740741	0.505084745762712	0.527777777777778	0.321507760532151	0.334415584415584	0.270833333333333	0.199306759098787	0.215596330275229	0.350574712643678	0.787878787878788	0.178030303030303	0.142361111111111	0.0104712041884817	0.233918128654971	0.686486486486486	0.724806201550388	0.582834331337325	0.609671848013817	0.364130434782609	0.487654320987654	0.0813008130081301	0.36969696969697	0.466926070038911	0.588555858310627	0.380952380952381	0.4336	0.466666666666667	0.0501002004008016	0.16260162601626	0.428571428571429	0.678571428571429	0.1625
AOC2	0.344444444444444	0.448529411764706	0.537962962962963	0.28135593220339	0.277777777777778	0.337028824833703	0.349025974025974	0.145833333333333	0.197573656845754	0.142201834862385	0.243295019157088	0.757575757575758	0.115530303030303	0.666666666666667	0.06282722513089	0.0799220272904483	0.367567567567568	0.501937984496124	0.542914171656687	0.827288428324698	0.25	0.234567901234568	0.134146341463415	0.381818181818182	0.43579766536965	0.367847411444142	0.35827664399093	0.376	0.473333333333333	0.0440881763527054	0.130081300813008	0.272727272727273	0.75	0.125
AOC3	0.344444444444444	0.448529411764706	0.537962962962963	0.28135593220339	0.277777777777778	0.337028824833703	0.349025974025974	0.145833333333333	0.197573656845754	0.142201834862385	0.243295019157088	0.757575757575758	0.115530303030303	0.666666666666667	0.06282722513089	0.0799220272904483	0.364864864864865	0.501937984496124	0.542914171656687	0.827288428324698	0.25	0.234567901234568	0.134146341463415	0.381818181818182	0.43579766536965	0.367847411444142	0.360544217687075	0.3776	0.473333333333333	0.0440881763527054	0.130081300813008	0.272727272727273	0.75	0.125
APOA1	0.355555555555556	0.487745098039216	0.590740740740741	0.569491525423729	0.388888888888889	0.274944567627494	0.300324675324675	0.375	0.197573656845754	0.195412844036697	0.582375478927203	0.393939393939394	0.111742424242424	0.135416666666667	0.0471204188481675	0.192982456140351	0.318918918918919	0.457364341085271	0.538922155688623	0.57167530224525	0.195652173913043	0.296296296296296	0.150406504065041	0.36969696969697	0.54863813229572	0.613079019073569	0.380952380952381	0.4304	0.813333333333333	0.0280561122244489	0.0650406504065041	0.207792207792208	0.642857142857143	0.175
APOA4	0.355555555555556	0.487745098039216	0.590740740740741	0.569491525423729	0.388888888888889	0.274944567627494	0.300324675324675	0.375	0.199306759098787	0.195412844036697	0.582375478927203	0.393939393939394	0.111742424242424	0.138888888888889	0.0471204188481675	0.191033138401559	0.321621621621622	0.457364341085271	0.538922155688623	0.573402417962003	0.195652173913043	0.296296296296296	0.148373983739837	0.36969696969697	0.54863813229572	0.613079019073569	0.380952380952381	0.4288	0.813333333333333	0.0280561122244489	0.0650406504065041	0.205936920222635	0.642857142857143	0.175
APOE	0.677777777777778	0.522058823529412	0.398148148148148	0.403389830508475	0.305555555555556	0.279379157427938	0.293831168831169	0.166666666666667	0.426343154246101	0.479816513761468	0.333333333333333	0.318181818181818	0.119318181818182	0.0729166666666667	0.0471204188481675	0.539961013645224	0.305405405405405	0.50968992248062	0.594810379241517	0.680483592400691	0.28804347826087	0.123456790123457	0.0873983739837398	0.333333333333333	0.521400778210117	0.354223433242507	0.403628117913832	0.4368	0.56	0.0220440881763527	0.0487804878048781	0.23191094619666	0.803571428571429	0.0625
APOL1	0.577777777777778	0.553921568627451	0.564814814814815	0.359322033898305	0.277777777777778	0.361419068736142	0.375	0.0833333333333333	0.393414211438475	0.287155963302752	0.365900383141762	0.424242424242424	0.151515151515152	0.229166666666667	0.0575916230366492	0.167641325536062	0.332432432432432	0.569767441860465	0.67065868263473	0.854922279792746	0.309782608695652	0.395061728395062	0.113821138211382	0.412121212121212	0.517509727626459	0.482288828337875	0.419501133786848	0.4672	0.58	0.182364729458918	0.16260162601626	0.287569573283859	0.839285714285714	0.075
APOL4	0.577777777777778	0.551470588235294	0.560185185185185	0.355932203389831	0.277777777777778	0.361419068736142	0.376623376623377	0.0833333333333333	0.395147313691508	0.288073394495413	0.363984674329502	0.424242424242424	0.151515151515152	0.229166666666667	0.0575916230366492	0.167641325536062	0.335135135135135	0.571705426356589	0.666666666666667	0.853195164075993	0.309782608695652	0.388888888888889	0.109756097560976	0.418181818181818	0.517509727626459	0.479564032697548	0.419501133786848	0.4656	0.58	0.182364729458918	0.16260162601626	0.285714285714286	0.857142857142857	0.075
AQP8	0.611111111111111	0.482843137254902	0.587962962962963	0.267796610169492	0.305555555555556	0.312638580931264	0.310064935064935	0.229166666666667	0.221837088388215	0.14954128440367	0.340996168582375	0.378787878787879	0.229166666666667	0.538194444444444	0.0104712041884817	0.0682261208576998	0.372972972972973	0.478682170542636	0.489021956087824	0.580310880829015	0.184782608695652	0.0987654320987654	0.136178861788618	0.303030303030303	0.431906614785992	0.332425068119891	0.35827664399093	0.4016	0.4	0.032064128256513	0.0569105691056911	0.224489795918367	0.767857142857143	0.0875
ARC	0.577777777777778	0.651960784313726	0.637037037037037	0.48135593220339	0.444444444444444	0.598669623059867	0.62012987012987	0.333333333333333	0.192374350086655	0.207339449541284	0.735632183908046	0.409090909090909	0.244318181818182	0.128472222222222	0.12565445026178	0.224171539961014	0.667567567567568	0.637596899224806	0.712574850299401	0.830742659758204	0.396739130434783	0.179012345679012	0.298780487804878	0.678787878787879	0.482490272373541	0.594005449591281	0.693877551020408	0.7104	0.766666666666667	0.0260521042084168	0.105691056910569	0.385899814471243	0.803571428571429	0.7625
ARL4D	0.344444444444444	0.446078431372549	0.535185185185185	0.277966101694915	0.277777777777778	0.337028824833703	0.349025974025974	0.145833333333333	0.194107452339688	0.140366972477064	0.241379310344828	0.757575757575758	0.115530303030303	0.659722222222222	0.0523560209424084	0.0799220272904483	0.362162162162162	0.498062015503876	0.542914171656687	0.811744386873921	0.239130434782609	0.222222222222222	0.146341463414634	0.381818181818182	0.428015564202335	0.37874659400545	0.349206349206349	0.3696	0.473333333333333	0.0440881763527054	0.113821138211382	0.267161410018553	0.732142857142857	0.125
ARL9	0.477777777777778	0.41421568627451	0.351851851851852	0.342372881355932	0.444444444444444	0.321507760532151	0.349025974025974	0.0833333333333333	0.18370883882149	0.179816513761468	0.363984674329502	0.378787878787879	0.147727272727273	0.107638888888889	0.0366492146596859	0.175438596491228	0.364864864864865	0.401162790697674	0.632734530938124	0.599309153713299	0.201086956521739	0.104938271604938	0.0711382113821138	0.424242424242424	0.396887159533074	0.359673024523161	0.417233560090703	0.4768	0.673333333333333	0.0140280561122244	0.0487804878048781	0.185528756957328	0.589285714285714	0.0875
ASPHD2	0.555555555555556	0.524509803921569	0.54537037037037	0.328813559322034	0.333333333333333	0.363636363636364	0.375	0.0833333333333333	0.376083188908146	0.272477064220183	0.369731800766284	0.409090909090909	0.151515151515152	0.232638888888889	0.0575916230366492	0.155945419103314	0.332432432432432	0.563953488372093	0.668662674650699	0.792746113989637	0.298913043478261	0.37037037037037	0.130081300813008	0.406060606060606	0.521400778210117	0.465940054495913	0.410430839002268	0.4624	0.573333333333333	0.180360721442886	0.146341463414634	0.272727272727273	0.803571428571429	0.075
ASPN	0.4	0.583333333333333	0.401851851851852	0.366101694915254	0.527777777777778	0.288248337028825	0.310064935064935	0.229166666666667	0.259965337954939	0.205504587155963	0.448275862068966	0.272727272727273	0.304924242424242	0.125	0.0261780104712042	0.144249512670565	0.378378378378378	0.546511627906977	0.658682634730539	0.64594127806563	0.298913043478261	0.0987654320987654	0.142276422764228	0.36969696969697	0.474708171206226	0.550408719346049	0.426303854875283	0.4704	0.52	0.062124248496994	0.113821138211382	0.270871985157699	0.785714285714286	0.125
ASPRV1	0.355555555555556	0.406862745098039	0.312037037037037	0.294915254237288	0.222222222222222	0.197339246119734	0.225649350649351	0.166666666666667	0.135181975736568	0.104587155963303	0.262452107279693	0.727272727272727	0.172348484848485	0.170138888888889	0.0104712041884817	0.0701754385964912	0.227027027027027	0.348837209302326	0.518962075848303	0.468048359240069	0.135869565217391	0.0925925925925926	0.101626016260163	0.303030303030303	0.455252918287938	0.307901907356948	0.249433106575964	0.3024	0.386666666666667	0.0220440881763527	0.016260162601626	0.222634508348794	0.517857142857143	0.125
ASTL	0.322222222222222	0.375	0.298148148148148	0.240677966101695	0.111111111111111	0.19290465631929	0.217532467532468	0.125	0.117850953206239	0.0899082568807339	0.262452107279693	0.727272727272727	0.170454545454545	0.173611111111111	0.00523560209424084	0.0584795321637427	0.221621621621622	0.356589147286822	0.465069860279441	0.433506044905009	0.130434782608696	0.0864197530864197	0.0772357723577236	0.284848484848485	0.389105058365759	0.313351498637602	0.233560090702948	0.288	0.333333333333333	0.0240480961923848	0.016260162601626	0.205936920222635	0.553571428571429	0.1
ATF3	0.3	0.473039215686274	0.763888888888889	0.535593220338983	0.638888888888889	0.310421286031042	0.336038961038961	0.354166666666667	0.214904679376083	0.163302752293578	0.337164750957854	0.787878787878788	0.185606060606061	0.138888888888889	0.0157068062827225	0.105263157894737	0.740540540540541	0.736434108527132	0.562874251497006	0.602763385146805	0.347826086956522	0.222222222222222	0.113821138211382	0.406060606060606	0.463035019455253	0.580381471389646	0.346938775510204	0.4112	0.5	0.062124248496994	0.211382113821138	0.439703153988868	0.732142857142857	0.15
ATOH1	0.5	0.448529411764706	0.386111111111111	0.403389830508475	0.472222222222222	0.332594235033259	0.36525974025974	0.125	0.155979202772964	0.178899082568807	0.400383141762452	0.363636363636364	0.15719696969697	0.125	0.031413612565445	0.204678362573099	0.481081081081081	0.406976744186047	0.656686626746507	0.737478411053541	0.206521739130435	0.0987654320987654	0.0833333333333333	0.454545454545455	0.408560311284047	0.370572207084469	0.448979591836735	0.4992	0.726666666666667	0.0140280561122244	0.0487804878048781	0.220779220779221	0.75	0.0875
ATP1A4	0.3	0.53921568627451	0.753703703703704	0.56271186440678	0.611111111111111	0.299334811529933	0.318181818181818	0.3125	0.202772963604853	0.14954128440367	0.329501915708812	0.787878787878788	0.181818181818182	0.128472222222222	0.0104712041884817	0.0896686159844055	0.743243243243243	0.742248062015504	0.558882235528942	0.609671848013817	0.358695652173913	0.240740740740741	0.0995934959349594	0.36969696969697	0.474708171206226	0.583106267029973	0.385487528344671	0.432	0.46	0.0601202404809619	0.195121951219512	0.458256029684601	0.732142857142857	0.1
ATP1B2	0.466666666666667	0.615196078431373	0.659259259259259	0.413559322033898	0.444444444444444	0.592017738359202	0.625	0.291666666666667	0.235701906412478	0.161467889908257	0.367816091954023	0.757575757575758	0.145833333333333	0.638888888888889	0.0837696335078534	0.0779727095516569	0.643243243243243	0.606589147286822	0.718562874251497	0.835924006908463	0.53804347826087	0.401234567901235	0.33130081300813	0.715151515151515	0.642023346303502	0.471389645776567	0.46031746031746	0.4976	0.546666666666667	0.0480961923847695	0.138211382113821	0.283858998144712	0.839285714285714	0.125
ATP2B3	0.677777777777778	0.365196078431373	0.339814814814815	0.430508474576271	0.472222222222222	0.305986696230599	0.321428571428571	0.25	0.24263431542461	0.245871559633028	0.390804597701149	0.696969696969697	0.168560606060606	0.402777777777778	0.0418848167539267	0.249512670565302	0.397297297297297	0.37984496124031	0.435129740518962	0.737478411053541	0.21195652173913	0.351851851851852	0.0914634146341463	0.363636363636364	0.603112840466926	0.400544959128065	0.308390022675737	0.3664	0.353333333333333	0.0260521042084168	0.0975609756097561	0.294990723562152	0.625	0.3
AZU1	0.655555555555556	0.495098039215686	0.447222222222222	0.474576271186441	0.333333333333333	0.286031042128603	0.316558441558442	0.104166666666667	0.483535528596187	0.390825688073395	0.409961685823755	0.318181818181818	0.117424242424242	0.0902777777777778	0.06282722513089	0.286549707602339	0.391891891891892	0.589147286821705	0.622754491017964	0.92573402417962	0.260869565217391	0.154320987654321	0.0914634146341463	0.4	0.571984435797665	0.438692098092643	0.424036281179138	0.48	0.573333333333333	0.0260521042084168	0.0569105691056911	0.311688311688312	0.892857142857143	0.1
B3GALT1	0.333333333333333	0.399509803921569	0.310185185185185	0.264406779661017	0.222222222222222	0.208425720620843	0.23538961038961	0.208333333333333	0.123050259965338	0.0981651376146789	0.281609195402299	0.727272727272727	0.181818181818182	0.190972222222222	0.00523560209424084	0.0701754385964912	0.262162162162162	0.352713178294574	0.399201596806387	0.512953367875648	0.146739130434783	0.0925925925925926	0.136178861788618	0.309090909090909	0.400778210116732	0.35149863760218	0.27437641723356	0.3184	0.34	0.0220440881763527	0.024390243902439	0.205936920222635	0.428571428571429	0.1
B3GNT7	0.344444444444444	0.53921568627451	0.334259259259259	0.461016949152542	0.25	0.235033259423503	0.256493506493506	0.145833333333333	0.124783362218371	0.122018348623853	0.369731800766284	0.757575757575758	0.225378787878788	0.197916666666667	0.0104712041884817	0.118908382066277	0.267567567567568	0.354651162790698	0.457085828343313	0.523316062176166	0.157608695652174	0.0987654320987654	0.0772357723577236	0.315151515151515	0.466926070038911	0.37874659400545	0.27437641723356	0.3216	0.313333333333333	0.0260521042084168	0.040650406504065	0.228200371057514	0.553571428571429	0.1375
BAAT	0.411111111111111	0.580882352941177	0.408333333333333	0.36271186440678	0.527777777777778	0.283813747228381	0.311688311688312	0.166666666666667	0.261698440207972	0.207339449541284	0.438697318007663	0.272727272727273	0.304924242424242	0.121527777777778	0.0261780104712042	0.146198830409357	0.378378378378378	0.550387596899225	0.666666666666667	0.637305699481865	0.298913043478261	0.0925925925925926	0.144308943089431	0.387878787878788	0.478599221789883	0.561307901907357	0.430839002267574	0.472	0.52	0.0601202404809619	0.113821138211382	0.25974025974026	0.785714285714286	0.125
BAIAP2L2	0.6	0.556372549019608	0.562037037037037	0.359322033898305	0.277777777777778	0.365853658536585	0.381493506493506	0.0833333333333333	0.393414211438475	0.289908256880734	0.365900383141762	0.409090909090909	0.15530303030303	0.229166666666667	0.0575916230366492	0.173489278752437	0.343243243243243	0.569767441860465	0.666666666666667	0.848013816925734	0.315217391304348	0.407407407407407	0.109756097560976	0.424242424242424	0.525291828793774	0.498637602179836	0.417233560090703	0.4656	0.566666666666667	0.182364729458918	0.170731707317073	0.293135435992579	0.857142857142857	0.0875
BCL2L10	0.366666666666667	0.468137254901961	0.414814814814815	0.393220338983051	0.305555555555556	0.39689578713969	0.422077922077922	0.25	0.280762564991335	0.215596330275229	0.369731800766284	0.363636363636364	0.115530303030303	0.128472222222222	0.0209424083769634	0.142300194931774	0.294594594594595	0.563953488372093	0.540918163672655	0.633851468048359	0.255434782608696	0.111111111111111	0.119918699186992	0.490909090909091	0.455252918287938	0.425068119891008	0.321995464852608	0.3744	0.566666666666667	0.0160320641282565	0.113821138211382	0.267161410018553	0.767857142857143	0.075
BCL6	0.422222222222222	0.553921568627451	0.361111111111111	0.766101694915254	0.388888888888889	0.248337028824834	0.258116883116883	0.395833333333333	0.239168110918544	0.170642201834862	0.733716475095785	0.227272727272727	0.276515151515151	0.364583333333333	0.0209424083769634	0.0935672514619883	0.289189189189189	0.531007751937985	0.900199600798403	0.784110535405872	0.244565217391304	0.580246913580247	0.172764227642276	0.284848484848485	0.385214007782101	0.359673024523161	0.428571428571429	0.5184	0.446666666666667	0.0120240480961924	0.0894308943089431	0.304267161410019	0.732142857142857	0.55
BCORL1	0.633333333333333	0.355392156862745	0.325	0.372881355932203	0.444444444444444	0.303769401330377	0.318181818181818	0.208333333333333	0.220103986135182	0.226605504587156	0.35823754789272	0.712121212121212	0.147727272727273	0.420138888888889	0.0418848167539267	0.233918128654971	0.367567567567568	0.348837209302326	0.421157684630739	0.699481865284974	0.201086956521739	0.351851851851852	0.0873983739837398	0.357575757575758	0.591439688715953	0.386920980926431	0.287981859410431	0.344	0.353333333333333	0.0260521042084168	0.0975609756097561	0.278293135435993	0.589285714285714	0.2875
