BLCA	BRCA	CESC	CHOL	COAD	COADREAD	HNSC	KICH	KIRC	KIRP	LIHC	LUAD	LUSC	PAAD	PCPG	PRAD	READ	SARC	STAD	STES	THCA	THYM	UCEC
AOC2	0.348827448330161	-2.49340751651461	-0.864565547786462	0.11723416978898	0.648160795313006	0.581680139867783	-0.135326298842515	0.328790414283136	-0.120372864426151	-0.0409924761036503	0.229097535220042	-1.40843675752813	-1.23029232873054	-0.944762783558174	-1.25556991152569	0.463039517791021	0.324433700367414	-0.459991424706578	0.0201473443891688	0.144690514241178	-0.501478053644303	-2.27355307783736	-0.299529561451895
AOC3	-3.46654461775663	-3.4635686851257	-5.13810876686039	-1.7012378361327	-2.23163647132062	-2.3945675006411	-1.08915456180335	-1.05639818752835	-0.445963519696245	-2.2027885905054	-0.761533693648419	-2.41991671996336	-3.61925104133775	-0.268364417919989	-3.03008198392937	-0.877257010367675	-2.88654084700249	-1.25623601675688	-1.84040355634408	-2.04122816858363	-0.375674266012434	-4.96613420252035	-4.15220461736417
APOA1	-0.992143292029969	1.17878858452176	-2.2762141026609	-7.7038551437195	-0.439172792729893	-0.213175812053519	-0.0669594326427871	-2.79893052630558	-2.02944815704114	-2.93280633532833	-1.66226276446263	-2.99539126495624	-2.77917886490463	-0.212817929923935	-0.47821106624565	-1.8336818259348	0.855875176303295	0.376261302826805	-3.38064879547615	-2.58308343945366	-1.07636690998173	0.404426752115871	-2.30752013956382
APOA4	-0.188074092609601	-0.0171086333490919	NA	-5.64696795820569	-0.583145370448768	-0.60315017435667	0.0771790292790484	0.690307569586442	1.52313892492087	0.135908844829514	-0.680515081082292	0.929931205111333	-1.73756047720211	0.221372894153647	1.20227899870742	-0.019986643629741	-0.0643707559142897	NA	-3.31411226379336	-2.97308428619763	-0.2718681574808	-0.998505637105576	0.0939024582246343
APOE	0.667955812979989	0.22604346546126	1.86961132963772	-5.57085498950444	-0.0382322286207133	-0.220757411359136	1.07246260533658	1.45695380641112	0.376487610476486	0.691905252488177	-0.156886082205096	-0.177265677164014	-0.448322628943648	-1.94255571822107	-5.46692132330317	1.24869063175783	-1.18391918857136	-0.429053515025736	2.33748300160047	2.36258642785418	2.17690144497126	-0.972952104904327	-0.210652023458444
APOL1	0.733480812334871	0.382787731182517	1.86484714211327	-1.99583418876269	0.542293237583897	0.663189400210208	1.71673590271871	0.406050953705599	2.11899336229712	1.04427112112357	-1.24722014591613	0.0611827008412453	0.0910999722359814	1.50387003963154	0.321453475973094	-0.783590940247564	1.17840655122439	1.72137965388135	0.726820706678275	0.712843973097842	0.895670268108194	-1.00847174318957	-0.393153703964386
APOL4	0.525791240000778	-0.406428400788967	-0.254560193242346	0.224828103752992	0.258538507492275	0.0890677733426448	0.6020306547282	-1.26322672786413	0.263653378473355	-2.11016336409659	-0.248880386491489	-1.01919813488647	-0.860087321068248	-0.749103918932233	0.80465623341532	-0.144369770419923	-0.627295984280864	2.23460530753694	0.680121516725295	0.472246859042283	0.53236466674227	-1.04124861510489	2.14810226565992
AQP8	-0.114401737473771	-0.0718358779045633	-3.45719096697062	-3.96809397613646	-6.37899529576739	-6.81041767290043	-0.372680615842699	1.81890637400616	1.39329095633834	1.47674445233299	2.95043315093438	-0.842645190394549	-1.76604597883602	-1.68310663408071	-1.23338207557427	-1.57610197444233	-9.56321393325604	0.479337413152043	0.131964377327601	0.0129109510887679	2.22485877313993	0.0526892641577618	-0.967189146314492
ARC	-2.53705535554774	-2.58299414877805	-3.02992881443517	-1.0242384667609	-1.19324542644881	-0.971615865030614	-1.00066799544643	-4.58543026334738	-1.89519843725814	-3.99004405964091	-0.499257756283091	-3.41165691375592	-3.80513895330711	-0.224643875711316	2.81275656551758	-1.3964138121696	0.027991605507594	-0.391457007154281	-3.53256073918187	-2.99832533970247	-2.17207902815659	-0.846174177665338	-3.34539149195314
ARL4D	-0.93570462605675	-0.730403406874323	1.42766694475656	-3.42020209192426	-2.07658785736317	-2.31927603287105	-0.5434107722241	-0.396991089076007	-3.33694150821799	-1.12190145015016	-0.664364843016393	-0.217022212599879	1.45463285604433	0.614743052276538	1.18366776654606	-1.77135850489214	-3.09272795872864	-2.1212097035999	-2.0557778805368	-1.84149761883695	-0.847875159747309	-0.59340335183243	-1.11904183094261
ARL9	-0.134699025100839	0.222687385151551	-1.4948715382874	3.13775303902227	1.28295535858479	0.748108607524617	0.0459037043988584	0.941448065575952	0.620591524358524	0.393088570666328	0.26740729797829	3.06158696098502	2.99284131031568	-0.382276694873021	2.07517907082232	-0.966702931649658	-1.82727463895036	1.08908431816592	0.990505274373515	1.19522416329562	0.191601026557474	0.645805509695222	1.83864450693127
ASPHD2	0.687300528164796	0.973201483877823	1.75529457347038	2.324967945764	0.11428955262825	0.0190318002335672	0.849295646865435	1.62274789042222	-1.17031487669009	-1.46078647434971	0.0393148481015438	1.23479703086782	1.30458717724146	1.12967327735595	4.71159004277497	0.056202167671147	-0.353555813633152	-0.491924032090255	0.422715363629618	0.295716440731883	0.407910196675376	-0.040086592697489	0.870163542059597
ASPN	0.743702635549719	2.08929951522107	-4.38831389033693	-0.853869658195631	0.624456551544078	0.301389978863767	1.95952681338041	-1.37615235172939	-0.659562229165752	-1.84107478135169	-1.28440985905392	0.7512192701144	0.50385953240689	0.118624063189806	2.83095085180116	1.37800605628403	-1.15782702099268	0.807100751530868	0.588603147988891	0.524241101134602	0.0726140337960047	-3.56946533734142	-2.95471511744232
ASPRV1	-0.570959640951886	-1.06454716926929	-1.10660345410435	-0.991674887793018	-0.542888740910321	-0.544589753693363	1.27619281014586	-0.930397853816222	0.304793213646863	-0.614358403387609	-0.615375420890298	-1.29798613619519	-0.0548974680129444	-0.177132472252715	-0.0757101427780157	-0.408081694300887	-0.48956681226963	-0.237009994047732	-0.0805675569771386	-0.158362651371397	-0.634540793166726	-0.296035744301015	-0.776250236970923
ASTL	-1.91913132686135	0.810821174831798	-0.824842460549137	1.91502015180578	-1.02924141224759	-0.985330751084884	-0.658015230192821	0.457452366650612	-0.177414464052486	-1.6449860052058	-0.0776392039178506	0.544081366284116	1.70393804556496	-0.595751067593148	NA	-2.10809644442503	-0.545699610011148	0.23694619902186	1.16747996513212	1.05986666018786	1.15900726296518	-0.515210954159551	1.39004790149629
ATF3	-2.41421319691492	-2.19876736696912	0.107758197740589	-2.41150089692298	-0.295682778000204	-0.465227439319554	-0.644639176489843	-1.32804725726732	-1.44730940776402	-2.08242902354263	-1.7503435666218	-1.80038096570926	-1.88370091183973	-0.0533860505394455	-0.23521606851095	-0.55709266455003	-1.01707627990066	-1.30593543911542	-1.1934281999832	-1.08306276617909	-1.15702042062439	-3.87132017713107	-1.76369876071308
ATOH1	0.33682095385219	0.0123692356068773	NA	2.87410769406375	-0.770261168992957	-0.942424535433781	-0.249546823809644	0.318655284591186	-0.0471949507061509	0.0749107226815752	0.541094549486137	0.966155162811797	0.335181939280006	0.572363502724337	-0.434613158477485	1.39476134052534	-2.30769063961943	NA	0.230077249122509	0.996515087426686	NA	-0.351871382677285	1.61586146754494
ATP1A4	-0.558060212428856	0.758758635701664	0.821136211081037	0.393663538393244	-0.46990272327588	-0.791441701961124	-1.05945444661801	2.20031529100528	0.413256863579472	-0.0320238001399844	0.737447433266879	0.0451988407364563	0.0618737898441995	-1.19043862963611	-0.22833849860748	-2.36556013046895	-1.36705995683461	-0.795352817782241	0.417777126818561	0.247048676002418	-0.236879782214849	-0.460734240550701	1.29274184513488
ATP1B2	-2.80800907975414	-1.7439537350665	-5.28074135067648	-2.67906490265718	-2.37752208591965	-2.44035867793075	-0.789508281085733	-2.11590818983195	-0.905902567241418	-4.12476885245528	-1.01201508953042	-1.71121686664363	-2.71453883282011	0.0982921925888374	-1.73967680525355	-0.820775502589404	-2.54621794050704	-0.732894019349465	-2.01122751799796	-1.9802429252178	-0.246488999031663	-1.34501512086706	-3.09815982281467
ATP2B3	-0.684338375801579	0.929473245828008	0.125809214817108	0.331781472933158	-3.49682365690728	-3.57120144892147	-1.28740623606305	-2.67631652183557	-4.47692856560626	-4.5527892240478	1.03189120693185	-0.799708262577148	0.111743414087878	0.724672813742055	-2.12440966899575	-1.74681792372862	-3.00700309312612	-0.50952531896828	-2.97861659525978	-2.95698957170906	0.346784705542441	-0.445862070712643	-1.33515397113275
AZU1	-0.148810644169005	0.169806239473173	2.32594987812408	-0.983516297691045	-0.707673512308911	-0.864000058655559	-0.0442436013073494	0.694974061375474	1.76362994462638	1.03701038975625	-1.41668088485498	-1.27471184491255	-3.46166187336242	-1.53160094073071	1.52749883910022	-0.216132631770848	-0.663505240127123	0.227991526493959	0.336799377659012	0.413558395790393	3.43971210215683	-1.73261690256788	-0.978016240426554
B3GALT1	-0.608568773728176	-3.80706474118549	-0.784597894513724	3.66867177873739	-3.62003354869095	-3.78858328112523	-2.01558144485214	0.457899238952192	0.099835097438755	1.03918928730157	2.15148219098861	-0.452254412300728	-0.866118551543987	-1.0473782356111	5.65469583579507	-0.210848050242697	-4.14879354564535	0.68368009868163	-1.54397453278056	-1.6447466381677	-1.12856509466306	0.69525963373588	0.037390764953829
B3GNT7	-0.0375092259466982	-0.123291566295982	1.89961207046072	3.01296446704256	-2.94525488971246	-3.11829598184481	-0.862937835890933	-1.15371632045787	-0.600509288567606	0.224198567046432	-1.03146085173913	-0.677684918047598	-2.57515417496266	1.28817333914143	1.70182923868856	-0.244250194469276	-3.45177018108398	-0.6200265625013	0.141312586954369	0.424003097813603	2.43323501723457	-0.377050037007305	0.921306619376513
BAAT	0.351018682782227	0.152082569156076	-1.09537006649583	-4.61591934614395	2.98121559045031	2.96684970733528	-0.268623280566218	-0.326268465156796	3.68155106941101	-0.713167624254931	-0.960500382642205	1.086873581141	-1.49386130204412	-0.84605598163701	1.00613235715827	-0.137216902820905	2.34183652622033	-0.284567810258433	3.80206797070068	4.03472542299874	-0.593540064812079	-0.0234589854665392	0.259850988738033
BAIAP2L2	0.832189985229298	0.430601278801129	1.95472538195222	4.61735097499701	-0.238891036646463	-0.123462359810426	1.1799504606014	-4.01995472548467	0.930314452724023	0.289722341963974	2.64952098659525	2.835466860616	3.62828590002177	2.52907881313461	-0.329402726172489	0.900231302058218	0.466125773686747	-1.57075629155197	1.2042515794813	1.64055666276131	-0.191400092387122	-0.257930036897663	-0.390462575796118
BCL2L10	-0.25610746567181	-1.00410861509346	1.39289236115793	-2.39906118124771	-0.99331129223794	-1.19623844006437	0.351070063420125	-0.74845868446093	-2.12028610679006	-2.02930002826375	-0.501789131323444	3.8424292005606	4.93238179134252	-0.0344503604051864	-1.20468737435552	0.81236288575349	-2.06085778304437	-1.58618838333396	-0.70048935601799	-0.372269989573175	0.454363838460988	-0.161274163622103	-0.226802876159656
BCL6	-0.309435292578306	-1.16427058825996	-0.779795638896044	-1.09531169015051	-0.279706023171991	-0.28097629125856	-0.334280100662029	-0.885126438824129	0.764059852826408	0.469446706878177	-0.531431084631111	-0.583486075708037	-0.355015927202643	0.229767397909678	-1.06601532609754	-0.391907019158255	-0.240317767951031	-0.400474347020399	-0.709981836473553	-0.681353736429194	-0.350254964155724	-0.433425480409566	-1.22999491545559
BCORL1	0.21180937750126	-0.0636483187902834	-0.431929493091375	1.1093926105146	0.255055198613309	0.35160090720277	0.659931891031022	-0.584973929338008	-0.115427359159214	0.253697417616622	0.693840467111518	0.476160941366847	0.48712539266726	0.322540238479471	0.229171921317451	-0.0899466293072175	0.795109097603245	1.13201055784322	0.20810689316457	0.271545090602124	-0.33270807253702	-0.280059949306775	-0.0522014803626654
BCYRN1	NA	-0.0465865023050613	NA	NA	-0.0954535434676906	-0.068097677356285	-0.0543561421883816	0.106282550308183	NA	NA	-0.130517495860756	-0.0369771171123401	NA	NA	NA	-0.00261246560034448	0.104910922370837	NA	NA	NA	0.0492028943591808	NA	NA
BEND4	-1.68758400066263	-0.731031139645025	-0.5127533974888	-2.87431070216145	-1.95762896623192	-1.9774425500622	0.148340284909463	-1.90796215001514	0.0948127266538224	-1.5781627648414	-2.7873935784573	-0.714326550236163	-1.27589990781834	-2.77840224996369	0.168548152466699	1.98153922872037	-1.74255882724919	0.886844394136744	-0.315071146035229	-0.395706149848063	-1.76490287104514	0.785343817544349	0.235236843137455
BRD2	0.00291837783892719	0.106421498641353	-0.374784103432375	0.144695634816549	0.206693850566787	0.254001012507464	0.219245210043199	-0.183580028067402	0.0310036670904796	-0.28418629569242	-0.0426006945264402	-0.0863410535365304	-0.0132540208664973	-0.234620089370924	0.430887805852389	0.199870929759762	0.49559644631855	0.176204174763757	0.00012281063054191	-0.0355345393076909	-0.439456869621291	0.179222874004173	-0.454558463193773
BRSK1	-0.61588753461203	0.646776331832554	-2.38984071378059	3.21602605253111	-0.703612746365449	-0.788654705050588	0.909378809503945	-1.96901854686639	0.454534317876778	2.68104236451465	1.75105890328809	2.55920591660933	2.27182785732893	0.835081474661803	1.67915931281507	-0.0388277526765335	-1.09944751498302	1.04930554183249	-0.844738566096466	-0.478187305683163	1.31700536438049	0.280808824265604	1.31736058207011
BST1	-1.46646887471807	-0.930925455785681	-2.37065017358949	-0.43920439986409	-1.23220498761289	-1.25504969616987	-0.557124933121902	-3.00250172734834	0.0859529692864488	-0.434735710472112	-1.18197262313898	-1.27888598504458	-1.92493475978558	0.123263116413873	0.787365310123721	-0.849383839466102	-1.25636638118889	0.799512627817409	-0.436784447724962	-0.327798241146429	-0.635055965923569	-1.04836961955736	-2.1559831089564
BTG2	-1.73033651839766	-0.708111027267982	-2.21818580868762	0.998508849748676	-0.635966926403842	-0.638032937565229	-0.9332472957492	-2.30732787780673	-1.9251641028423	-1.71226853894537	-0.596372534985589	-1.43692591629024	-1.52857765633355	-0.468983090041207	-0.846055224263613	-0.607536455707928	-0.54786447259854	-1.02185539000196	-2.11377681934423	-1.96200296167022	-0.532345896173752	0.0076653027764563	-1.48220206890336
BTK	-1.29537427619485	0.400012224499643	0.702588185448406	-0.386523235918446	-1.18489331901	-1.37457171801033	-0.166265849698082	1.62816426695084	2.76072166649841	2.44928615930506	-0.943960281242703	-1.4751270205529	-2.48878502105877	-2.5762980612174	0.465356932944801	-0.201613013620739	-2.2722528092952	0.670641769163274	0.262010571298477	0.268910660757361	0.20213684760347	-1.05453444975737	-1.01264966419148
C10orf82	-0.224325818277744	1.29339816895519	-2.92249944215327	3.0579272674457	-0.116267102561568	0.482255946551761	-0.154550415103838	-0.465795848895304	-3.90561387495682	-2.37731280444839	-0.285955678946865	0.471987884720291	1.67132843425499	-0.654276787258535	-4.88393038226099	-2.24654187757371	1.82343662028372	-1.90214715072584	-2.33725024960587	-2.19253157363951	-0.69528255843054	0.0803539806014023	1.3357560927582
C12orf56	1.24956724175224	2.65392187541027	3.41694379346286	2.53176601024075	0.196332055501968	-0.214255857665975	0.199761878995332	-1.87395067611371	-0.12479353898593	-0.944362286659764	0.794499773185075	4.5766729571293	7.377014481127	0.82496991326517	4.52332492364865	1.10883678955236	-3.41346825854262	-0.69127898378948	0.546272980635324	1.31554384683807	3.08766494123075	0.542546038099243	2.5467802293849
C18orf32	-0.113653446758839	0.542663654958221	-0.290509701086116	-0.812065375216242	-0.913302735760376	-1.03101595952384	-0.450359726100606	0.669408036304516	-0.405205613457532	-0.578362837147137	0.123496007158784	-0.0473071949851643	-0.555796563059119	-0.364515707834397	0.18080864912276	0.0962109317517092	-1.46175834688516	-0.325085377805202	-0.472177795251129	-0.628475156811382	0.0700241767123275	0.155777414791323	0.296119687465807
C1orf116	-0.708673625408238	-0.00304860381273295	3.36302145859451	3.69809859015981	0.380907840105973	0.466074574577959	-1.26482536964152	-1.72147570059238	-3.18116970744454	-0.800717594191039	-0.525701457666005	-1.0911114738286	-3.06881827151076	1.22370759489894	0.133139247623704	0.936266660601403	0.921678785188227	-2.14843329581835	-0.516319574082592	-0.789780124424758	1.39199189187231	-0.485276111938167	2.63485652628789
C1orf162	-0.863376504761215	0.146783997274833	0.0469549370164654	-1.24826044204312	-0.64759653601003	-0.768337716102689	-0.208355620838989	-1.05853936544503	2.58506584940555	1.05989647525761	-1.5867891379433	-1.87545645529322	-2.91475791348071	-2.36671462065762	-1.81376400219199	-0.18970486470656	-1.23285452408217	0.681415967692856	0.371199419029175	0.293117863223319	0.60007543677228	0.158074270467484	-1.33411115052891
C1orf61	1.06901104803031	-1.29846342534407	1.2168686236163	0.773161004044231	-0.802718932011132	-1.02638613784928	0.661808316889443	1.94641281715199	2.00143621412207	1.29384422621459	2.88792549951869	4.71106251029547	3.56805231951361	0.244624420106583	1.09003499792491	-0.45258531087703	-1.56859086685411	0.880423676986371	-0.579703030431928	-0.14980178970336	-0.0470466764105718	-0.10377423008728	-0.429205626302712
C1QTNF3	-1.46488390870839	0.952614872266766	-0.653175362872972	0.966478472071021	-1.1864744082232	-1.39450236299861	-0.670826222568841	-2.61742122266796	0.671876022260738	1.22306621874889	1.76536716711012	0.698581862399605	0.431417439570075	0.599454076723093	1.68453199470692	0.31160002656072	-2.13613036984947	-2.14393415630882	-1.70852570874843	-1.87841759774597	-0.681948070662607	-0.868303890785058	-0.924158000069143
C2orf48	1.6577381642066	2.61264191832011	6.33959034989244	3.0098137550802	1.97225660734344	2.04384010922247	1.12839073074552	-0.838241235555083	1.2607431531195	1.0042384123134	1.18800412504234	2.28654970012233	2.36068982077585	0.178738407762286	0.32980203672569	-0.00382727716680846	2.11403544601721	0.0168434490401411	1.82761607846618	2.16994479349792	0.759052727775277	0.337308730849862	2.72360014391618
C2orf66	0.3552234496993	-0.411457682766388	1.36646168239381	0.358162504182295	0.764115351739643	0.792359761701893	0.200092719095659	1.35160089185683	-0.0115514723729772	-0.700146754523073	0.0949435990944225	-1.10760751682634	1.02165796529518	0.600082915558006	-0.369419880386098	-0.472943976341121	0.765340212835658	-0.360871606963688	-0.84495541525142	-0.247748770687565	0.83753018230933	0.182149865584124	0.277594190091999
C4orf47	0.866409336028487	-0.0618045688270656	1.04429108077086	2.49191555113684	1.51492052701277	1.39199999534644	0.926511151553538	-3.75341399006273	2.24996120011865	0.606495062031223	0.390853202454178	-0.515538437120193	-1.03667198002934	1.48690799227993	-1.28260116507761	0.298861849467923	0.31312884031009	0.307928261048172	0.291659393854969	0.481222639771459	-1.36662771590626	-0.0712227122606059	-0.285756442117421
C4orf48	2.42654577267312	1.48030810444942	2.39763895257178	4.4521575917583	0.487163353403156	0.563991950088558	1.56868902906221	0.464341595264451	-0.659639732184539	1.57827011760761	2.27982993262129	1.75116812182775	0.575948926500552	0.396857295975848	1.86753200698904	1.0725237256117	0.976300941935009	2.40147257332882	1.51175295094345	1.23478813047703	2.56673048702115	-0.62513163112671	2.80777609283879
C5AR1	-0.980223557704755	0.089988794303525	0.0184593985939302	-0.629549598783472	0.234707966016683	0.114750116895545	1.01058675327384	0.374408936910678	1.50989629735378	1.33856773590151	-1.11410496663693	-1.7179276953555	-2.32609916873144	-1.00042061460204	-1.3424638646883	0.0866935760995578	-0.378604598709727	0.117934585162814	0.483088076009654	0.602360253014033	0.55873923414729	-1.59285237773837	-0.938014577935897
