ensembl_gene_id	external_gene_name	log2FoldChange	lfcSE	padj	stressType
15S_rRNA		0.245847464321069	0.379412442592839	1	unresponsive
21S_rRNA		-0.0800076776629386	0.319212234135135	1	unresponsive
HRA1		0.559929241162593	0.201528739680968	1	unresponsive
ICR1		0.824207161700732	0.125682345780203	1	unresponsive
LSR1		-0.924617724613561	0.223691797394717	1	unresponsive
NME1		0.47189905271155	0.263428358677908	1	unresponsive
PWR1		-0.0614944369921181	0.515354611573737	1	unresponsive
Q0010		NA	NA	NA	NA
Q0017		NA	NA	NA	NA
Q0032		0.117850952452175	1.08107317843976	NA	unresponsive
Q0045	COX1	0.636081772651571	0.727292564328303	1	unresponsive
Q0050	AI1	0.366292423531125	0.421420480776763	1	unresponsive
Q0055	AI2	-0.482326203661357	0.491775206405918	1	unresponsive
Q0060	AI3	0.463928392680368	1.04594205050662	NA	unresponsive
Q0065	AI4	0.294450284119271	1.0870594017864	NA	unresponsive
Q0070	AI5_ALPHA	-0.0915903322752449	1.08108571952903	NA	unresponsive
Q0075	AI5_BETA	-0.655154828117571	0.953621606885963	NA	unresponsive
Q0080	ATP8	NA	NA	NA	NA
Q0085	ATP6	0.524130400344072	0.815249397072466	1	unresponsive
Q0092		NA	NA	NA	NA
Q0105	COB	0.354213378337515	0.726896367944862	NA	unresponsive
Q0110	BI2	0.322169347209582	1.07935690086419	NA	unresponsive
Q0115	BI3	-0.157516200806454	1.08117466893379	NA	unresponsive
Q0120	BI4	-0.0564769218234843	1.11543070106883	NA	unresponsive
Q0130	OLI1	-0.314119487774856	1.00741979076443	NA	unresponsive
Q0140	VAR1	-0.0277142107103363	1.08112817534473	NA	unresponsive
Q0142		NA	NA	NA	NA
Q0143		NA	NA	NA	NA
Q0144		NA	NA	NA	NA
Q0160	SCEI	-0.159742429507076	1.11807824683084	NA	unresponsive
Q0182		0.0378893032483854	1.08117932588041	NA	unresponsive
Q0250	COX2	0.0601317326215595	0.599177196443616	1	unresponsive
Q0255		-0.0843946265818413	1.04178390990756	NA	unresponsive
Q0275	COX3	0.612315680816879	0.773198296874836	1	unresponsive
Q0297		NA	NA	NA	NA
RDN18-1		NA	NA	NA	NA
RDN18-2		NA	NA	NA	NA
RDN25-1		NA	NA	NA	NA
RDN25-2		NA	NA	NA	NA
RDN37-1		NA	NA	NA	NA
RDN37-2		NA	NA	NA	NA
RDN5-1		0.196016867096673	0.571309925396376	1	unresponsive
RDN5-2		-0.105128403805871	1.08119359978097	NA	unresponsive
RDN5-3		NA	NA	NA	NA
RDN5-4		-0.0914979683542605	1.08107317843976	NA	unresponsive
RDN5-5		0.969117076142999	0.813751570038003	NA	unresponsive
RDN5-6		0.113569121913055	1.0812732763515	NA	unresponsive
RDN58-1		NA	NA	NA	NA
RDN58-2		NA	NA	NA	NA
RNA170		1.03019647975361	0.277948218927177	1	unresponsive
RPM1		NA	NA	NA	NA
RPR1		0.881520576391167	0.230186954057334	1	unresponsive
RUF20		-0.758485582824588	0.180260820118016	1	unresponsive
RUF21		1.27623741439953	0.337483596882525	1	unresponsive
RUF22		0.348295928444957	1.1035318176534	NA	unresponsive
RUF23		-0.630745030379986	0.222375712557593	1	unresponsive
RUF5-1		-0.0998285050004501	1.08149875618643	NA	unresponsive
RUF5-2		-0.810053214736302	0.735682259891187	1	unresponsive
SCR1		0.525748410786448	0.364099171571837	1	unresponsive
snR10		-0.6765653146948	0.199061699671588	1	unresponsive
snR11		0.229539367161196	0.214231640871249	1	unresponsive
snR128		-0.00141689573083796	0.234810160347631	1	unresponsive
snR13		0.577875580408544	0.294971997577453	1	unresponsive
snR14		0.810215205340555	0.534848551207699	1	unresponsive
snR161		0.334085014168888	0.295712603045602	1	unresponsive
snR17a		0.0210963802275821	0.331302687844102	1	unresponsive
snR17b		-1.48697269760302	0.243622747374033	0.210371903418295	unresponsive
snR18		-0.770822339131762	0.179022734612935	1	unresponsive
snR189		-0.114385241721319	0.318345466831891	1	unresponsive
snR19		0.0888379339743727	0.19785907870818	1	unresponsive
snR190		-0.530057184030104	0.393363230340993	1	unresponsive
snR191		-0.571114933773677	0.286350752291268	1	unresponsive
snR24		-2.20550381325349	0.235854974076826	2.1491878279509e-06	downregulated
snR3		0.162472979468119	0.384153464834989	1	unresponsive
snR30		-0.801751682739698	0.227874591089215	1	unresponsive
snR31		-1.3883643769443	0.131553680215069	0.0167628891561928	downregulated
snR32		0.121047528422455	0.207419315566033	1	unresponsive
snR33		-1.59430062453103	0.13389503648608	5.6510165941641e-05	downregulated
snR34		0.14263006243758	0.222779489484694	1	unresponsive
snR35		-0.0265718319957713	0.318735567111354	1	unresponsive
snR36		-0.684910719041483	0.331745848491465	1	unresponsive
snR37		0.39764452609123	0.248632697123666	1	unresponsive
snR38		-1.35619607560849	0.30538961835486	0.997790833332102	unresponsive
snR39		-1.55960263283203	0.210949683681414	0.0406364521597833	downregulated
snR39B		-0.735516652706896	0.275091940196995	1	unresponsive
snR4		-1.1743511822413	0.18725812005982	1	unresponsive
snR40		0.163584356461377	0.27016979728432	1	unresponsive
snR41		-1.07226639360321	0.177305637222116	1	unresponsive
snR42		-0.333185051347087	0.193420277787038	1	unresponsive
snR43		-1.03858465607926	0.145520069803445	1	unresponsive
snR44		-1.69102021950702	0.110908820764391	3.50692278996916e-09	downregulated
snR45		0.150517658416897	0.27504451845771	1	unresponsive
snR46		-0.668852569164642	0.171681960792051	1	unresponsive
snR47		-0.400116186535233	0.222420764874855	1	unresponsive
snR48		-0.47388445500119	0.256051989752145	1	unresponsive
snR49		-1.70601297289011	0.370029950778985	0.256170780038006	unresponsive
snR5		-0.119734587816484	0.158054963739368	1	unresponsive
snR50		-1.17256352002349	0.201372152268533	1	unresponsive
snR51		-1.12513299189128	0.186889736518806	1	unresponsive
snR52		0.197326365595012	0.472869190954101	1	unresponsive
snR53		0.773299793160532	0.761812826029733	1	unresponsive
snR54		-1.85675854158734	0.292203355032598	0.0178291021822429	downregulated
snR55		-1.94483720706211	0.333560924881267	0.0241821080271757	downregulated
snR56		0.169031700548943	0.412204224294413	1	unresponsive
snR57		-1.86013422838388	0.332247549886023	0.0485409627851465	downregulated
snR58		-0.968231082477617	0.345295556943351	1	unresponsive
snR59		-1.05033853058577	0.381408180994688	1	unresponsive
snR6		1.35952756011267	0.38068185153063	1	unresponsive
snR60		1.04993091015565	0.401535927799358	1	unresponsive
snR61		-1.04284022506637	0.412617475079329	1	unresponsive
snR62		-0.757085871657334	0.223094259283966	1	unresponsive
snR63		-1.39893772216092	0.154407696316326	0.0492008189116463	downregulated
snR64		-0.00234190449679118	0.348756057773823	1	unresponsive
snR65		0.389058405100418	0.367081957808435	1	unresponsive
snR66		-0.637376179991117	0.316024796752502	1	unresponsive
snR67		-1.56539537951421	0.261295300319853	0.144208335486107	unresponsive
snR68		-0.628940482385009	0.148325248109994	1	unresponsive
snR69		-0.57024372564396	0.340733847974562	1	unresponsive
snR7-L		-0.554880864022019	0.662964034688125	1	unresponsive
snR7-S		NA	NA	NA	NA
snR70		-1.26647311717992	0.130622337805783	0.191957863000723	unresponsive
snR71		-0.62762520360695	0.220695521333257	1	unresponsive
snR72		-1.00944646975738	0.305780052852191	1	unresponsive
snR73		0.774328178264253	0.639388538344179	1	unresponsive
snR74		-0.836857391188982	0.412379568602167	1	unresponsive
snR75		-1.36518330643222	0.160646822997895	0.111241528723324	unresponsive
snR76		-1.24056792998023	0.175951000748419	0.722571605196928	unresponsive
snR77		-0.689141065962415	0.340869315507749	1	unresponsive
snR78		-1.34410910584919	0.451177979056655	1	unresponsive
snR79		-0.647508362871241	0.301990229898168	1	unresponsive
snR8		-0.221066037779088	0.16932061821165	1	unresponsive
snR80		-1.97925014135041	0.39665926144597	0.0674325355880762	unresponsive
snR81		-0.741807937468995	0.318079696464045	1	unresponsive
snR82		-0.197639183175832	0.159116268677713	1	unresponsive
snR83		-0.172099869863616	0.159244045734363	1	unresponsive
snR84		-2.71985530255615	0.174757171591645	8.25857332891277e-22	downregulated
snR85		-0.0876352739396766	0.225987796259647	1	unresponsive
snR86		-0.956244038414706	0.114391113554943	1	unresponsive
snR87		-0.596311914616361	0.338518763837031	1	unresponsive
snR9		-0.115403043124177	0.163958215673078	1	unresponsive
SRG1		0.470143523467891	0.126736771879105	1	unresponsive
tA(AGC)D		1.54140050157086	1.08489881717871	NA	NA
tA(AGC)F		0.04806797885003	1.08107317843976	NA	unresponsive
tA(AGC)G		0.0400916934150578	1.08114599859716	NA	unresponsive
tA(AGC)H		1.88281430679358	0.732729816118817	0.941978862736562	unresponsive
tA(AGC)J		0.188475897058838	1.08113176606139	NA	unresponsive
tA(AGC)K1		-0.278052784542715	1.04425085907983	NA	unresponsive
tA(AGC)K2		1.22992121743065	0.97607293743422	NA	NA
tA(AGC)L		-1.32218589854487	0.541350123392781	1	unresponsive
tA(AGC)M1		0.0400916934150579	1.08114599859716	NA	unresponsive
tA(AGC)M2		-0.316015230490528	0.87770123282657	NA	unresponsive
tA(AGC)P		0.351878282641415	0.495496798342256	1	unresponsive
tA(UGC)A	TGA1	0.172862213709278	0.666864880155572	1	unresponsive
tA(UGC)E		0.304839704573034	1.1137451181245	NA	unresponsive
tA(UGC)G		0.0915408150750961	1.11554015129249	NA	unresponsive
tA(UGC)L		0.188475897058838	1.08113176606139	NA	unresponsive
tA(UGC)O		0.409914957724126	1.08170408773459	NA	unresponsive
tA(UGC)Q		-0.0914979683542605	1.08107317843976	NA	unresponsive
tC(GCA)B		0.544534571617081	1.09601838332691	NA	unresponsive
tC(GCA)G		0.113569121913055	1.0812732763515	NA	unresponsive
tC(GCA)P1		0.548393760977855	1.00677403300052	NA	unresponsive
tC(GCA)P2		0.101836555407286	1.12410861384911	NA	unresponsive
tC(GCA)Q		NA	NA	NA	NA
tD(GUC)B		-0.0252680073445506	1.08110613245547	NA	unresponsive
tD(GUC)D		-1.17569674116365	0.781420599319584	NA	NA
tD(GUC)G1		0.473255682942936	0.407982099089453	1	unresponsive
tD(GUC)G2		0.644575141585639	0.461546777854647	1	unresponsive
tD(GUC)I1		-0.845169599248656	1.07741455341071	NA	unresponsive
tD(GUC)I2		0.446687256932308	1.0560358939726	NA	unresponsive
tD(GUC)J1		-0.260522686628393	1.07538539043412	NA	unresponsive
tD(GUC)J2		0.0574094130286939	1.1235756568301	NA	unresponsive
tD(GUC)J3		-0.105128403805871	1.08119359978097	NA	unresponsive
tD(GUC)J4		1.11300761745288	0.805327035201595	1	unresponsive
tD(GUC)K		0.349972415109557	1.06008593685714	NA	unresponsive
tD(GUC)L1		0.188475897058838	1.08113176606139	NA	unresponsive
tD(GUC)L2		0.0644994320395976	1.02333285585955	NA	unresponsive
tD(GUC)M		0.742101645183479	0.778214577892797	1	unresponsive
tD(GUC)N		-0.337404750972913	0.383623671306893	1	unresponsive
tD(GUC)O		-0.384018684349336	0.282778060611452	1	unresponsive
tD(GUC)Q		NA	NA	NA	NA
tE(CUC)D		NA	NA	NA	NA
tE(CUC)I		0.183768130988644	1.08116872339385	NA	unresponsive
tE(UUC)B		0.463190303798743	1.0816228035946	NA	unresponsive
tE(UUC)C		-0.383928177810945	0.708059832789757	1	unresponsive
tE(UUC)E1		0.185686488716296	0.811408410048425	NA	unresponsive
tE(UUC)E2		0.700905506437114	0.861622742160679	NA	unresponsive
tE(UUC)E3		0.0480679788500299	1.08107317843976	NA	unresponsive
tE(UUC)G1	SOE1	1.06865322006057	0.39519255972112	1	unresponsive
tE(UUC)G2		1.46644137626284	0.78691452510656	1	unresponsive
tE(UUC)G3		0.47636844219511	1.1117042801067	NA	unresponsive
tE(UUC)I		-0.580060377881937	1.09881577588449	NA	unresponsive
tE(UUC)J		0.955978785664875	0.438857122508231	1	unresponsive
tE(UUC)K		-0.0767445524038566	0.3525806759647	1	unresponsive
tE(UUC)L		-0.335290760342228	1.10145609384434	NA	unresponsive
tE(UUC)M		0.485916621928151	0.691092967270581	1	unresponsive
tE(UUC)P		-0.446758152658004	0.812647097117508	1	unresponsive
tE(UUC)Q		0.188475897058838	1.08113176606139	NA	unresponsive
tF(GAA)B		-0.17861777850548	1.09932873503473	NA	unresponsive
tF(GAA)D		-0.262880804797188	0.666524273958936	1	unresponsive
tF(GAA)F		-0.13496265340927	0.681948975711376	1	unresponsive
tF(GAA)G		0.552251220784612	0.632324953973075	1	unresponsive
tF(GAA)H1		0.879823971157342	0.776420633843387	1	unresponsive
tF(GAA)H2		0.300785411771544	1.12421879955747	NA	unresponsive
tF(GAA)M		1.88033678772005	0.464144383789105	0.262345639587768	unresponsive
tF(GAA)N		0.527218664423718	0.886194285321543	NA	unresponsive
tF(GAA)P1		0.105964835523216	0.409842249804568	1	unresponsive
tF(GAA)P2		1.5323898559586	0.879724416384081	1	unresponsive
tF(GAA)Q		NA	NA	NA	NA
tG(CCC)D	SUF3	1.33179107561531	0.825263689804732	NA	NA
tG(CCC)O	SUF5	-0.620842429881581	0.770846995042393	1	unresponsive
tG(GCC)B		0.0480679788500299	1.08107317843976	NA	unresponsive
tG(GCC)C	SUF16	0.0480679788500299	1.08107317843976	NA	unresponsive
tG(GCC)D1		0.0400916934150578	1.08114599859716	NA	unresponsive
tG(GCC)D2		-0.703076059013021	0.205746330944891	1	unresponsive
tG(GCC)E		-0.580671423256061	0.929237481742688	NA	unresponsive
tG(GCC)F1	SUF20	0.0480679788500299	1.08107317843976	NA	unresponsive
tG(GCC)F2		0.0483762172606058	0.97675989845188	NA	unresponsive
tG(GCC)G1		0.126493291468835	0.42248410381118	1	unresponsive
tG(GCC)G2		-1.02578823375301	0.937900387562948	NA	NA
tG(GCC)J1		0.3618717574864	1.09505094380229	NA	unresponsive
tG(GCC)J2	SUF23	0.426781665541364	1.11100483189481	NA	unresponsive
tG(GCC)M		-0.105128403805871	1.08119359978097	NA	unresponsive
tG(GCC)O1		-0.172815011378792	0.766468217088331	1	unresponsive
tG(GCC)O2	SUF17	-1.26545578514324	0.716286635938674	1	unresponsive
tG(GCC)P1		0.804371618809889	1.00152076179187	NA	unresponsive
tG(GCC)P2		-0.0197813282343222	1.08135137388051	NA	unresponsive
tG(UCC)G	SUF4	0.0448806225608703	1.08116910015319	NA	unresponsive
tG(UCC)N	SUF6	0.0480679788500299	1.08107317843976	NA	unresponsive
tG(UCC)O	SUF1	0.826762674493108	1.1204517968935	NA	unresponsive
tG(UCC)Q		NA	NA	NA	NA
tH(GUG)E1		-0.183627164249176	0.977303942873278	NA	unresponsive
tH(GUG)E2		1.65827776158604	0.381139436253287	0.373146413063247	unresponsive
tH(GUG)G1		-0.472073078272627	0.596704057565453	1	unresponsive
tH(GUG)G2		1.65370685168891	0.926430154688813	NA	NA
tH(GUG)H		0.0996156925567659	1.08133047808089	NA	unresponsive
tH(GUG)K		0.185677547064802	1.08117363857403	NA	unresponsive
tH(GUG)M		-0.450386809875796	0.360821366659324	1	unresponsive
tH(GUG)Q		NA	NA	NA	NA
tI(AAU)B		0.251476642266851	1.11463296108762	NA	unresponsive
tI(AAU)D		NA	NA	NA	NA
tI(AAU)E1		0.292174406740846	1.08142803806966	NA	unresponsive
tI(AAU)E2		0.839792966050366	1.1040334630011	NA	unresponsive
tI(AAU)G		-0.986052741385829	0.711236269686317	NA	unresponsive
tI(AAU)I1		-0.0914979683542605	1.08107317843976	NA	unresponsive
tI(AAU)I2		0.76247666426618	0.943530038071369	NA	unresponsive
tI(AAU)L1		0.0237011418447796	1.07440405971098	NA	unresponsive
tI(AAU)L2		0.271794477351145	1.03845535912845	NA	unresponsive
tI(AAU)N1		0.320090508128104	0.731456424296953	NA	unresponsive
tI(AAU)N2		-0.34977734704863	1.09085655813544	NA	unresponsive
tI(AAU)P1		-0.17089001574652	1.08128003778747	NA	unresponsive
tI(AAU)P2		0.0480679788500299	1.08107317843976	NA	unresponsive
tI(GAU)Q		NA	NA	NA	NA
tI(UAU)D		0.561247349023935	0.775042559245695	1	unresponsive
tI(UAU)L		0.931874217876067	0.559662338857432	1	unresponsive
tK(CUU)C		NA	NA	NA	NA
tK(CUU)D1		0.188490699624772	1.08164129029026	NA	unresponsive
tK(CUU)D2		NA	NA	NA	NA
tK(CUU)E1		0.854003015013569	1.10272790020758	NA	unresponsive
tK(CUU)E2		0.0400916934150578	1.08114599859716	NA	unresponsive
tK(CUU)F		0.622327486604574	1.06289299686427	NA	unresponsive
tK(CUU)G1		-0.560425120060162	1.1187273232292	NA	unresponsive
tK(CUU)G2		0.0400916934150578	1.08114599859716	NA	unresponsive
tK(CUU)G3		0.360824452041763	1.12310375578305	NA	unresponsive
tK(CUU)I		-0.302968685836072	1.10913301029947	NA	unresponsive
tK(CUU)J		0.203300791625057	1.09659035408877	NA	unresponsive
tK(CUU)K		1.25722784483043	1.0366454216439	NA	NA
tK(CUU)M		-0.751300313222253	0.368802986684446	1	unresponsive
tK(CUU)P		0.65705844970411	0.483332214578646	1	unresponsive
tK(UUU)D		-0.0548104553784854	0.254647463663299	1	unresponsive
tK(UUU)G1		1.5982522400653	0.968327681206561	1	unresponsive
tK(UUU)G2		-0.00754258161412503	0.730780075862556	1	unresponsive
tK(UUU)K		-0.33834299207849	0.663458055175725	1	unresponsive
tK(UUU)L		0.28022253187339	0.294083152874974	1	unresponsive
tK(UUU)O		0.956592293575638	0.398047341569278	1	unresponsive
tK(UUU)P		-0.532875537529773	0.198032043110325	1	unresponsive
tK(UUU)Q		NA	NA	NA	NA
tL(CAA)A	SUP56	0.79642067858919	0.760892852127065	NA	unresponsive
tL(CAA)C	SUP53	1.14176851153911	0.926303458088008	NA	NA
tL(CAA)D		0.11716354556522	1.08107964119357	NA	unresponsive
tL(CAA)G1		1.58120589431324	0.937604881074761	NA	NA
tL(CAA)G2	SUP54	0.732656728054245	0.989347664696361	NA	unresponsive
tL(CAA)G3		-0.00292605236277716	1.05120412429826	NA	unresponsive
tL(CAA)K		-0.153690673860286	1.0813176262992	NA	unresponsive
tL(CAA)L		0.167351278354014	0.288216956876172	1	unresponsive
tL(CAA)M		0.278956412806155	1.11493696149849	NA	unresponsive
tL(CAA)N		3.62345950957044	0.396368875312382	2.84162243171453e-10	upregulated
tL(GAG)G		0.161473971964322	0.347284650485974	1	unresponsive
tL(UAA)B1		0.209563364204815	1.11662954729336	NA	unresponsive
tL(UAA)B2		-0.151885099643577	0.906011167975223	NA	unresponsive
tL(UAA)D		-0.107523843645452	0.936765535064749	NA	unresponsive
tL(UAA)J	SUP51	1.44624865220797	0.613665594914358	1	unresponsive
tL(UAA)K		0.117850952452175	1.08107317843976	NA	unresponsive
tL(UAA)L		-0.784149410197095	0.515067411558444	1	unresponsive
tL(UAA)N		0.183110630909262	0.913886917449981	NA	unresponsive
tL(UAA)Q		NA	NA	NA	NA
tL(UAG)J		0.979471312413748	0.98620173302507	NA	unresponsive
tL(UAG)L1		0.260896123969215	0.221024602109741	1	unresponsive
tL(UAG)L2		-0.0235200867512881	1.08128498078236	NA	unresponsive
TLC1		-2.25492736228274	0.124589986814422	8.37847037803268e-23	downregulated
tM(CAU)C		NA	NA	NA	NA
tM(CAU)D	EMT1	-0.0522145295613083	1.0553659278442	NA	unresponsive
tM(CAU)E	IMT4	0.0587301093713222	0.549167692413466	1	unresponsive
tM(CAU)J1	EMT5	0.587818223824982	0.676048370884511	1	unresponsive
tM(CAU)J2	EMT3	0.0442523409405068	0.322387598124001	1	unresponsive
tM(CAU)J3	IMT3	0.117850952452175	1.08107317843976	NA	unresponsive
tM(CAU)M	EMT4	1.03697371101688	0.508727638273721	1	unresponsive
tM(CAU)O1	IMT1	0.14576902460497	0.54178659927137	1	unresponsive
tM(CAU)O2	EMT2	2.07525797467719	0.874590851544792	NA	NA
tM(CAU)P	IMT2	0.043654206434457	0.729547410888273	NA	unresponsive
tM(CAU)Q1		NA	NA	NA	NA
tM(CAU)Q2		NA	NA	NA	NA
tN(GUU)C		0.527262828811512	1.11038965732382	NA	unresponsive
tN(GUU)F		0.561131385436002	0.807102275016191	NA	unresponsive
tN(GUU)G		-0.281258768939401	0.690671162740101	NA	unresponsive
tN(GUU)K		-0.569943146743637	0.361068666933407	1	unresponsive
tN(GUU)L		-0.120999982744203	1.09837871273087	NA	unresponsive
tN(GUU)N1		-1.78022583143404	0.487174976849683	0.475108373920152	unresponsive
tN(GUU)N2		1.1470897815864	1.09917300825753	NA	NA
tN(GUU)O1		-0.22120746237917	1.08138706043651	NA	unresponsive
tN(GUU)O2		0.0388943670425769	1.0811813694168	NA	unresponsive
tN(GUU)P		-0.00292947277758482	0.441607814279631	1	unresponsive
tN(GUU)Q		NA	NA	NA	NA
tP(AGG)C	SUF2	2.6304153855655	0.547364378133285	0.0154633858253026	upregulated
tP(AGG)N	SUF10	-0.134064529222783	1.08163201302582	NA	unresponsive
tP(UGG)A	TRN1	0.602417805343396	0.966290175425115	NA	unresponsive
tP(UGG)F	SUF9	1.11214686594659	0.685074871961318	1	unresponsive
tP(UGG)H	SUF8	0.113569121913055	1.0812732763515	NA	unresponsive
tP(UGG)L		-0.122681562324537	1.11871941039749	NA	unresponsive
tP(UGG)M	SUF7	0.201033271443281	0.289822009445079	1	unresponsive
tP(UGG)N1		0.639464971128625	1.12287476184405	NA	unresponsive
tP(UGG)N2		0.707764560658466	0.469592100488081	1	unresponsive
tP(UGG)O1		NA	NA	NA	NA
tP(UGG)O2	SUF11	NA	NA	NA	NA
tP(UGG)O3		-0.280268425651058	0.329456001276609	1	unresponsive
tP(UGG)Q		NA	NA	NA	NA
tQ(CUG)M	CDC65	-0.229518022107812	0.843197950664644	1	unresponsive
tQ(UUG)B		0.413930659753831	0.753416686328823	1	unresponsive
tQ(UUG)C		0.356717612797627	1.05085116658087	NA	unresponsive
tQ(UUG)D1		0.350075878389467	1.11417371851907	NA	unresponsive
tQ(UUG)D2		0.389865916526019	1.11208512041288	NA	unresponsive
tQ(UUG)D3		0.836743290010411	1.05059683768436	NA	unresponsive
tQ(UUG)E1		-0.0595188786025684	0.619879528202594	1	unresponsive
tQ(UUG)E2		-0.203092436592492	0.719579115687691	1	unresponsive
tQ(UUG)H		0.279291506454635	0.533188648592946	1	unresponsive
tQ(UUG)L		0.426893502957201	1.0782074448828	NA	unresponsive
tQ(UUG)Q		NA	NA	NA	NA
tR(ACG)D		0.00410868394702431	0.343980373588897	1	unresponsive
tR(ACG)E		0.407892051862074	0.909278060909714	NA	unresponsive
tR(ACG)J		1.36795503897068	0.648209850033387	1	unresponsive
tR(ACG)K		-0.200176500054444	0.511620841613276	1	unresponsive
tR(ACG)L		2.6021771971155	0.542973242671121	0.0168250962600256	upregulated
tR(ACG)O		0.266552995065578	1.08160995678465	NA	unresponsive
tR(ACG)Q2		NA	NA	NA	NA
tR(CCG)L	TRR4	1.0137401760071	0.845345032792378	NA	NA
tR(CCU)J	HSX1	0.12353597042356	1.08129507455975	NA	unresponsive
tR(UCU)B		0.202486358843691	1.11810364582683	NA	unresponsive
tR(UCU)D		NA	NA	NA	NA
tR(UCU)E		-0.82758881894399	0.634333594010332	1	unresponsive
tR(UCU)G1		0.362403836177978	0.889441439289193	NA	unresponsive
tR(UCU)G2		-0.446543829984422	0.255920203213473	1	unresponsive
tR(UCU)G3		1.66542086040704	0.340622127163364	0.232131421088175	unresponsive
tR(UCU)J1		NA	NA	NA	NA
tR(UCU)J2		-0.0915903322752449	1.08108571952903	NA	unresponsive
tR(UCU)K		0.759435242652358	0.567172592776481	1	unresponsive
tR(UCU)M1		-0.194761746027347	0.86341154885753	NA	unresponsive
tR(UCU)M2		1.39535505955995	0.626002520396762	1	unresponsive
tR(UCU)Q1		NA	NA	NA	NA
tS(AGA)A		0.252561921149816	1.08129271174457	NA	unresponsive
tS(AGA)B		-0.738730723543709	0.622447115047047	1	unresponsive
tS(AGA)D1		0.537559010891922	1.08174740537908	NA	unresponsive
tS(AGA)D2		1.12698656597543	0.839763013348805	NA	NA
tS(AGA)D3		-0.209109999318088	0.713764697899572	1	unresponsive
tS(AGA)E		0.184298133216893	1.08117008902418	NA	unresponsive
tS(AGA)G		0.208432311774047	1.10116271970114	NA	unresponsive
tS(AGA)H		0.432552599070302	0.808326545729551	1	unresponsive
tS(AGA)J		0.636888354013329	0.526287942577152	1	unresponsive
tS(AGA)L		0.477908391472087	1.08163739282944	NA	unresponsive
tS(AGA)M		1.24257859626801	0.91275835107687	NA	NA
tS(CGA)C	SUP61	0.977374281712018	0.60400653457497	1	unresponsive
tS(GCU)F		0.40726154912717	0.371677545375335	1	unresponsive
tS(GCU)L		2.33089940692053	0.70111963639391	0.261765804967408	unresponsive
tS(GCU)O		1.81755325002444	0.478728669838307	0.387380967578634	unresponsive
tS(GCU)Q1		NA	NA	NA	NA
tS(UGA)E	SUP19	0.676652947374072	0.445646254725781	1	unresponsive
tS(UGA)I	SUP17	0.72926325443374	1.10551790441513	NA	unresponsive
tS(UGA)P	SUP16	1.22195477133504	0.703356963652805	1	unresponsive
tS(UGA)Q2		0.0480679788500299	1.08107317843976	NA	unresponsive
tT(AGU)B		0.429364230497408	0.657398422149158	1	unresponsive
tT(AGU)C		0.415005554048998	1.08437372930356	NA	unresponsive
tT(AGU)D		-0.1568839819589	1.02144934849614	NA	unresponsive
tT(AGU)H		0.16846740595022	1.0921820900323	NA	unresponsive
tT(AGU)I1		0.983251589496422	0.425734079883564	1	unresponsive
tT(AGU)I2		-0.024469065435971	1.08128724404984	NA	unresponsive
tT(AGU)J		-0.0244690654359712	1.08128724404984	NA	unresponsive
tT(AGU)N1		-0.430026478573266	0.487928126870937	1	unresponsive
tT(AGU)N2		0.401925961565717	1.11730514161671	NA	unresponsive
tT(AGU)O1		0.578429034298288	1.12312817787428	NA	unresponsive
tT(AGU)O2		-0.445300470112297	1.06035658945536	NA	unresponsive
tT(CGU)K	TRT2	0.920086020320796	1.07480153546575	NA	unresponsive
tT(UGU)G1		-0.0275042974743976	1.08131520088355	NA	unresponsive
tT(UGU)G2		1.76605253146289	0.88820052752786	NA	NA
tT(UGU)H		NA	NA	NA	NA
tT(UGU)P		NA	NA	NA	NA
tT(UGU)Q1		NA	NA	NA	NA
tT(XXX)Q2		NA	NA	NA	NA
tV(AAC)E1		NA	NA	NA	NA
tV(AAC)E2		0.475233401225101	0.509692326305106	1	unresponsive
tV(AAC)G1		1.1091618842716	0.955022599062121	NA	NA
tV(AAC)G2		-1.15805131245176	0.767650843113579	NA	NA
tV(AAC)G3		0.0349264441171856	0.221188344629944	1	unresponsive
tV(AAC)H		-0.571601090925304	1.10745136198908	NA	unresponsive
tV(AAC)J		0.298234579665997	1.11743585888984	NA	unresponsive
tV(AAC)K1		1.37987814214137	0.884510843816656	NA	NA
tV(AAC)K2		0.564531252272624	0.820967357146279	1	unresponsive
tV(AAC)L		-0.727284269908514	0.499401799086887	1	unresponsive
tV(AAC)M1		0.94596686701766	0.826423414134873	1	unresponsive
tV(AAC)M2		0.259151121801707	0.471061856519727	1	unresponsive
tV(AAC)M3		0.628971703953563	1.11790024306781	NA	unresponsive
tV(AAC)O		0.0539625259695399	0.457275310702384	1	unresponsive
tV(CAC)D		0.498805359109954	0.668271725641761	1	unresponsive
tV(CAC)H		0.639926117716302	1.11586668170012	NA	unresponsive
tV(UAC)B		0.860812074657151	1.11216041288567	NA	unresponsive
tV(UAC)D		-0.114868233534057	0.574377175426115	1	unresponsive
tV(UAC)Q		-0.157516200806454	1.08117466893379	NA	unresponsive
tW(CCA)G1		1.24010897587186	0.612868853864046	1	unresponsive
tW(CCA)G2		-0.0362520341189959	1.08126947348974	NA	unresponsive
tW(CCA)J		0.574600344642445	1.12369934474854	NA	unresponsive
tW(CCA)K		1.58320325519115	0.646014732971095	1	unresponsive
tW(CCA)M		0.826758958893586	1.0430578752976	NA	unresponsive
